Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
Rold J.W.,,"Forensic Geology, A Growth Industry? For You?",2007,GSA Annual Meeting,,,,,,,,,http://gsa.confex.com/gsa/2007AM/finalprogram/abstract_125572.htm,,,,,,Webpage,,,,,No,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
"Gradusova O., Nesterina E.M.",,Technogenetics Minerals as Indicators of the Scene of a Crime,2007,the 2nd International Workshop on Criminal and Environmental Forensics,,,,15,16,,,,http://www.soilforensicsinternational.org/book_of_abstracts.pdf,,,,,,Webpage,,,,,Yes,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
"Gradusova O., Nesterina E.",7801578417;56461516800;,The current status of forensic soil examination in the Russian Federation,2009,Criminal and Environmental Soil Forensics,,,,61,73,,3,10.1007/978-1-4020-9204-6_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919842176&doi=10.1007%2f978-1-4020-9204-6_5&partnerID=40&md5=902d3a7c89d4c4f58be53699e27f0e25,"Russian Federal Centre of Forensic Research, Khokhlovsky Lane 13, Moscow, Russian Federation","Gradusova, O., Russian Federal Centre of Forensic Research, Khokhlovsky Lane 13, Moscow, Russian Federation; Nesterina, E., Russian Federal Centre of Forensic Research, Khokhlovsky Lane 13, Moscow, Russian Federation",,,"Gradusova, O.; Russian Federal Centre of Forensic Research, Khokhlovsky Lane 13, Russian Federation",Book Chapter,Final,,Scopus,2-s2.0-84919842176,,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
Stam M.,,Forensic Geology in the United Kingdom and the United States,2008,"Joint Annual Meeting GSA, ASA-CSSA-SSSA, GCAGS-SEPM, HGS",,,,,,,,,http://a-c-s.confex.com/crops/2008am/webprogram/Paper49943.html,,,,,,Webpage,,,,,Yes,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
Molina C.M.,,History and Development of Forensic Geology in Colombia,2008,Revista Innovacion y Ciencia ,14,4,,,,,,,,,,,,,Article,,,,,,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
Donnelly L.J.,,Whatever Remains,2009,Geoscientist,,,,,,,,,,,,,,,Interview,,,,,,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
Pirrie D.,,Forensic Geology in Serious Crime Investigation ,2009,Geology Today,25,5,,188,192,,,https://doi.org/10.1111/j.1365-2451.2009.00729.x,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2451.2009.00729.x,,,,,,Report,,,,,,IFSMS 2010,Forensic Geoscience,Forensic Geoscience
"Sugita R., Yoshida H., Fukushima H.",,Forensic Geology - A Review: 2007 to 2009,2010,16th International Forensic Science Symposium,,,,201,220,,,,http://www.interpol.int/content/download/10356/73781/version/2/file/IFFS%202010%20Review%20papers.pdf,,,,,,Review,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2013,,,,,,,,,,http://www.geolsoc.org.uk/forensic,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2013,International Union of Geological Sciences,,,,,,,,,http://www.iugs.org/,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Initiative on Forensic Geology,2013,,,,,,,,,,http://www.forensicgeologyinternational.com/,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Ruffell A.,35493357800;,"Forensic pedology, forensic geology, forensic geoscience, geoforensics and soil forensics",2010,Forensic Science International,202,01-Mar,,9,12,,28,10.1016/j.forsciint.2010.03.044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958073386&doi=10.1016%2fj.forsciint.2010.03.044&partnerID=40&md5=bfd7bf7f5c8b3b246a28720c9aea236b,"School of Geography, Archaeology and Palaeoecology, Queen's University Belfast, Elmwood Avenue, Belfast BT7 1NN, Northern Ireland, United Kingdom","Ruffell, A., School of Geography, Archaeology and Palaeoecology, Queen's University Belfast, Elmwood Avenue, Belfast BT7 1NN, Northern Ireland, United Kingdom",Environmental forensics; Forensic geology; Forensic geoscience; Forensic pedology; Geoforensics; Soil forensics,biology; forensic science; geographic information system; geology; microbiology; nomenclature; police; priority journal; remote sensing; review; scientist; sediment; soil analysis; Earth Sciences; Environment; Forensic Sciences; Geology; Humans; Soil; Terminology as Topic,"Ruffell, A.; School of Geography, Archaeology and Palaeoecology, Queen's University Belfast, Elmwood Avenue, Belfast BT7 1NN, Northern Ireland, United Kingdom; email: a.ruffell@qub.ac.uk",Review,Final,,Scopus,2-s2.0-79958073386,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Carter D.O., Yellowlees D., Tibbett M.",7402372823;7003885245;6701320707;,Moisture can be the dominant environmental parameter governing cadaver decomposition in soil,2010,Forensic Science International,200,01-Mar,,60,66,,83,10.1016/j.forsciint.2010.03.031,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953911312&doi=10.1016%2fj.forsciint.2010.03.031&partnerID=40&md5=d3a216c377ae967b0e3ee1262ee5ad15,"School of Pharmacy and Molecular Sciences, James Cook University, Douglas, QLD 4811, Australia; Centre for Land Rehabilitation, School of Earth and Environment, Faculty of Natural and Agricultural Sciences, University of Western Australia, Crawley, WA 6009, Australia","Carter, D.O., School of Pharmacy and Molecular Sciences, James Cook University, Douglas, QLD 4811, Australia; Yellowlees, D., School of Pharmacy and Molecular Sciences, James Cook University, Douglas, QLD 4811, Australia; Tibbett, M., Centre for Land Rehabilitation, School of Earth and Environment, Faculty of Natural and Agricultural Sciences, University of Western Australia, Crawley, WA 6009, Australia",Forensic taphonomy; Microbial carbon dioxide respiration; Ninhydrin-reactive nitrogen; Phosphodiesterase; Protease; Soil pH,carbon; carbon dioxide; ninhydrin reactive nitrogen; nitrogen; phosphodiesterase; proteinase; unclassified drug; article; Australia; body weight; cadaver; calibration; clay; controlled study; decomposition; dry weight; environment; enzyme activity; forensic science; microbial biomass; nonhuman; pH; priority journal; rat; sand; savanna; soil microflora; soil moisture; taphonomy; temperature; Animals; Burial; Carbon; Carbon Dioxide; Forensic Anthropology; Hydrogen-Ion Concentration; Ninhydrin; Nitrogen; Peptide Hydrolases; Phosphoric Diester Hydrolases; Postmortem Changes; Rats; Soil; Water,"Carter, D.O.; Department of Entomology, University of Nebraska-Lincoln, 202 Entomology Hall, Lincoln, NE 68583-0816, United States; email: dcarter2@unl.edu",Article,Final,,Scopus,2-s2.0-77953911312,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Pringle J.K., Cassella J.P., Jervis J.R.",7103088432;55410938300;25823138500;,Preliminary soilwater conductivity analysis to date clandestine burials of homicide victims,2010,Forensic Science International,198,01-Mar,,126,133,,15,10.1016/j.forsciint.2010.02.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952291309&doi=10.1016%2fj.forsciint.2010.02.005&partnerID=40&md5=d50ef34cd725d6dc377fa18a95443cfd,"School of Physical Sciences and Geography, Keele University, Keele, Staffordshire, ST5 5BG, United Kingdom; Department of Forensic and Crime Science, Faculty of Sciences, Staffordshire University, College Road, Stoke-on-Trent, Staffordshire, ST4 2DE, United Kingdom","Pringle, J.K., School of Physical Sciences and Geography, Keele University, Keele, Staffordshire, ST5 5BG, United Kingdom; Cassella, J.P., Department of Forensic and Crime Science, Faculty of Sciences, Staffordshire University, College Road, Stoke-on-Trent, Staffordshire, ST4 2DE, United Kingdom; Jervis, J.R., School of Physical Sciences and Geography, Keele University, Keele, Staffordshire, ST5 5BG, United Kingdom",Clandestine grave; Conductivity; Forensic geoscience; PBI; PMI,water; animal experiment; animal tissue; article; cadaver; carcass; conductance; controlled study; crime; decomposition; domestic animal; forensic identification; homicide; nonhuman; posthumous care; priority journal; rural area; soil analysis; swine; temperature; time; United Kingdom; waste disposal; water analysis; Animals; Bodily Secretions; Body Fluids; Burial; Crime Victims; Electric Conductivity; Forensic Pathology; Homicide; Humans; Linear Models; Postmortem Changes; Rain; Soil; Sus scrofa; Temperature; Time Factors; Water,"Pringle, J.K.; School of Physical Sciences and Geography, Keele University, William Smith Building, Keele, Staffordshire, ST5 5BG, United Kingdom; email: j.k.pringle@esci.keele.ac.uk",Article,Final,,Scopus,2-s2.0-77952291309,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Maile A., Drijbe R., Carte D.",,Gravesoil Microbial Community Structure During Carcass Decomposition,2011,"ASA, CSSA and SSSA International Annual Meetings ",,,,,,,,,http://scisoc.confex.com/scisoc/2011am/webprogram/start.html,,,,,,Meeting,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Maile A., Carte D., Drijbe R.",,Gravesoil Microbial Community Structure During Carcass Decomposition,2011,American Academy of Forensic Science,17,,,296,,,,,,,,,,,Proceedings,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Statheropoulos M., Agapiou A., Zorba E., Mikedi K., Karma S., Pallis G.C., Eliopoulos C., Spiliopoulou C.",55400261400;8709215700;43561958400;6508026797;13407714000;57189050802;16645248900;6602307763;,Combined chemical and optical methods for monitoring the early decay stages of surrogate human models,2011,Forensic Science International,210,01-Mar,,154,163,,47,10.1016/j.forsciint.2011.02.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959552180&doi=10.1016%2fj.forsciint.2011.02.023&partnerID=40&md5=2dfb0733af5e950864ab64246dadb5fa,"School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Department of Forensic Medicine and Toxicology, Medical School, University of Athens, 75 Mikras Asias Str., 115 27 Athens, Greece; Research Centre in Evolutionary Anthropology and Palaeoecology, School of Natural Sciences and Psychology, Liverpool John Moores University, Byrom Str., Liverpool L3 3AF, United Kingdom","Statheropoulos, M., School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Agapiou, A., School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Zorba, E., Department of Forensic Medicine and Toxicology, Medical School, University of Athens, 75 Mikras Asias Str., 115 27 Athens, Greece; Mikedi, K., School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Karma, S., School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Pallis, G.C., School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; Eliopoulos, C., Research Centre in Evolutionary Anthropology and Palaeoecology, School of Natural Sciences and Psychology, Liverpool John Moores University, Byrom Str., Liverpool L3 3AF, United Kingdom; Spiliopoulou, C., Department of Forensic Medicine and Toxicology, Medical School, University of Athens, 75 Mikras Asias Str., 115 27 Athens, Greece",Collapsed buildings; Decomposition; Putrefaction; Swine carcass; TD/GC/TOF-MS; Thanatochemistry; Thermal images; Visible images; VOCs,"alcohol; aldehyde; carbon dioxide; carbon monoxide; chloride; ester; fluoride; hydrocarbon; hydrogen sulfide; ketone; nitrogen; oxygen; sulfur; sulfur dioxide; volatile organic compound; anaerobic fermentation; animal experiment; article; autolysis; carcass; chemical analysis; controlled study; desorption; forensic medicine; gas chromatography; image analysis; nonhuman; priority journal; sensitivity analysis; swine; temperature sensitivity; time of flight mass spectrometry; Animals; Body Temperature; Burial; Confined Spaces; Forensic Pathology; Gas Chromatography-Mass Spectrometry; Gases; Humans; Models, Animal; Postmortem Changes; Swine; Time Factors; Videotape Recording; Volatile Organic Compounds","Agapiou, A.; School of Chemical Engineering, National Technical University of Athens (NTUA), Field Analytical Chemistry and Technology Unit, 9 Iroon Polytechniou Str., 157 73 Athens, Greece; email: agapiou@central.ntua.gr",Article,Final,,Scopus,2-s2.0-79959552180,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Thali M.J., Lux B., Losch S., Rosing F.W., Hurlimann J., Feer P., Dirnhofer R., Konigsdorfer U., Zollinger U.",7005096122;47161330300;14527514400;6602730802;7004111057;15823459100;7006721251;37123957300;7004337868;,"""Brienzi"" - The blue Vivianite man of Switzerland: Time since death estimation of an adipocere body",2011,Forensic Science International,211,01-Mar,,34,40,,15,10.1016/j.forsciint.2011.04.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960635113&doi=10.1016%2fj.forsciint.2011.04.009&partnerID=40&md5=3d40c53bbd349b521dec3a2c4a5e74f7,"University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Institut fur Humangenetik und Anthropologie, Universitatsklinikum, Parkstrasse 11, 89070 Ulm, Germany","Thali, M.J., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Lux, B., Institut fur Humangenetik und Anthropologie, Universitatsklinikum, Parkstrasse 11, 89070 Ulm, Germany; Losch, S., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Rosing, F.W., Institut fur Humangenetik und Anthropologie, Universitatsklinikum, Parkstrasse 11, 89070 Ulm, Germany; Hurlimann, J., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Feer, P., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Dirnhofer, R., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Konigsdorfer, U., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; Zollinger, U., University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland",Adipocere; Blue encrustation; Brienzi; Diatoms; Forensic science; otzi; Physical anthropology; Radiocarbon dating; Taphonomy; Time since death; Vivianite,"ferric phosphate; mineral; article; autolysis; autopsy; cadaver; controlled study; drowning; human; landslide; male; priority journal; sedimentation; Switzerland; time of death; trunk; Adult; Age Determination by Skeleton; Anthropology, Physical; Carbon Radioisotopes; Diatoms; Drowning; Earthquakes; Ferrous Compounds; Forensic Anthropology; History, 18th Century; Humans; Immersion; Lakes; Landslides; Male; Mass Spectrometry; Phosphates; Postmortem Changes; Switzerland","Thali, M.J.; University of Bern, Institute of Forensic Medicine, Buhlstrasse 20, 3012 Bern, Switzerland; email: michael.thali@irm.uzh.ch",Article,Final,,Scopus,2-s2.0-79960635113,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Breton H.A., Forbes S.L., Carter D.O.",,Determining the impact of cadaver decomposition on soil microbial communities and potential uses in forensic investigations,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Cockle D.L.,,Forensic Taphonomy - Variability of Human Decomposition in Canada,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Comstock J., Forbes S.L.",,Analysis of decomposition fluid collected from carcasses decomposing in the presence and absence of insects,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"McColl S.M., Town N., Louhelainen J., Dempster N. ",,The Chemical Composition of Graveyard Soils: Identifying Trends from the Dissolved Corpse,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Perrault K.A., Forbes S.L.",,Analysis of volatile organic compounds in surface soils beneath decomposing carcasses,2012,21st International Symposium onthe Forensic Sciences of the Australian and New Zealand Forensic Science Society,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Perrault K.A., Forbes S.L., Carter D.O. ",,Elemental analysis of soil and vegetation surrounding decomposing carcasses,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Schotsmans E.M.J., Van de Voorde W., Janaway R.C., Ivaneanu T., Edwards H.G.M., Wilson A.S. ",,Taphonomy of limed burials - the effects of lime on the decomposition of buried human remains and the grave microenvironment.,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Stefanuto P.H., Schotsmans E.M.J., Wilson A.S., Focant J.F.",,Grave soil analysis by TD-GCxGC-ToFMS,2012,6th European Academy of Forensic Science Conference (EAFS),,,,,,,1,,,,"Stefanuto, P.-H.; Schotsmans, E.M.J.; Wilson, A.S.; Focant, J.F.",,,,Conference Paper,Final,,Scopus,2-s2.0-85018086400,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"von der Luhe B.M., Dawson L.A., Mayes R.W., Forbes S.L., Fiedler S.",,The preliminary investigation of animal sterols for the detection of decomposing bodies in soil.,2012,6th European Academy of Forensic Science Conference,,,,291,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Wilson A.S., Janaway R.C.",,Decay and Reconstruction – 25 years of Taphonomic Research at Bradford,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Pye K., Croft D.J.",7005357074;7101684579;,"Forensic geoscience: Principles, Techniques and Applications",2004,Geological Society Special Publication,232,,,318,318,,,10.1144/GSL.SP.2004.232.01.01,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044284723&doi=10.1144%2fGSL.SP.2004.232.01.01&partnerID=40&md5=a451f25a4dcd21e5a544a189bf139ff1,"Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom; Department of Geology, University of London, Egham Hill, Egham TW20 0EX, United Kingdom; Croft Scientific and Technical, Blaen-y-Waun, Ceredigion SY23 4BD, United Kingdom","Pye, K., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom, Department of Geology, University of London, Egham Hill, Egham TW20 0EX, United Kingdom; Croft, D.J., Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom, Croft Scientific and Technical, Blaen-y-Waun, Ceredigion SY23 4BD, United Kingdom",,crime; detection method; Earth science; forensic science; methodology; police force,"Pye, K.; Kenneth Pye Associates Ltd, Crowthorne Enterprise Centre, Crowthorne Business Estate, Crowthorne RG45 6AW, United Kingdom; email: kpye@kpal.co.uk",Article,Final,,Scopus,2-s2.0-7044284723,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2013,,,,,,,,,,http://forensic.iugs-gem.org/,,,,,,Webpage,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Soil Forensics ,2013,"ASA, CSSA and SSSA International Annual Meetings ; 3rd International Soil Forensics Conference",,,,,,,,,http://scisoc.confex.com/scisoc/2010am/webprogram/start.html,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Book of Abstracts,2012,6th European Academy of Forensic Science Conference; 4th International Soil Forensics Conference ,,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Forensic and Archaeological Provenancing with Light and Heavy Isoscapes,2011,European Geosciences Union General Assembly ,,,,,,,,,http://meetings.copernicus.org/egu2011/home.html,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2012,34th International Geological Congress,,,,,,,,,http://www.34igc.org/,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,American Academy of Forensic Sciences,,,,17,,,,,http://www.aafs.org/sites/default/files/pdf/ProceedingsAtlanta2012.pdf,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Mooney K.E., Flohr D.B., Bowen A.M., Stoney D.A., Bottrell M.C., Hopen T.J.",,What did you just step in?! Use of forensic soil examinations to find out,2012,American Academy of Forensic Sciences ,18,,,18,,,,,,,,,,,Proceedings,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Progress in Forensic Geochemistry,2012,GSA,,,,,,,,,http://www.geosociety.org/meetings/2012/,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2012,GAC-MAC AGC-AMC Joint Annual Meeting ,,,,,,,,,http://stjohns2012.ca,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Forensic geology training ,2010,,,,,,,,,,http://facstaff.buffalostate.edu/bergslet/ForensicGeology/Papers/ForensicGeologyMexico.pdf,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Geologia e Botânica Forenses  Workshop,2010,,,,,,,,,,,,,,,,Proceedings,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Trace Evidence Symposium ,2011,,,,,,,,,,http://projects.nfstc.org/trace/2011/agenda.htm,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2010,American Academy of Forensic Sciences,,,,16,,,,,http://www.aafs.org/sites/default/files/pdf/ProceedingsSeattle2010Rev07-24-12.pdf,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2010,8th  National Congress of Geology,,,,,,,,,http://www.dct.uminho.pt/cng2010/,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2010,Japanese Association of Forensic Science and Technology,,,,,,,,,http://www.houkagaku.org/JAFST-16th-Annual-Meeting-Program-E.pdf,,,,,,Meeting,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2010,GSA,,,,,,,,,http://www.geosociety.org/meetings/2010/,,,,,,Webpage,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
"Eccles J.D., Grigor M.R., Hoskin P.W.O., Hikuroa D.C.H. ",,,2013,Geoscience Society of New Zealand Miscellaneous Publication,129A,,,,,,,,,,,,,,Conference Paper,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,"Australian X-Ray Analytical Association Workshop, Conference and Exhibition",2011,,,,,,,,,,http://www.axaa.org/,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,International Network of Environmental Forensics ,,,,,,,,,http://www.rsc.org/images/INEF-2011-Program_tcm18-202347.pdf,,,,,,Conference Paper,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Goldschmidt Conference,2011,,,,,,,,,,http://goldschmidt.info/2011/index.html,,,,,,Conference Paper,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,8th  National Congress of Geology,,,,,,,,,http://cigeoq2011.ipcb.pt/portugues/index.html,,,,,,Webpage,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,GSA,,,,,,,,,http://www.geosociety.org/meetings/2011/,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,"ASA, CSSA, SSSA International Annual Meeting ",,,,,,,,,http://scisoc.confex.com/scisoc/2011am/webprogram/start.htm,,,,,,Meeting,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2011,Japanese Association of Forensic Science and Technology ,,,,,,,,,http://www.houkagaku.org/JAFST-17th-Annual-Meeting-Program-E.pdf,,,,,,Meeting,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Australian Regolith and Clays Conference,2012,,,,,,,,,,http://regolith.org.au/conference2012.html,,,,,,Conference Paper,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2012,American Academy of Forensic Sciences,,,,18,,,,,http://www.aafs.org/sites/default/files/pdf/ProceedingsChicago2011.pdf,,,,,,Proceedings,,,,,No,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Congresso InvestigaC?o Criminal ,2012,,,,,,,,,,http://www.uc.pt/iii/eventosIII/iii_Congresso_Investigacao_Criminal,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,,2012,International Symposium on the Forensic Sciences of the Australian and New Zealand Forensic Science Society ,,,,,,,,,,,,,,,Proceedings,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Annual Meeting of Japanese Association of Forensic Science and Technology,2012,,,,,,,,,,http://www.houkagaku.org/JAFST-18th-Annual-Meeting-Program-E.pdf,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,Sherlock Holmes to CSI - How Geologists Help Solve Crimes,2010,,,,,,,,,,http://facstaff.buffalostate.edu/bergslet/ForensicGeology/Papers/British_Science_Festival_11.pdf,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
,,"Initiative on Forensic Geology Two-Day Workshop on the Design, Management and Implementation of Ground Searches using Geophysical Equipment",2012,Australian Federal Police & International Union of Geological Sciences ,,,,,,,,,http://facstaff.buffalostate.edu/bergslet/ForensicGeology/pastevents.html,,,,,,Webpage,,,,,Yes,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Murray R.C. ,,,2011,"Evidence from the Earth - Forensic Geology and Criminal Investigation, 2nd Edition",,,,200,,,,,https://books.google.co.uk/books/about/Evidence_from_the_Earth.html?id=hM72M_MlPswC&redir_esc=y,,,,,,Book,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Hiraoka Y.,,Analytical Methods of Soil - Applications to Criminal Investigation and Geology,2011,,,,,,,,,,,,,,,,Book,,,,,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Bergslien E.,,An Introduction to Forensic Geoscience,2012,An Introduction to Forensic Geoscience,,,,482,,,14,,https://www.wiley.com/en-gb/An+Introduction+to+Forensic+Geoscience-p-9781405160544,,"Bergslien, E.",,,,Book,Final,,Scopus,2-s2.0-84888063033,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
Murray R.C.,55893887200;,Forensic Examination of Soils,2012,Forensic Chemistry Handbook,,,,109,130,,1,10.1002/9781118062241.ch4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886066742&doi=10.1002%2f9781118062241.ch4&partnerID=40&md5=3cf41610e74596f5a8827fd8fc7d0686,"University of Montana, Missoula, MT, United States","Murray, R.C., University of Montana, Missoula, MT, United States","Forensic geology and examination of soils, use in intelligence work; Methods, microscopic examination with stereo binocular microscopes; Real challenge, evidence by skillful, objective people, serving cause of justice",,"Murray, R.C.; University of Montana, Missoula, MT, United States",Book Chapter,Final,,Scopus,2-s2.0-84886066742,,IFSMS 2013,Forensic Geoscience,Forensic Geoscience
