Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Nakai I., Yamada S., Terada Y., Shindo Y., Utaka T.",7006352348;7404921456;35569062000;7202912909;6701697539;,Development of a portable x-ray fluorescence spectrometer equipped with two monochromatic x-ray sources and silicon drift detector and field analysis of Islamic glasses at an excavation site in Egypt,2005,X-Ray Spectrometry,34,1,,46,51,,26,10.1002/xrs.752,,"Department of Applied Chemistry, Faculty of Sciences, Science University of Tokyo, Shinjuku, Tokyo 162-8601, Japan; SPring-8, JASRI, 1-1-1 Kouto, Mikazuki-cho, Sayo-gun, Hyogo 679-5198, Japan; Middle E. Culture Center in Japan, Osawa, Mitaka, Tokyo 181-0015, Japan; Ourstex Corporation, 13-20 Honmachi, Neyagawa-shi, Osaka 572-0832, Japan","Nakai, I., Department of Applied Chemistry, Faculty of Sciences, Science University of Tokyo, Shinjuku, Tokyo 162-8601, Japan; Yamada, S., Department of Applied Chemistry, Faculty of Sciences, Science University of Tokyo, Shinjuku, Tokyo 162-8601, Japan; Terada, Y., SPring-8, JASRI, 1-1-1 Kouto, Mikazuki-cho, Sayo-gun, Hyogo 679-5198, Japan; Shindo, Y., Middle E. Culture Center in Japan, Osawa, Mitaka, Tokyo 181-0015, Japan; Utaka, T., Ourstex Corporation, 13-20 Honmachi, Neyagawa-shi, Osaka 572-0832, Japan",,,"Nakai, I.; Department of Applied Chemistry, Faculty of Sciences, Science University of Tokyo, Shinjuku, Tokyo 162-8601, Japan; email: inakai@rs.kagu.tus.ac.jp",Article,Final,,Scopus,2-s2.0-13244296838,,IFSMS 2007,Paint-Glass,Paint-Glass
"Nakanishi T., Nishiwaki Y., Miyamoto N., Shimoda O., Watanabe S., Muratsu S., Takatsu M., Terada Y., Suzuki Y., Kasamatsu M., Suzuki S.",57207121995;8712957700;8452522700;56628779200;36189521000;6505844908;8712957300;35569062000;57206758390;8712957000;8654989200;,Lower limits of detection of synchrotron radiation high-energy X-ray fluorescence spectrometry and its possibility for the forensic application for discrimination of glass fragments,2008,Forensic Science International,175,02-Mar,,227,234,,13,10.1016/j.forsciint.2007.07.001,,"Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Japan Synchrotron Radiation Research Institute (JASRI), SPring-8, 1-1-1 Kouto, Sayo-cho, Say-gun, Hyogo, 679-5198, Japan; National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba, 277-0882, Japan","Nakanishi, T., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Nishiwaki, Y., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Miyamoto, N., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Shimoda, O., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Watanabe, S., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Muratsu, S., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Takatsu, M., Forensic Science Laboratory of Hyogo Prefectural Police H.Q., 5-4-1 Shimoyamate-dori, Chuo-ku, Kobe, Hyogo, 650-8510, Japan; Terada, Y., Japan Synchrotron Radiation Research Institute (JASRI), SPring-8, 1-1-1 Kouto, Sayo-cho, Say-gun, Hyogo, 679-5198, Japan; Suzuki, Y., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba, 277-0882, Japan; Kasamatsu, M., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba, 277-0882, Japan; Suzuki, S., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba, 277-0882, Japan",Discrimination of glass fragments; Elemental analysis; LLD; SPring-8 BL37XU; SR-XRF,barium; calcium; cerium; glass; hafnium; lanthanide; lead; rubidium; samarium; strontium; tin; trace element; zirconium; article; calibration; forensic science; priority journal; spectrofluorometry; synchrotron radiation; X ray,"Suzuki, S.; National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa-shi, Chiba, 277-0882, Japan; email: suzukis@nrips.go.jp",Article,Final,,Scopus,2-s2.0-38849168142,,IFSMS 2010,Paint-Glass,Paint-Glass
"Nakano K., Nishi C., Otsuki K., Nishiwaki Y., Tsuji K.",35795782000;37662135300;37661950000;8712957700;56609707300;,Depth elemental imaging of forensic samples by confocal micro-XRF method,2011,Analytical Chemistry,83,9,,3477,3483,,53,10.1021/ac1033177,,"Graduate School of Engineering, Osaka City University, 3-3-138, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan; Forensic Science Laboratory, Hyogo Prefectural Police Headquarters Shimoyamate-dori, Chuo-ku, Kobe, Hyogo 650-8510, Japan","Nakano, K., Graduate School of Engineering, Osaka City University, 3-3-138, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan; Nishi, C., Graduate School of Engineering, Osaka City University, 3-3-138, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan; Otsuki, K., Forensic Science Laboratory, Hyogo Prefectural Police Headquarters Shimoyamate-dori, Chuo-ku, Kobe, Hyogo 650-8510, Japan; Nishiwaki, Y., Forensic Science Laboratory, Hyogo Prefectural Police Headquarters Shimoyamate-dori, Chuo-ku, Kobe, Hyogo 650-8510, Japan; Tsuji, K., Graduate School of Engineering, Osaka City University, 3-3-138, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan",,Approximate agreement; Automotive paints; Cross section; Depth image; Depth imaging; Depth profile; Fluorescent X ray; Forensic samples; Heterogeneous distributions; Homogeneous distribution; Micro-x-ray; Micro-XRF; Multi-layered; Multi-layered structure; Non destructive; Paint fragments; Polycapillary x-ray lens; Selective analysis; Small region; XRF analysis; Leather; Paint; Tanning; X rays; X ray analysis,"Tsuji, K.; Graduate School of Engineering, Osaka City University, 3-3-138, Sugimoto, Sumiyoshi, Osaka 558-8585, Japan; email: tsuji@a-chem.eng.osaka-cu.ac.jp",Article,Final,,Scopus,2-s2.0-79955561086,,IFSMS 2013,Paint-Glass,Paint-Glass
"Napier G., Neocleous T., Nobile A.",56525064400;23111166900;7005015323;,A composite Bayesian hierarchical model of compositional data with zeros,2015,Journal of Chemometrics,29,2,,96,108,,4,10.1002/cem.2681,,"School of Mathematics and Statistics, University of Glasgow, Glasgow, United Kingdom; Department of Mathematics, University of York, United Kingdom","Napier, G., School of Mathematics and Statistics, University of Glasgow, Glasgow, United Kingdom; Neocleous, T., School of Mathematics and Statistics, University of Glasgow, Glasgow, United Kingdom; Nobile, A., Department of Mathematics, University of York, United Kingdom",Bayes factor; Classification; Evidence evaluation; Forensic glass; Markov chain monte carlo,,"Neocleous, T.; School of Mathematics and Statistics, University of GlasgowUnited Kingdom",Article,Final,,Scopus,2-s2.0-84923270240,,IFSMS 2016,Paint-Glass,Paint-Glass
"Napier G., Nobile A., Neocleous T.",56525064400;7005015323;23111166900;,An online application for the classification and evidence evaluation of forensic glass fragments,2015,Chemometrics and Intelligent Laboratory Systems,146,,,418,425,,2,10.1016/j.chemolab.2015.06.013,,"School of Mathematics and Statistics, University Gardens, University of Glasgow, Glasgow, G12 8QW, United Kingdom; Department of Mathematics, University of York, Heslington, York, YO10 5DD, United Kingdom","Napier, G., School of Mathematics and Statistics, University Gardens, University of Glasgow, Glasgow, G12 8QW, United Kingdom; Nobile, A., Department of Mathematics, University of York, Heslington, York, YO10 5DD, United Kingdom; Neocleous, T., School of Mathematics and Statistics, University Gardens, University of Glasgow, Glasgow, G12 8QW, United Kingdom",Bayes factor; Chemical composition; SEM-EDX analysis,glass; Article; classification; computer interface; controlled study; forensic science; legal evidence; online analysis; priority journal; scanning electron microscope; simulation; web browser; X ray spectrometry,"Napier, G.; School of Mathematics and Statistics, University Gardens, University of GlasgowUnited Kingdom",Article,Final,,Scopus,2-s2.0-84934784522,,IFSMS 2016,Paint-Glass,Paint-Glass
"Natanail R., Duse D.",55671194600;39861195400;,Investigation on float glass for automobile windshields,2009,Annals of DAAAM and Proceedings of the International DAAAM Symposium,,,,605,606,,,,,,"Natanail, R.; Duse, D.",Bending stress; Glass; Indentation; Rockwell; Stone chipping,Automobile windshields; Brittle fracture; Engineering education; Fracture mechanics; Glass; Indentation; Manufacture; Surface defects; Bending stress; Fracture behaviour; Glass surfaces; Production process; Rockwell; Stone chipping; Surface notches; Treatment methods; Bending (forming),,Conference Paper,Final,,Scopus,2-s2.0-84904350509,,IFSMS 2010,Paint-Glass,Paint-Glass
National Academy of Science Committee,,Identifying the Needs of the Forensic Science Community. Strengthening Forensic Science in the United States: A Path Forward.,2009,Identifying the Needs of the Forensic Science Community. Strengthening Forensic Science in the United States: A Path Forward.,,,,,,,,,,,,,,,Book,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
"Navas N., Romero-Pastor J., Manzano E., Cardell C.",6602566762;25637524600;16413477500;16678348400;,Benefits of applying combined diffuse reflectance FTIR spectroscopy and principal component analysis for the study of blue tempera historical painting,2008,Analytica Chimica Acta,630,2,,141,149,,40,10.1016/j.aca.2008.10.008,,"Dept. of Analytical Chemistry, University of Granada, Fuentenueva s/n, 18071 Granada, Spain; Dept. of Mineralogy and Petrology, University of Granada, Fuentenueva s/n, 18071 Granada, Spain","Navas, N., Dept. of Analytical Chemistry, University of Granada, Fuentenueva s/n, 18071 Granada, Spain; Romero-Pastor, J., Dept. of Mineralogy and Petrology, University of Granada, Fuentenueva s/n, 18071 Granada, Spain; Manzano, E., Dept. of Analytical Chemistry, University of Granada, Fuentenueva s/n, 18071 Granada, Spain; Cardell, C., Dept. of Mineralogy and Petrology, University of Granada, Fuentenueva s/n, 18071 Granada, Spain",Blue tempera paintings; Diffuse reflectance infrared Fourier transform spectroscopy; Painting heritage conservation; Principal component analysis; Transmittance-spectroscopy,Binders; Decision making; Fourier transform infrared spectroscopy; Fourier transforms; Infrared spectroscopy; Multivariant analysis; Paint; Reflection; Silicate minerals; Spectroscopic analysis; Spectroscopy; Spectrum analysis; Blue pigments; Blue tempera paintings; Cultural heritages; Diffuse reflectance infrared Fourier transform spectroscopies; Diffuse reflectance infrared Fourier transform spectroscopy; Diffuse reflectances; DRIFT spectrums; Fourier Transform Infrared; FTIR spectroscopies; Multivariate analyses; Potential benefits; Principal components; Transmittance-spectroscopy; Works of arts; Principal component analysis; glue; paint; pigment; article; chemical analysis; chemical composition; chemometric analysis; diffuse reflectance spectroscopy; infrared spectroscopy; priority journal; sensitivity and specificity; Oryctolagus cuniculus,"Navas, N.; Dept. of Analytical Chemistry, University of Granada, Fuentenueva s/n, 18071 Granada, Spain; email: natalia@ugr.es",Article,Final,,Scopus,2-s2.0-55549099201,,IFSMS 2010,Paint-Glass,Paint-Glass
"Neelmeijer C., Mäder M.",6603814967;14522882300;,The merits of particle induced X-ray emission in revealing painting techniques,2002,"Nuclear Instruments and Methods in Physics Research, Section B: Beam Interactions with Materials and Atoms",189,01-Apr,,293,302,,39,10.1016/S0168-583X(01)01074-6,,"Division FWIA, Research Center Rossendorf Inc., Forschungszentrum Rossendorf E.V., D-01314 Dresden, Germany","Neelmeijer, C., Division FWIA, Research Center Rossendorf Inc., Forschungszentrum Rossendorf E.V., D-01314 Dresden, Germany; Mäder, M., Division FWIA, Research Center Rossendorf Inc., Forschungszentrum Rossendorf E.V., D-01314 Dresden, Germany",External beam; Ion beam analysis; Non-destructive: particle induced X-ray emission; Painting; Pigment; Rutherford backscattering specometry,Painting; Pigments; Proton beams; Rutherford backscattering spectroscopy; Thin films; Ion beam analysis; Particle-induced x-ray emission (PIXE); Nuclear instrumentation,"Neelmeijer, C.; Division FWIA, Research Center Rossendorf Inc., Forschungszentrum Rossendorf e.V., PF 510119, D-01314 Dresden, Germany; email: c.neelmeijer@fz-rossendorf.de",Conference Paper,Final,,Scopus,2-s2.0-0036535682,,IFSMS 2004,Paint-Glass,Paint-Glass
"Nel P., Lau D., Hay D., Wright N.",,Micro x-ray diffraction analysis of painted surfaces,2007,Contemporary Collections - AICCM National Conference Preprints,,,,122,129,,,,,,,,,,Book Chapter,,,,,,IFSMS 2010,Paint-Glass,Paint-Glass
"Nel P., Lynch P.A., Laird J.S., Casey H.M., Goodall L.J., Ryan C.G., Sloggett R.J.",14825737500;7202700117;7102409709;36717385000;57191782633;57202910276;24512657200;,Elemental and mineralogical study of earth-based pigments using particle induced X-ray emission and X-ray diffraction,2010,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",619,01-Mar,,306,310,,15,10.1016/j.nima.2009.12.003,,"Centre for Cultural Materials Conservation, University of Melbourne, Parkville, VIC 3010, Australia; Commonwealth Scientific and Industrial Research Organisation (CSIRO), Materials Science and Engineering, Clayton, VIC 3168, Australia; Commonwealth Scientific and Industrial Research Organisation (CSIRO), School of Physics, University of Melbourne, Parkville, VIC 3010, Australia; Centre of Excellence in Ore Deposits (CODES), University of Tasmania, Hobart, TAS 7001, Australia","Nel, P., Centre for Cultural Materials Conservation, University of Melbourne, Parkville, VIC 3010, Australia; Lynch, P.A., Commonwealth Scientific and Industrial Research Organisation (CSIRO), Materials Science and Engineering, Clayton, VIC 3168, Australia; Laird, J.S., Commonwealth Scientific and Industrial Research Organisation (CSIRO), School of Physics, University of Melbourne, Parkville, VIC 3010, Australia, Centre of Excellence in Ore Deposits (CODES), University of Tasmania, Hobart, TAS 7001, Australia; Casey, H.M., Centre for Cultural Materials Conservation, University of Melbourne, Parkville, VIC 3010, Australia; Goodall, L.J., Commonwealth Scientific and Industrial Research Organisation (CSIRO), Materials Science and Engineering, Clayton, VIC 3168, Australia; Ryan, C.G., Commonwealth Scientific and Industrial Research Organisation (CSIRO), School of Physics, University of Melbourne, Parkville, VIC 3010, Australia, Centre of Excellence in Ore Deposits (CODES), University of Tasmania, Hobart, TAS 7001, Australia; Sloggett, R.J., Centre for Cultural Materials Conservation, University of Melbourne, Parkville, VIC 3010, Australia",Aboriginal art; Earth pigments; PIXE; X-ray diffraction,Authentication; Chemical analysis; Electromagnetic wave emission; Ion beams; Materials testing; Positive ions; Trace elements; X ray scattering; Aboriginal art; Analytical methodology; Australian aboriginals; Indigenous community; Methodological approach; Particle induced X-ray emission; PIXE; Trace element analysis; X ray diffraction,"Nel, P.; Centre for Cultural Materials Conservation, University of Melbourne, Parkville, VIC 3010, Australia; email: pnel@unimelb.edu.au",Conference Paper,Final,,Scopus,2-s2.0-78650261610,,IFSMS 2013,Paint-Glass,Paint-Glass
Nemilov S.V.,7004140893;,Physical ageing of silicate glasses,2003,Glass Science and Technology,76,1,,33,42,,6,,,"S.I. Vavilov State Optical Institute, Birzhevaya liniya 12, St. Petersburg 199 034, Russian Federation","Nemilov, S.V., S.I. Vavilov State Optical Institute, Birzhevaya liniya 12, St. Petersburg 199 034, Russian Federation",,Glass transition; Molecular dynamics; Silicate minerals; Viscosity; Silicate glasses; Semiconducting glass,"Nemilov, S.V.; S.I. Vavilov State Optical Institute, Birzhevaya liniya 12, St. Petersburg 199 034, Russian Federation; email: tagan@dt1386.spb.edn",Review,Final,,Scopus,2-s2.0-0037226608,,IFSMS 2004,Paint-Glass,Paint-Glass
"Neocleous T., Aitken C., Zadora G.",23111166900;7004998506;6603075450;,Transformations for compositional data with zeros with an application to forensic evidence evaluation,2011,Chemometrics and Intelligent Laboratory Systems,109,1,,77,85,,18,10.1016/j.chemolab.2011.08.003,,"School of Mathematics and Statistics, University of Glasgow, 15 University Gardens, Glasgow, G12 8QW, United Kingdom; School of Mathematics, The Joseph Bell Centre for Forensic Statistics and Legal Reasoning, The University of Edinburgh, The King's Buildings, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom; Inst. of Forensic Research, Westerplatte 9, PL-31-033, Krakow, Poland","Neocleous, T., School of Mathematics and Statistics, University of Glasgow, 15 University Gardens, Glasgow, G12 8QW, United Kingdom; Aitken, C., School of Mathematics, The Joseph Bell Centre for Forensic Statistics and Legal Reasoning, The University of Edinburgh, The King's Buildings, Mayfield Road, Edinburgh, EH9 3JZ, United Kingdom; Zadora, G., Inst. of Forensic Research, Westerplatte 9, PL-31-033, Krakow, Poland",Compositional data; Forensic science; Glass fragments; Likelihood ratio; Physicochemical data,aluminum; calcium; iron; magnesium; potassium; silicon; sodium; analytical error; article; clinical evaluation; controlled study; data analysis; evidence based medicine; forensic science; kernel method; mathematical analysis; mathematical computing; physical chemistry; priority journal; process model; sample size; statistical model; validation process,"Neocleous, T.; School of Mathematics and Statistics, University of Glasgow, 15 University Gardens, Glasgow, G12 8QW, United Kingdom; email: tereza.neocleous@glasgow.ac.uk",Article,Final,,Scopus,2-s2.0-80053641238,,IFSMS 2016,Paint-Glass,Paint-Glass
Neufeld L.M.,8620205800;,Application of laser ablation ICP-MS to the analysis of forensic glass samples,2005,Spectroscopy (Santa Monica),20,7,,31,36,,4,,,"New Wave Research, United Kingdom","Neufeld, L.M., New Wave Research, United Kingdom",,Elemental analysis; Forensic science; Laser ablation inductively coupled plasma mass spectrometry; Standard deviation (SD); Calibration; Computer software; Data acquisition; Data reduction; Glass; Inductively coupled plasma; Laser ablation; Neodymium lasers; Nondestructive examination; Trace elements; Ultraviolet radiation; Mass spectrometry,New Wave ResearchUnited Kingdom; email: lneufeld@new-wave.com,Review,Final,,Scopus,2-s2.0-22144457410,,IFSMS 2007,Paint-Glass,Paint-Glass
"Nevin A., Anglos D., Cather S., Burnstock A.",14040462700;7004729422;24167946200;19336811100;,"The influence of visible light and inorganic pigments on fluorescence excitation emission spectra of egg-, casein- and collagen-based painting media",2008,Applied Physics A: Materials Science and Processing,92,1,,69,76,,27,10.1007/s00339-008-4460-z,,"Inst. of Elec. Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P.O. Box 1385, Heraklion, 71110 Crete, Greece; Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133 Milano, Italy","Nevin, A., Inst. of Elec. Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P.O. Box 1385, Heraklion, 71110 Crete, Greece, Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom, Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133 Milano, Italy; Anglos, D., Inst. of Elec. Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P.O. Box 1385, Heraklion, 71110 Crete, Greece; Cather, S., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Burnstock, A., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom",,Emission spectroscopy; Fluorescence; Photoexcitation; Pigments; Spectrum analysis; Fluorescence excitation emission spectra; Inorganic pigments; Spectrofluorimetric analysis; Visible light; Proteins,"Nevin, A.; Inst. of Elec. Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P.O. Box 1385, Heraklion, 71110 Crete, Greece; email: austin.nevin@courtauld.ac.uk",Article,Final,,Scopus,2-s2.0-44749083374,,IFSMS 2010,Paint-Glass,Paint-Glass
"Nevin A., Cather S., Burnstock A., Anglos D.",14040462700;24167946200;19336811100;7004729422;,Analysis of protein-based media commonly found in paintings using synchronous fluorescence spectroscopy combined with multivariate statistical analysis,2008,Applied Spectroscopy,62,5,,481,489,,14,10.1366/000370208784344523,,"Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Inst. of Electronic Structure and Laser, Foundation of Research and Technology Hellas (IESL-FORTH), PO Box 1385, Heraklion, Crete, 71110, Greece; Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milano 20133, Italy","Nevin, A., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom, Inst. of Electronic Structure and Laser, Foundation of Research and Technology Hellas (IESL-FORTH), PO Box 1385, Heraklion, Crete, 71110, Greece, Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milano 20133, Italy; Cather, S., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Burnstock, A., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Anglos, D., Inst. of Electronic Structure and Laser, Foundation of Research and Technology Hellas (IESL-FORTH), PO Box 1385, Heraklion, Crete, 71110, Greece",Binding media; Paintings; PCA; Principal component analysis; Proteins; SFS; Synchronous fluorescence spectroscopy,"Clustering algorithms; Degradation; Fluorescence spectroscopy; Nondestructive examination; Principal component analysis; Proteins; Binding media; Paintings; Synchronous fluorescence spectroscopy; Painting; amino acid; phenylalanine; protein; tryptophan; tyrosine; article; methodology; multivariate analysis; painting; spectrofluorometry; Amino Acids; Multivariate Analysis; Paintings; Phenylalanine; Proteins; Spectrometry, Fluorescence; Tryptophan; Tyrosine","Nevin, A.; Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milano 20133, Italy; email: austinnevint@gmail.com",Article,Final,,Scopus,2-s2.0-43849110913,,IFSMS 2010,Paint-Glass,Paint-Glass
"Nevin A., Comelli D., Osticioli I., Toniolo L., Valentini G., Cubeddu R.",14040462700;23003392000;19337755300;7006526814;7102929888;35464109100;,"Assessment of the ageing of triterpenoid paint varnishes using fluorescence, Raman and FTIR spectroscopy",2009,Analytical and Bioanalytical Chemistry,395,7,,2139,2149,,24,10.1007/s00216-009-3005-4,,"Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Dipartimento di Chimica, Università di Firenze, Via della Lastruccia 3, Sesto Fiorentino 50019, Italy; Dipartimento di Chimica, Materiali e Ingegneria Chimica Giulio Natta, Politecnico di Milano, Via Mancinelli 7, Milan 20131, Italy","Nevin, A., Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Comelli, D., Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Osticioli, I., Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy, Dipartimento di Chimica, Università di Firenze, Via della Lastruccia 3, Sesto Fiorentino 50019, Italy; Toniolo, L., Dipartimento di Chimica, Materiali e Ingegneria Chimica Giulio Natta, Politecnico di Milano, Via Mancinelli 7, Milan 20131, Italy; Valentini, G., Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Cubeddu, R., Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy",Artificial ageing; ATR; Dammar; Fluorescence; FTIR; Light ageing; Mastic; Raman; Triterpenoid; Varnish,"Artificial ageing; Attenuated total reflectance; Both Fourier Transform Infrared; Dammar; Fluorescence spectra; FTIR; Molecular analysis; Raman and FTIR spectroscopy; Raman spectra; Spectro-fluorescence; Statistical analysis; Synchronous fluorescence spectroscopy; Triterpenoids; Visible light; Cluster analysis; Emission spectroscopy; Fluorescence; Fluorescence spectroscopy; Fourier transform infrared spectroscopy; Optical properties; Raman scattering; Raman spectroscopy; Spectrum analysis; Varnish; Optical emission spectroscopy; paint; plant resin; triterpene; chemistry; conference paper; infrared spectroscopy; painting; Raman spectrometry; spectrofluorometry; time; Paint; Paintings; Resins, Plant; Spectrometry, Fluorescence; Spectroscopy, Fourier Transform Infrared; Spectrum Analysis, Raman; Time Factors; Triterpenes","Nevin, A.; Dipartimento di Fisica, Politecnico di Milano, Piazza Leonardo da Vinci 32, Milan 20133, Italy; email: austinnevin@gmail.com",Article,Final,,Scopus,2-s2.0-71449124995,,IFSMS 2010,Paint-Glass,Paint-Glass
"Nevin A., Comelli D., Valentini G., Anglos D., Burnstock A., Cather S., Cubeddu R.",14040462700;23003392000;7102929888;7004729422;19336811100;24167946200;35464109100;,Time-resolved fluorescence spectroscopy and imaging of proteinaceous binders used in paintings,2007,Analytical and Bioanalytical Chemistry,388,8,,1897,1905,,40,10.1007/s00216-007-1402-0,,"Institute of Electronic Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P. O. Box 1385, Heraklion, Crete 71110, Greece; Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; ULTRAS-CNR-INFM and IFN-CNR, Politecnico di Milano, Dipartimento di Fisica, Piazza Leonardo da Vinci 32, Milan 20133, Italy","Nevin, A., Institute of Electronic Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P. O. Box 1385, Heraklion, Crete 71110, Greece, Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Comelli, D., ULTRAS-CNR-INFM and IFN-CNR, Politecnico di Milano, Dipartimento di Fisica, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Valentini, G., ULTRAS-CNR-INFM and IFN-CNR, Politecnico di Milano, Dipartimento di Fisica, Piazza Leonardo da Vinci 32, Milan 20133, Italy; Anglos, D., Institute of Electronic Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P. O. Box 1385, Heraklion, Crete 71110, Greece; Burnstock, A., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Cather, S., Courtauld Institute of Art, University of London, Somerset House, Strand, London WC2R 0RN, United Kingdom; Cubeddu, R., ULTRAS-CNR-INFM and IFN-CNR, Politecnico di Milano, Dipartimento di Fisica, Piazza Leonardo da Vinci 32, Milan 20133, Italy",Binding media; Fluorescence; Fluorescence lifetime imaging; Laser-induced fluorescence; Lifetime; Paintings; Proteins,"Emission spectroscopy; Excimer lasers; Fluorescence; Fluorescence spectroscopy; Painting; Proteins; Binding media; Fluorescence lifetime imaging; Laser induced fluorescence; Pulsed laser excitation; Binders; paint; protein; article; history; painting; spectrofluorometry; History, Medieval; Paint; Paintings; Proteins; Spectrometry, Fluorescence; Animalia","Nevin, A.; Institute of Electronic Structure and Laser, Foundation for Research and Technology Hellas (IESL-FORTH), P. O. Box 1385, Heraklion, Crete 71110, Greece; email: austin.nevin@courtauld.ac.uk",Article,Final,,Scopus,2-s2.0-34547474940,,IFSMS 2010,Paint-Glass,Paint-Glass
