"Keyword"	"Explosives"
"DIELECTRIC SPECTROSCOPY"	1
"DIETHYLENE TRIAMINE TRINITRATE (DETN)"	1
"DIETHYLPHTHALATE"	1
"DIF"	1
"DIFFERENCE FREQUENCY GENERATION"	1
"DIFFERENTIAL ABSORPTION AND SCATTERING"	2
"DIFFERENTIAL DIE AWAY ANALYSIS"	1
"DIFFERENTIAL IMPEDANCE"	1
"DIFFERENTIAL ION MOBILITY SPECTROMETRY (DMS)"	1
"DIFFERENTIAL MOBILITY SPECTROMETRY"	2
"DIFFERENTIAL PULSE VOLTAMMETRY"	3
"DIFFERENTIAL REFLECTOMETRY"	1
"DIFFERENTIAL SCANNING CALORIMETRY (DSC)"	8
"DIFFERENTIAL THERMAL ANALYSIS"	1
"DIFFRACTION"	1
"DIFFUSE REFLECTANCE SPECTROSCOPY"	1
"DIFFUSE REFLECTION"	1
"DIFFUSE SCATTERING MEDIUM"	1
"DIFFUSION-TENSOR IMAGING"	1
"DIFFUSION COEFFICIENT"	1
"DIGITAL"	1
"DIGITAL CORRELATION TECHNIQUE"	1
"DIGITAL IMAGE"	2
"DIGITAL IMAGE CORRELATION"	1
"DIGITAL MICROMIRROR DEVICE"	2
"DIGITAL PRINTING"	1
"DIGITAL PULSE-HEIGHT SPECTRUM"	1
"DIGITAL SIGNAL PROCESSING"	1
"DIGITAL SPECKLE RADIOGRAPHY"	1
"DIGLYCIDYL ETHERS"	1
"DIHYDROXYLAMMONIUM 5, 5?-BISTETRAZOLE-1, 1?-DIOLATE"	1
"DIIMINOTETRAZOLE DERIVATIVES"	1
"DIMETHYL ETHER"	1
"DIMETHYL SULFOXIDE"	2
"DIMETHYLAMINO-2-ETHYLAZIDE"	1
"DIMETHYLAMINOCINNAMALDEHYDE"	1
"DIMETHYLPHTHALATE"	1
"DINITRAMIDES"	1
"DINITROBENZENE"	1
"DINITROCRESOL"	1
"DINITROPHENOL"	1
"DINITROTOLUENE SULFONATE"	1
"DINITROTOLUENE WASTEWATER"	1
"DINOSEB"	1
"DINOTERB"	2
"DIODE LASER"	1
"DIODE LASER SPECTROSCOPY"	1
"DIODE LASERS"	1
"DIOS"	3
"DIPHENYLAMINE"	9
"DIPOLE"	1
"DIRECT ANALYSIS IN REAL-TIME TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"DIRECT ANALYSIS IN REAL TIME"	2
"DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY"	1
"DIRECT ANALYSIS IN REAL TIME MASS SPECTROMETRY (DART-MS)"	1
"DIRECT AQUEOUS INJECTION"	1
"DIRECT DESORPTION AND IONIZATION"	1
"DIRECT DETERMINATION"	1
"DIRECT IMPACT"	1
"DIRECT INJECT"	1
"DIRECT INJECTION"	1
"DIRECT INK WRITING (DIW)"	1
"DIRECT REACTIONS"	1
"DIRECT SAMPLE ANALYSIS"	1
"DIRECT ULTRASOUND-ASSISTED DISPERSIVE LIQUID-LIQUID MICROEXTRACTION"	1
"DIRECT VAPOR DETECTION"	1
"DIRECTED ENERGY"	1
"DIRECTLY SUSPENDED DROPLET MICROEXTRACTION"	1
"DIRTY BOMB"	2
"DISC ACCELERATION EXPERIMENT (DAX)"	1
"DISCRETE ELEMENT METHOD"	1
"DISCRETE EVENT SIMULATION"	2
"DISCRIMINANT ANALYSIS"	1
"DISCRIMINATION"	2
"DISCRIMINATIVE DETECTION"	1
"DISORDERED STRUCTURE"	1
"DISPERSIBILITY"	1
"DISPERSION RADIUS"	1
"DISPERSION STATE"	1
"DISPERSIVE LIQUID-LIQUID MICROEXTRACTION"	2
"DISPERSIVE MICRO-SOLID PHASE EXTRACTION"	1
"DISPLACEMENT"	1
"DISPLACEMENT-BASED IMMUNOASSAY"	1
"DISPLACEMENT ASSAY"	1
"DISPOSABLE"	1
"DISPOSABLE PIPETTE EXTRACTION (DPX)"	1
"DISPOSAL"	2
"DISSOCIATION"	2
"DISSOCIATIVE ELECTRON ATTACHMENT"	1
"DISSOLUTION"	9
"DISSOLUTION MODEL"	1
"DISTRIBUTED FEEDBACK LASER"	3
"DISTRIBUTED PLASMA IONIZATION SOURCE (DPIS)"	1
"DITHIOTHREITOL"	1
"DIYNES"	1
"DMAZ"	1
"DMD"	2
"DMDNB TAGGANT"	1
"DMDS"	1
"DMS"	1
"DMSO"	2
"DNA"	2
"DNA ANALYSIS"	1
"DNA SENSOR"	1
"DNA TYPING"	2
"DNABT"	1
"DNAN"	5
"DNB"	1
"DNBF"	1
"DNT DETECTION AND OXIDATION"	1
"DODECAHYDRODIIMIDAZO[4,5-B:4',5'-E]PYRAZINE DERIVATIVES"	1
"DOEHLERT MATRIX DESIGN"	1
"DOG"	5
"DOG-HANDLER TEAM"	1
"DOG BEHAVIOUR"	1
"DOGS"	1
"DOGS' HANDLERS"	1
"DOGS' TRAINERS"	1
"DOMESTIC TERRORISM"	1
"DONOR-ACCEPTOR"	1
"DONOR-ACCEPTOR COMPLEX"	1
"DOORWAY REGION"	1
"DOPED-ZNO NANOPARTICLE"	1
"DOPING"	2
"DOSE"	1
"DOUBLE-BASE"	1
"DOUBLE-BASE GUN PROPELLANT"	1
"DOUBLE-BASE PROPELLANT"	1
"DOUBLE-BASE PROPELLANTS"	1
"DOUBLE-PULSE LIBS"	1
"DOUBLE BASE"	1
"DOUBLE BASE PROPELLANT"	1
"DOUBLE PROTON TRANSFER"	1
"DOUBLE PULSE"	2
"DOUBLE RESONANCE"	1
"DOUBLE SIDED EXPLOSIVE CLADDING"	1
"DPDN"	1
"DPNNO"	1
"DPPT"	1
"DPT"	1
"DRINKING WATER DISINFECTION BY-PRODUCT"	1
"DRONES"	1
"DROP-WEIGHT EXPERIMENT"	1
"DROP-WEIGHT IMPACT"	1
"DROP-WEIGHT LOADING"	1
"DROP-WEIGHT MACHINE"	1
"DROP CAST CRYSTALLIZATION"	1
"DROSOPHILA GSTS"	1
"DROSOPHILA MELANOGASTER"	1
"DROUGHT"	1
"DRUG"	15
"DRUG OF ABUSE"	1
"DRUG PROFILING"	1
"DRUG SCREENING"	1
"DRY TRANSFER"	1
"DRY WIPE"	1
"DRYING CONDITIONS"	1
"DSC"	10
"DTA"	1
"DUAL- EMISSIVE FILMS"	1
"DUAL-BEAM RADIOGRAPHY"	1
"DUAL-CE"	1
"DUAL-ENERGY"	1
"DUAL-ENERGY COMPUTED TOMOGRAPHY"	1
"DUAL-ENERGY RADIOGRAPHY"	1
"DUAL-RECOGNITION PROBE"	1
"DUAL-WAVELENGTH RAMAN"	1
"DUAL COLUMN"	1
"DUAL ECD"	1
"DUAL ENERGY"	1
"DUAL EXCITATION WAVELENGTHS"	2
"DUAL SENSING"	1
"DUST"	1
"DUST EXPLOSION"	2
"DUSTING POWDER"	1
"DVD-ROM"	1
"DVST"	1
"DYE"	1
"DYE@BIO-MOF-1 COMPOSITES"	1
"DYNAMIC AND ISOTHERMAL DSC"	1
"DYNAMIC BEAM STABILIZATION"	1
"DYNAMIC BEHAVIOR"	1
"DYNAMIC COLLISION-INDUCED DISSOCIATION (DCID)"	1
"DYNAMIC HEADSPACE CONCENTRATION"	1
"DYNAMIC HEADSPACE SAMPLING"	1
"DYNAMIC IN-SYRINGE LIQUID-PHASE MICROEXTRACTION"	1
"DYNAMIC LIGHT SCATTERING"	2
"DYNAMIC NONLINEAR"	2
"DYNAMIC RANGE"	1
"DYNAMIC SCALING"	1
"DYNAMICAL MECHANICAL ANALYSIS (DMA)"	1
"DYNAMICAL SENSING MECHANISM"	1
"DYNAMICITY"	1
"DYNAMITE"	5
"E-NOSE"	1
"EARLY NEUROLOGICAL STIMULATION"	1
"EARTH OBSERVATION"	1
"EASI-MS"	1
"EASY AMBIENT SONIC-SPRAY IONIZATION MASS SPECTROMETRY (EASI-MS)"	1
"ECCENTRIC POINT INITIATION"	1
"ECOLOGY"	1
"ECOTOXICITY"	1
"ECOTOXICOLOGY"	1
"EDDY CURRENTS"	2
"EDNA"	1
"EDX"	1
"EDXRD"	3
"EDXRF"	1
"EFFECTIVE MATERIAL PROPERTIES"	1
"EFFECTIVE Z"	1
"EFFERVESCENCE"	1
"EFFICIENCY"	1
"EFFLUENT"	1
"EFFLUENT TREATMENT PLANT (ETP)"	1
"EGDN"	3
"EGG"	1
"EHRLICH-SCHWOEBEL BARRIER"	1
"EIGEN-FEATURES"	1
"EISENIA FETIDA"	1
"ELASTIC MODULUS"	1
"ELECTRIC CONDUCTIVITY"	1
"ELECTRIC SPARK SENSITIVITY"	1
"ELECTRICAL CONDUCTIVITY"	1
"ELECTRICAL ENGINEERING"	1
"ELECTRICAL NEUTRON GENERATOR"	1
"ELECTRO-EXPLOSIVE DEVICE"	1
"ELECTRO-EXPLOSIVE DEVICE (EED)"	1
"ELECTRO-FENTON"	1
"ELECTRO-FENTON'S REAGENT"	2
"ELECTROANALYTICAL CHEMISTRY"	1
"ELECTROBIOREMEDIATION"	1
"ELECTROCATALYSIS"	3
"ELECTROCATALYST"	1
"ELECTROCATALYTIC"	1
"ELECTROCATALYTIC PROPERTIES OF CNTS"	1
"ELECTROCATALYTIC REACTION"	1
"ELECTROCHEMICAL DETECTION"	14
"ELECTROCHEMICAL GAS SENSOR"	2
"ELECTROCHEMICAL IMMUNOASSAY"	1
"ELECTROCHEMICAL IMPEDANCE SPECTROSCOPY"	2
"ELECTROCHEMICAL MEASUREMENTS"	1
"ELECTROCHEMICAL METHOD"	1
"ELECTROCHEMICAL REDUCTION"	2
"ELECTROCHEMICAL SENSING"	2
"ELECTROCHEMICAL SENSOR"	13
"ELECTROCHEMILUMINESCENCE"	1
"ELECTROCHEMISTRY"	8
"ELECTROCHROMATOGRAPHY"	1
"ELECTROCHROMIC"	1
"ELECTRODE"	1
"ELECTRODEPOSITION"	3
"ELECTROLYSIS"	2
"ELECTROMAGNETIC INDUCTION"	1
"ELECTROMAGNETIC INDUCTION (EMI)"	1
"ELECTROMAGNETIC LOADING"	1
"ELECTROMAGNETIC RADIATIVE INTERFERENCE"	1
"ELECTROMAGNETIC THEORY"	1
"ELECTRON-RICH POLYMERS"	1
"ELECTRON ATTACHMENT"	5
"ELECTRON CAPTURE"	1
"ELECTRON CAPTURE DETECTION"	2
"ELECTRON CAPTURE DETECTOR"	1
"ELECTRON DENSITY"	3
"ELECTRON DONOR"	1
"ELECTRON MICROANALYSIS"	2
"ELECTRON MICROSCOPY"	3
"ELECTRON SHUTTLING"	1
"ELECTRON SPIN RESONANCE (ESR)"	1
"ELECTRON TRANSFER"	2
"ELECTRONIC NEUTRON GENERATOR"	1
"ELECTRONIC NOSE"	8
"ELECTRONIC NOSE (E-NOSE)"	1
"ELECTRONIC PROTOTYPE"	2
"ELECTRONIC STRUCTURE"	1
"ELECTRONIC THZ SOURCE"	1
"ELECTRONIC TONGUE"	3
"ELECTROOLFACTOGRAM"	1
"ELECTROOSMOSIS"	1
"ELECTROPHORESIS"	1
"ELECTROPOLYMERIZATION"	6
"ELECTROSPINNING"	4
"ELECTROSPRAY"	2
"ELECTROSPRAY CRYSTALLIZATION"	1
"ELECTROSPRAY IONIZATION"	1
"ELECTROSPRAY IONIZATION (ESI)"	1
"ELECTROSPUN NANOFIBERS"	2
"ELECTROSTATIC DISCHARGE"	2
"ELECTROSTATIC PARTICLE PRECIPITATOR"	1
"ELECTROSTATIC POTENTIAL"	2
"ELECTROSTATIC POTENTIALS"	1
"ELECTROSYNTHESIS"	1
"ELEMENT NUMBER RATIO"	1
"ELEMENTAL ANALYSIS"	3
"ELEMENTAL COMPOSITION"	2
"ELEMENTAL IMAGING"	1
"ELEMENTAL PROFILING"	1
"ELIMINATION"	1
"ELISA"	3
"ELLIPSOMETRY"	2
"ELLIPTIC INTEGRALS"	1
"EMBRYO-LARVAL DEVELOPMENT"	1
"EMISSION"	1
"EMISSION SPECTROSCOPY"	1
"EMISSIVITY NORMALIZATION, EXPECTATION MAXIMIZATION (EM)"	1
"EMITTER"	1
"EMOTIONAL REACTIVITY TEST"	1
"EMPIRICAL RELATIONSHIP"	1
"EMPK"	1
"EMULSIFICATION BASED DISPERSIVE LIQUID MICROEXTRACTION (EBDLME)"	1
"EMULSIFIERS"	1
"EMULSION"	1
"EMULSION EXPLOSIVE"	4
"EMULSION EXPLOSIVE COMPOSITIONS"	1
"EMULSION EXPLOSIVES"	8
"EMULSIONS"	1
"ENCAPSULATION"	3
"ENDOHEDRAL DOPING"	1
"ENERGETIC"	1
"ENERGETIC ADDITIVES"	1
"ENERGETIC BINDER"	4
"ENERGETIC BINDERS"	1
"ENERGETIC CATALYTIC"	1
"ENERGETIC CHEMICAL"	1
"ENERGETIC COCRYSTAL"	1
"ENERGETIC COMPOSITES"	2
"ENERGETIC COMPOUND"	1
"ENERGETIC COMPOUNDS"	5
"ENERGETIC COORDINATION COMPOUNDS"	1
"ENERGETIC DERIVATIVE"	1
"ENERGETIC MATERIAL"	70
"ENERGETIC MATERIAL DETECTION"	1
"ENERGETIC NANOMATERIALS"	3
"ENERGETIC NANOPARTICLES"	2
"ENERGETIC PERFORMANCE"	2
"ENERGETIC PLASTICIZER"	1
"ENERGETIC PLASTICIZERS"	1
"ENERGETIC POLYMER"	1
"ENERGETIC POLYMERS"	1
"ENERGETIC POWDERS"	1
"ENERGETIC PROPERTIES"	2
"ENERGETIC SALTS"	3
"ENERGETIC SUBSTANCES."	1
"ENERGETICS"	4
"ENERGY"	1
"ENERGY-DISPERSIVE X-RAY DIFFRACTION"	1
"ENERGY DENSITY"	1
"ENERGY DISPERSIVE"	1
"ENERGY DISPERSIVE X-RAY DIFFRACTION"	1
"ENERGY DISPERSIVE X-RAY SPECTROSCOPY (EDS)"	2
"ENERGY DISSIPATION"	2
"ENERGY DISTRIBUTION"	1
"ENERGY EFFICIENCY"	1
"ENERGY OF DETONATION"	2
"ENERGY OUTPUT"	1
"ENERGY RESERVES"	1
"ENHANCED BLAST EXPLOSIVES"	1
"ENHANCED ELECTROCHEMICAL OXIDATION"	1
"ENRICHMENT CULTURE"	1
"ENTHALPIES OF FORMATION"	1
"ENTHALPY"	1
"ENTHALPY OF EVAPORATION"	1
"ENTHALPY OF FUSION"	1
"ENTHALPY OF SUBLIMATION"	1
"ENVIRONMENT"	4
"ENVIRONMENTAL ANALYSIS"	7
"ENVIRONMENTAL ASSAY"	1
"ENVIRONMENTAL CONTAMINATION"	2
"ENVIRONMENTAL IMPACTS"	1
"ENVIRONMENTAL MONITORING"	3
"ENVIRONMENTAL MONITORING/ANALYSIS"	1
"ENVIRONMENTAL POLLUTANTS"	3
"ENVIRONMENTAL POLLUTANTS ANALYSES"	1
"ENVIRONMENTAL POLLUTION"	1
"ENVIRONMENTAL REMEDIATION"	1
"ENVIRONMENTAL SCANNING ELECTRON MICROSCOPY"	1
"ENVIRONMENTAL STABILITY"	1
"ENVIRONMENTAL SURVEY"	1
"ENVIRONMENTAL WATER"	2
"ENVIRONMENTAL WATER SAMPLES"	1
"ENZYMATIC ACTIVITY"	1
"ENZYME ACTIVITY"	1
"EO DENDRIMER"	1
"EOD"	1
"EPILEPSY"	1
"EPITAXIAL GRAPHENE"	1
"EQCM"	1
"EQUATION-OF-STATE"	1
"EQUATION OF STATE"	2
"EQUATIONS"	2
"EQUILIBRIUM PARTITIONING"	1
"EQUIVALENT CURRENT SHELL"	1
"ERODING SAFETY ARCHETYPE"	1
"EROSION"	1
"EROSIVITY"	1
"ERW"	1
"ESCHERICHIA COLI"	2
"ESD IGNITION"	1
"ESI-HRMS"	1
"ESIPT"	1
"ESTANE"	1
"ETD"	1
"ETHANOL"	1
"ETHYL CELLULOSE"	1
"ETHYL CENTRALITE"	8
"ETHYLAMINO BUTANOL"	1
"ETHYLCHLOROFORMATE"	1
"ETHYLENE GLYCOL DINITRATE"	6
"ETHYLENEDIAMINE"	1
"ETHYLENEDIAMINE DINITRATE (EDDN)"	1
"ETN"	2
"ETPE"	1
"EURITRACK"	3
"EUROPIUM"	1
"EVALUATION OF DETECTION SYSTEMS"	1
"EVANESCENT FIELD"	1
"EVAPORATION"	2
"EVAPORATION-ASSISTED PRECIPITATION"	1
"EVAPORATION RATE"	1
"EVIDENCE"	1
"EVIDENCE CONTAINER"	1
"EVIDENCE PRESERVATION"	1
"EVIDENTIARY VALUE"	1
"EVOLVED GAS ANALYSIS"	1
"EWA ADAMKIEWICZ, TADEUSZ JEZIERSKI, ALEKSANDRA GORECKA-BRUZDA, MARTA WALCZAK, INSTITUTE OF GENETIC AND ANIMAL BREEDING, POLISH ACADEMY OF SCIENCES, JASTRZEBIEC, POLAND"	1
"EXACTIVE"	1
"EXAMINATION"	1
"EXCIMER"	1
"EXCIMER EMISSION"	1
"EXCIMER LIGHT SOURCE"	1
"EXCITATION"	1
"EXCITATION ENERGY"	1
"EXECUTIVE CONTROL"	1
"EXECUTIVE FUNCTION"	1
"EXERCISE"	1
"EXISTING FIBER-OPTIC-BASED EXPLOSIVE DETECTORS"	1
"EXOTHERMAL REACTIONS"	1
"EXOTIC NUCLEI"	1
"EXPANDED UNCERTAINTY"	1
"EXPEDIENT FIELD DISPOSAL"	1
"EXPEDITIONARY FORENSIC SCIENCE"	1
"EXPERIMENT"	2
"EXPERIMENTAL DESIGN"	2
"EXPERIMENTAL VALIDATION"	1
"EXPERT"	1
"EXPERT SYSTEMS"	1
"EXPERTISE"	1
"EXPLO5"	1
"EXPLODING FOIL INITIATORS"	1
"EXPLOSION"	22
"EXPLOSION ACCIDENT"	1
"EXPLOSION CLASSIFICATION"	1
"EXPLOSION DEVELOPMENT"	2
"EXPLOSION ENERGY"	2
"EXPLOSION INITIATION"	1
"EXPLOSION MECHANICS"	2
"EXPLOSION MECHANISM"	1
"EXPLOSION MECHANISMS"	1
"EXPLOSION PROMOTER"	1
"EXPLOSION SCENE INVESTIGATION"	1
"EXPLOSIVE"	555
"EXPLOSIVE-RELATED COMPOUND"	1
"EXPLOSIVE-RELATED COMPOUNDS"	2
"EXPLOSIVE-RELATED MOLECULE"	1
"EXPLOSIVE AGENTS"	2
"EXPLOSIVE ANALYSIS"	3
"EXPLOSIVE ANALYSIS IN SOIL"	1
"EXPLOSIVE AND POLLUTANT"	1
"EXPLOSIVE CHARGE"	1
"EXPLOSIVE CHARGE WEIGHT"	1
"EXPLOSIVE CHARGES"	1
"EXPLOSIVE COMPOUNDS"	1
"EXPLOSIVE CONTAMINATION"	1
"EXPLOSIVE DECOMPOSITION"	1
"EXPLOSIVE DEGRADATION"	1
"EXPLOSIVE DETECTION"	221
"EXPLOSIVE DETECTION DOG"	1
"EXPLOSIVE DETECTION DOGS/WORKING DOGS"	1
"EXPLOSIVE DETECTION METHODS"	1
"EXPLOSIVE DETECTION SYSTEMS (EDS)"	1
"EXPLOSIVE DETECTOR DOGS"	1
"EXPLOSIVE DETECTOR SENSOR"	1
"EXPLOSIVE DETECTORS"	1
"EXPLOSIVE DEVICE"	2
"EXPLOSIVE DEVICE CHARGE"	1
"EXPLOSIVE DEVICES"	1
"EXPLOSIVE DISCRIMINATION"	1
"EXPLOSIVE DISCRIMINATION MODEL"	1
"EXPLOSIVE DNT"	1
"EXPLOSIVE EXPLOSION SHOCKWAVE"	1
"EXPLOSIVE FIREBALL TEMPERATURE"	1
"EXPLOSIVE FORMED PROJECTILE"	1
"EXPLOSIVE FORMULATIONS"	1
"EXPLOSIVE IDENTIFICATION"	2
"EXPLOSIVE INITIATION"	1
"EXPLOSIVE INJURY"	1
"EXPLOSIVE LOAD"	1
"EXPLOSIVE MARKER"	1
"EXPLOSIVE MATERIALS"	4
"EXPLOSIVE MECHANICS"	1
"EXPLOSIVE MIXTURE"	1
"EXPLOSIVE MOLECULES"	1
"EXPLOSIVE NITRAMINES"	1
"EXPLOSIVE ODORANTS"	1
"EXPLOSIVE ORDNANCE DISPOSAL SERVICE"	1
"EXPLOSIVE PARAMETER"	1
"EXPLOSIVE PARTICLES"	1
"EXPLOSIVE PHOTOCHEMISTRY"	1
"EXPLOSIVE PRECURSORS"	1
"EXPLOSIVE PROPERTIES"	2
"EXPLOSIVE REACTIVE ARMOUR"	1
"EXPLOSIVE RELATED CHEMICALS"	1
"EXPLOSIVE RELATED COMPOUNDS (ERC)"	1
"EXPLOSIVE REMOVAL (SEVERANCE)"	1
"EXPLOSIVE RESIDUE"	5
"EXPLOSIVE RESIDUES"	8
"EXPLOSIVE SAFETY"	2
"EXPLOSIVE SCREENING IN SOIL"	1
"EXPLOSIVE SENSING"	4
"EXPLOSIVE SENSITIVITY"	1
"EXPLOSIVE SENSOR"	3
"EXPLOSIVE SENSORS"	2
"EXPLOSIVE SIMULANT"	1
"EXPLOSIVE SMELL"	1
"EXPLOSIVE SORPTION"	2
"EXPLOSIVE STRENGTH"	2
"EXPLOSIVE SUBSTANCES"	2
"EXPLOSIVE SUBSTITUTIVE MATERIAL"	1
"EXPLOSIVE SYNTHESIS"	1
"EXPLOSIVE TAGGANT"	3
"EXPLOSIVE TESTING"	1
"EXPLOSIVE THREATS"	1
"EXPLOSIVE TRACES"	1
"EXPLOSIVE TYPE IDENTIFICATION"	1
"EXPLOSIVE VAPOR"	2
"EXPLOSIVE VAPOR DETECTION"	1
"EXPLOSIVE VAPORS"	4
"EXPLOSIVE VAPOURS DETECTION K"	1
"EXPLOSIVE WASTEWATER"	1
"EXPLOSIVE/DRUG DETECTION"	1
"EXPLOSIVES ANALYSIS"	3
"EXPLOSIVES AND CW SENSING"	1
"EXPLOSIVES AND DRUGS"	1
"EXPLOSIVES AND ILLICIT DRUGS DETECTION"	3
"EXPLOSIVES CONCENTRATOR"	1
"EXPLOSIVES DESORPTION"	1
"EXPLOSIVES DETECTION DOG"	1
"EXPLOSIVES DISCRIMINATION"	1
"EXPLOSIVES DISPOSAL UNIT"	1
"EXPLOSIVES INDUSTRY"	1
"EXPLOSIVES OR OTHER HAZARDOUS MATERIALS"	1
"EXPLOSIVES PARTICLE STANDARDS"	1
"EXPLOSIVES PARTICLES DETECTION"	1
"EXPLOSIVES PRECURSORS"	1
"EXPLOSIVES PROPERTIES"	1
"EXPLOSIVES RESIDUE"	1
"EXPLOSIVES SAMPLE PRESERVATION"	1
"EXPLOSIVES SCREENING"	1
"EXPLOSIVES SENSING"	4
"EXPLOSIVES SENSOR"	1
"EXPLOSIVES SORPTION"	1
"EXPLOSIVES STORAGE"	1
"EXPLOSIVES SYNTHESIS"	1
"EXPLOSIVES TRACE DETECTOR (ETD)"	1
"EXPLOSIVES VAPORS"	1
"EXTERNAL CAVITY LASER"	2
"EXTERNAL CAVITY QUANTUM CASCADE LASERS"	2
"EXTERNAL ELECTRIC FIELD"	1
"EXTERNAL VALIDITY"	1
"EXTERNALLY SAMPLED INTERNAL STANDARD (ESIS)"	2
"EXTRACTION"	8
"EXTRACTION EFFICIENCY"	1
"EYE"	1
"EYE-SAFE"	2
"EYE-SAFETY"	1
"EYE SAFETY"	1
"EYE TRAUMA"	1
"F127 SELF-ASSEMBLED NANOMICELLES"	1
"FABRICS"	1
"FACE"	1
"FACE-CENTERED CENTRAL COMPOSITE DESIGN"	1
"FAE"	1
"FAILURE"	1
"FAILURE MODE"	1
"FAILURE PATTERN"	1
"FAIMS"	4
"FAIMS SPECTRUM"	1
"FALSE-ALARM REDUCTION"	1
"FALSE ALARM RATE (FAR)"	1
"FALSE POSITIVE RESPONSES"	1
"FALSE POSITIVES"	1
"FALSE RESPONSE"	1
"FAR-INFRARED"	1
"FAST-NEUTRON INSPECTION"	1
"FAST-NEUTRON RESONANCE RADIOGRAPHY"	1
"FAST ANALYSIS"	1
"FAST COOK-OFF"	1
"FAST EMISSION SPECTROSCOPY"	1
"FAST GAS-CHROMATOGRAPHY"	1
"FAST GAS CHROMATOGRAPHY"	1
"FAST GC"	1
"FAST GC-MS"	1
"FAST MOVING THREAT"	1
"FAST MULTIPOLE METHOD (FMM)"	1
"FAST NEUTRON ANALYSIS"	3
"FAST NEUTRON INSPECTION"	6
"FAST NEUTRON INTERROGATION"	5
"FAST NEUTRON RADIOGRAPHY"	2
"FAST NEUTRONS"	2
"FAST SCREENING"	1
"FATE"	2
"FATE AND TRANSPORT"	4
"FATHEAD MINNOW"	1
"FBR"	1
"FDTD"	1
"FDTD MODELING"	1
"FE"	1
"FE(II)"	1
"FE(III)"	1
"FE(III) REDUCING MICROORGANISMS"	1
"FE3+ ION"	1
"FE3+ IONS"	1
"FEATURE EXTRACTION"	1
"FEATURE SELECTION"	1
"FEM GAS SIMULATION"	1
"FEMTOGRAM"	1
"FEMTOSECOND"	2
"FEMTOSECOND LASER"	1
"FENTON"	1
"FENTON'S REAGENT"	1
"FENTON-LIKE OXIDATION"	1
"FENTON PROCESS"	2
"FENTON REACTION"	1
"FERRIC OXIDE"	1
"FERRIC PERFLUOROOCTANOATE"	1
"FERRIHYDRITE"	1
"FERROFLUID"	1
"FERROUS IONS"	2
"FERTILIZER"	1
"FIA APCI/ESI MSMS"	1
"FIBER-OPTIC SENSOR"	1
"FIBER AMPLIFIER"	1
"FIBER OPTIC SENSOR"	1
"FIBER SENSOR"	2
"FIBER TAPER"	1
"FIBRE-OPTIC SENSING"	1
"FIELD-EFFECT TRANSISTOR"	1
"FIELD-EFFECT TRANSISTORS"	1
"FIELD-ENHANCED SAMPLE INJECTION (FESI)"	1
"FIELD AMPLIFIED SAMPLE STACKING (FASS)"	1
"FIELD ANALYSIS"	2
"FIELD ASSAY"	1
"FIELD ASYMMETRIC ION MOBILITY SPECTROMETRY"	2
"FIELD CALCULATIONS"	1
"FIELD DEPLOYABLE SENSORS"	1
"FIELD DETECTION"	1
"FIELD HOSPITAL"	1
"FIELD MEASUREMENT"	1
"FIELD SPECTROPHOTOMETRY"	1
"FIELD TEST"	1
"FIELD TESTING"	1
"FIELD TESTS"	2
"FILM"	2
"FILM SENSOR"	3
"FILTER WHEEL SPECTROMETER"	1
"FINE-THERMOCOUPLE"	1
"FINE PARTICLES"	1
"FINGERPRINT"	12
"FINGERPRINT CONCENTRATION"	1
"FINGERPRINT POWDER"	1
"FINGERPRINT RESIDUE"	1
"FINITE ELEMENT"	1
"FINITE ELEMENT ANALYSIS"	1
"FIRE"	1
"FIRE-BALL"	1
"FIRE-EXTINGUISHING REAGENTS"	1
"FIRE DEBRIS"	1
"FIRE SAFETY"	1
"FIREARM"	1
"FIRECRACKER"	2
"FIRECRACKER INJURIES"	1
"FIREWORKS"	6
"FIREWORKS AND CRACKERS"	1
"FISSION"	1
"FLAME ATOMIC ABSORPTION SPECTROMETRY"	1
"FLAME TEMPERATURE"	2
"FLARES"	1
"FLASH-EVAPORATION"	1
"FLASH BANGERS"	1
"FLASH POWDER"	1
"FLASHING"	1
"FLOW-INJECTION ANALYSIS"	1
"FLOW CYTOMETRY"	1
"FLOW INJECTION ANALYSIS"	3
"FLOW VISUALIZATION"	1
"FLOWERPOT TIP MIXTURE"	1
"FLUCTUATING CONCENTRATIONS"	1
"FLUID-STRUCTURE INTERACTION TECHNIQUES"	1
"FLUIDIC MODELLING"	1
"FLUIDIZED BED"	1
"FLUIDIZED BED TECHNOLOGY"	2
"FLUORENES"	1
"FLUORENYLBORONATE ESTER"	1
"FLUORESCENCE"	53
"FLUORESCENCE DETECTION"	3
"FLUORESCENCE EMISSION"	1
"FLUORESCENCE ENHANCEMENT"	1
"FLUORESCENCE LIFE-TIME"	1
"FLUORESCENCE POLARIZATION IMMUNOASSAY"	1
"FLUORESCENCE PROBE"	3
"FLUORESCENCE QUENCHING"	44
"FLUORESCENCE RESONANCE ENERGY TRANSFER"	2
"FLUORESCENCE RESONANCE ENERGY TRANSFER (FRET)"	1
"FLUORESCENCE SENSING"	6
"FLUORESCENCE SENSOR"	3
"FLUORESCENCE SPECTROSCOPY"	1
"FLUORESCENCE SUPPRESSION"	1
"FLUORESCENE"	1
"FLUORESCENT"	1
