"Keyword"	"Toxicology"
"FALSE POSITIVE REACTIONS"	1
"FANGCHINOLINE"	1
"FANGJI HUANGQI TANG"	1
"FASD"	1
"FASS"	1
"FAST ANALYSIS"	2
"FAST ATOM BOMBARDMENT-MASS SPECTROMETRY"	2
"FAST GAS CHROMATOGRAPHY/MASS SPECTROMETRY"	2
"FAST GC"	1
"FAST RED TR"	1
"FATAL ACUTE INTOXICATION"	1
"FATAL AND NON-FATAL COHB LEVELS"	1
"FATAL AND NONFATAL INTOXICATION"	1
"FATAL CRASH"	1
"FATAL ETHANOL POISONING"	1
"FATAL FORENSIC INTOXICATION"	1
"FATAL HEMORRHAGE"	1
"FATAL HYPOTHERMIA"	1
"FATAL INTOXICATION"	3
"FATAL LEVEL"	1
"FATAL NEW DRUG INTOXICATION"	1
"FATAL OUTCOME"	1
"FATAL POISONING"	7
"FATAL POISONINGS"	1
"FATAL TOXICITY INDEX"	1
"FATALITY"	21
"FATALLY INJURED DRIVERS"	1
"FATTY ACID ETHYL ESTER"	2
"FATTY ACID ETHYL ESTERS"	13
"FATTY ACID ETHYL ESTERS (FAEE)"	1
"FATTY ACID ETHYL ESTERS IN HAIR"	2
"FC FUSION PROTEINS"	1
"FEMALE"	2
"FEMORAL BLOOD"	2
"FEMUR"	1
"FENARIMOL"	1
"FENTALOGS"	1
"FENTANYL AND DERIVATIVES"	46
"FERMENTATION"	1
"FERRIC HYDROXAMATE TEST"	1
"FETAL ALCOHOL EXPOSURE"	2
"FETAL ALCOHOL SPECTRUM DISORDER"	4
"FETAL ALCOHOL SPECTRUM DISORDER (FASD)"	1
"FETAL ALCOHOL SPECTRUM DISORDERS"	2
"FETAL ALCOHOL SYNDROME"	3
"FETAL EXPOSURE"	1
"FIA"	1
"FIBROUS EXTRACTION MEDIUM"	1
"FIELD DETECTION"	1
"FINE"	1
"FINGERNAIL"	2
"FINGERNAILS"	2
"FINGERPRINTING"	1
"FINLAND"	2
"FIRE"	2
"FIRE-RELATED DEATH"	1
"FIRE DEATHS"	1
"FIRE VICTIMS"	1
"FIRST ORDER KINETICS"	1
"FISSION YEAST"	1
"FIT-FOR-PURPOSE"	1
"FITNESS TO DRIVE"	1
"FIXATION PROCESS"	1
"FIXED CONCENTRATION LIMITS"	1
"FLAME IONISATION DETECTOR"	1
"FLASH DERIVATIZATION"	1
"FLAVORED ALCOHOLIC BEVERAGES"	1
"FLEPHEDRONE"	2
"FLOATING SAMPLING TECHNOLOGY"	4
"FLOCOUMAFEN"	1
"FLOURIDE IONS"	1
"FLUBROMAZEPAM"	1
"FLUBROMAZOLAM"	1
"FLUBROMAZOLAM, LCñHRMS/MS"	1
"FLUFENOXURON"	1
"FLUMAZENIL"	1
"FLUNITRAZEPAM"	5
"FLUNITRAZEPAM (FLNZ)"	1
"FLUORESCENCE"	3
"FLUORESCENCE POLARISATION IMMUNO ASSAY"	1
"FLUORESCENCE POLARIZATION"	1
"FLUOROMETHCATHINONE"	1
"FLUOROQUINOLONES"	1
"FLUOXETINE"	2
"FOLIANT"	1
"FOLLOW-UP ANALYSIS"	1
"FOLLOW UP"	1
"FOOD"	1
"FOOD ANALYSIS"	1
"FOOD POISONING"	1
"FOOD REGULATION"	1
"FOOD SAMPLES"	1
"FOOD SUPPLEMENTS"	1
"FOODBORNE BOTULISM"	2
"FORENSIC"	21
"FORENSIC-METROLOGY"	1
"FORENSIC-TOXICOLOGICAL ANALYSES"	1
"FORENSIC ANALYSIS"	3
"FORENSIC ANALYTICAL CHEMISTRY"	1
"FORENSIC ANTHROPOLOGY"	1
"FORENSIC APPLICATIONS"	1
"FORENSIC AUTOPSY"	1
"FORENSIC BACK CALCULATION"	1
"FORENSIC CHEMISTRY"	1
"FORENSIC DRUG TESTING"	1
"FORENSIC MEDICINE"	5
"FORENSIC PATHOLOGY"	14
"FORENSIC PHARMACOLOGY"	1
"FORENSIC PRACTICE"	1
"FORENSIC RADIOLOGY"	2
"FORENSIC SAMPLES"	1
"FORENSIC SCIENCE"	102
"FORENSIC SCIENCE, ETHANOL"	1
"FORENSIC SERVICE"	1
"FORENSIC TOXICOLOGY"	95
"FORENSIC TOXICOLOGY SCREENING"	1
"FORENSIC VALIDATION"	1
"FOREST"	1
"FORMALIN"	2
"FORMAMIDINE PESTICIDES"	1
"FORMERLY ALCOHOL MIXED WITH ENERGY DRINK (AMED)"	1
"FORMIC ACID"	1
"FOUR LOKO"	1
"FOXY"	1
"FRACTIONAL FACTORIAL DESIGN"	1
"FRAGMENTATION"	2
"FRAGMENTATION TREE"	1
"FREE (UNBOUND) CONCENTRATION"	1
"FREEZE-THAW STABILITY"	1
"FREQUENCY"	1
"FREQUENTIST STATISTICS"	1
"FRONTO-STRIATAL"	1
"FROZEN PULVERIZATION"	1
"FRUCTOSE"	2
"FURANYL FENTANYL"	1
"FURANYLFENTANYL"	5
"FUSED-CORE"	1
"FUSED CORE COLUMNS"	1
"FUSION PROTEIN IDENTIFICATION"	1
"FUTURE TRENDS"	1
"FUZI"	1
"G-QUADRUPLEX"	1
"GABA"	1
"GABAPENTIN"	1
"GADOLINIUM"	1
"GAMMA-AMINOBUTYRIC ACID ABUSE"	1
"GAMMA-BUTYROLACTONE (GBL)"	1
"GAMMA-HYDROXYBUTYRATE"	4
"GAMMA-HYDROXYBUTYRATE (GHB)"	1
"GAMMA-HYDROXYBUTYRIC ACID"	3
"GAMMA-HYDROXYBUTYRIC ACID (GHB)"	2
"GAMMA HYDROXYBUTYRATE"	2
"GAMMA HYDROXYBUTYRIC ACID"	1
"GAMMA HYDROXYBUTYRIC ACID (GHB)"	1
"GAMMABUTYROLACTONE"	1
"GAS-POWERED GENERATOR"	1
"GAS ANALYSIS"	1
"GAS CHROMATOGRAPHY-MASS SPECTROMETRY (GCñMS)"	1
"GAS CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY"	4
"GAS CHROMATOGRAPHY-TRIPLE QUADRUPOLE MASS SPECTROMETRY (GC-QQQ-MS)"	1
"GAS CHROMATOGRAPHY (GC)"	21
"GAS CHROMATOGRAPHY/TANDEM MASS SPECTROMETRY"	1
"GAS CHROMATOGRAPHYñMASS SPECTROMETRY"	1
"GAS CHROMATOGRAPHYñMASS SPECTROMETRY (GCñMS)"	1
"GAS CHROMATOGRAPHYñTANDEM MASS SPECTROMETRY"	2
"GAS EMBOLISM"	1
"GASTRIC CONTENT"	1
"GASTRIC LAVAGE"	1
"GASTROESOPHAGEAL REFLUX DISEASE"	1
"GBL"	1
"GC-ECD"	1
"GC-FID"	1
"GC-MS-MS"	1
"GC-MS ANALYSIS"	1
"GC-MS AND GC-MS/MS"	1
"GC-MS CONFIRMATION"	1
"GC-MS/MS"	4
"GC-NCI-MS/MS"	1
"GC-NPD"	1
"GC�MS/MS"	1
"GC ORBITRAP"	1
"GC STATIONARY PHASE"	1
"GC/MS ANALYSIS IN DUID"	1
"GC/MS DETERMINATION"	1
"GC/MS/MS"	3
"GC<U+25CA>GC"	1
"GCñMS"	8
"GCñMS/MS"	2
"GCXGC"	1
"GENDER"	3
"GENE DOPING"	4
"GENE EXPRESSION"	1
"GENE THERAPY"	2
"GENE TRANSFER"	1
"GENERAL TOXICOLOGICAL SCREENING"	1
"GENERAL UNKNOWN SCREENING"	5
"GENOTOXICITY"	1
"GENOTYPING"	2
"GESTRINONE"	1
"GFAP"	1
"GG-8-6"	1
"GH"	1
"GHB"	24
"GHB-?-O-GLUCURONIDE"	1
"GHB-4-SULFATE"	1
"GHB-GLUCURONIDE"	1
"GHB (GAMMA HYDROXYBUTYRATE)"	1
"GHB, BLOOD LEVELS"	1
"GHRH"	1
"GHRP-6"	1
"GIS"	1
"GLUCOCORTICOIDS"	1
"GLUCOSE"	1
"GLUCURONIDASE"	1
"GLUCURONIDE"	3
"GLUCURONIDE CONJUGATES"	1
"GLUCURONIDES"	2
"GLUTATHIONE"	1
"GLYCOPEPTIDES"	1
"GNRH ANALOGUES"	1
"GOLD"	1
"GOLD NANOPARTICLES"	1
"GONADORELIN"	1
"GOOD LABORATORY PRACTICES"	1
"GRADIENT ELUTION"	1
"GRAPHITE"	1
"GRAPHITIC SORBENT"	1
"GRAY DEATHS"	1
"GREECE"	1
"GROWTH HORMONE"	3
"GROWTH HORMONE RELEASING PEPTIDES"	2
"GROWTH HORMONES"	1
"GROWTH PROMOTERS"	1
"GUIDELINE"	1
"GUIDELINES"	5
"GW501516"	1
"HACAT"	2
"HAEMODIALYSIS"	1
"HAIR"	95
"HAIR ANALYSIS"	75
"HAIR AND NAILS"	1
"HAIR CARE PRODUCTS"	2
"HAIR COLOR"	1
"HAIR ETHYL GLUCURONIDE"	1
"HAIR PIGMENTATION"	1
"HAIR POROSITY"	1
"HAIR PREPARATION AND WASHING"	1
"HAIR SEGMENTAL ANALYSIS"	1
"HAIR TONIC"	1
"HALF-LIFE"	1
"HALLOW FIBER-LIQUID PHASE MICROEXTRACTION"	1
"HALLUCINOGEN"	2
"HALLUCINOGENIC PHENETHYLAMINES"	1
"HALOPERIDOL"	1
"HARDCORE OFFENDERS"	1
"HARM REDUCTION"	1
"HAZARDOUS JOBS"	1
"HCA"	1
"HCG"	1
"HCN"	1
"HD EXPOSURE"	1
"HDX-MS"	1
"HEAD-SPACE GAS CHROMATOGRAPHY-MASS"	1
"HEADSPACE"	4
"HEADSPACE ANALYSIS"	3
"HEADSPACE EXTRACTION"	1
"HEADSPACE GAS CHROMATOGRAPHY"	1
"HEADSPACE GAS EXTRACTION"	1
"HEADSPACE SOLID-PHASE MICROEXTRACION"	1
"HEADSPACE SOLID-PHASE MICROEXTRACTION"	3
"HEADSPACE SOLID PHASE MICROEXTRACTION"	2
"HEALTH HARMS OF DRUG USE"	2
"HEART FAILURE"	1
"HEAT"	2
"HEAVY DRINKING"	1
"HEIA"	1
"HELIUM"	3
"HELMET"	1
"HEMATIDE"	1
"HEMATOCRIT"	1
"HEMATOCRIT EFFECT"	2
"HEMATOCRIT IMPACT"	1
"HEMATOCRIT PREDICTION"	1
"HEMATOLOGIC PASSPORT"	1
"HEMOGLOBIN"	2
"HEPATITIS C"	1
"HEPATOCYTE"	2
"HEPATOCYTE METABOLISM"	2
"HEPATOCYTES"	3
"HEPATOTOXICITY"	1
"HERB EXTRACT"	1
"HERBACEOUS AGENT"	3
"HERBAL"	2
"HERBAL BLEND"	1
"HERBAL BLEND PRODUCTS"	1
"HERBAL DRUGS"	1
"HERBAL HIGHS"	1
"HERBAL MIXTURE"	2
"HERBAL PRODUCT"	1
"HERBAL PRODUCTS"	1
"HEROIN"	18
"HEROIN DEATH"	1
"HEROIN RELATED COMPOUNDS"	1
"HF-LPME"	2
"HFLPME"	1
"HGN"	1
"HI-6"	1
"HIDDEN WEB"	1
"HIGH-DOSE PENICILLIN"	1
"HIGH-PERFORMANCE LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY"	2
"HIGH-POTENCY CANNABIS"	1
"HIGH-PRESSURE LIQUID CHROMATOGRAPHY-ULTRAVIOLET DETECTION"	1
"HIGH-RESOLUTION MASS SPECTROMETRY"	39
"HIGH-RESOLUTION MASS SPECTROMETRY (HRMS)"	1
"HIGH-RISK DRUG USERS"	1
"HIGH-SENSITIVE CARDIAC TROPONIN HS-TNT"	1
"HIGH-SPEED ANALYSIS"	1
"HIGH-THROUGHPUT"	2
"HIGH-THROUGHPUT SCREENING"	1
"HIGH RESOLUTION"	3
"HIGH RESOLUTION MASS SPECTROMETRY (HRMS)"	1
"HIGH RESOLUTION MS"	1
"HIGH RISK BEHAVIOR"	1
"HIGH SENSITIVITY"	1
"HIGH THROUGHPUT"	6
"HIGH THROUGHPUT LABORATORY"	1
"HIGHLIGHTED METHOD"	1
"HIGHLY SULPHATED <U+03B3>-CYCLODEXTRIN"	1
"HILIC"	5
"HILIC-MS/MS"	1
"HILIC COLUMN"	1
"HILIC/MS/MS"	1
"HIP-FLASK DEFENCE"	1
"HIP-FLASK DRINK"	1
"HIPPURIC ACID"	1
"HISTOPATHOLOGICAL EXAMINATION"	1
"HIV"	1
"HLMS"	1
"HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION (HF-LPME)"	1
"HOLLOW-FIBRE LIQUID PHASE MICROEXTRACTION"	1
"HOLLOW FIBER"	3
"HOLLOW FIBER-LIQUID PHASE MICROEXTRACTION"	1
"HOLLOW FIBER (HF)"	1
"HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION"	1
"HOLLOW FIBER LIQUID PHASE MICROEXTRACTION"	1
"HOLLOW FIBER MEMBRANES"	1
"HOLLOW FIBERS"	2
"HOLLOW FIBRE"	1
"HOLLOW FIBRE-PROTECTED LIQUID-PHASE MICROEXTRACTION"	1
"HOME SAMPLING"	1
"HOMELESS ADOLESCENTS"	1
"HOMEOPATHIC MOTHER TINCTURES"	1
"HOMICIDE"	3
"HONG KONG"	2
"HORSE"	6
"HORSE HAIR"	2
"HORSE URINE"	4
"HOSPITALIZATION"	1
"HOST CELL PROTEINS"	1
"HOUSE"	1
"HOUSEHOLD SURVEY"	1
"HPLC-DAD"	2
"HPLC-PDA"	2
"HPLC-UV"	1
"HPLC-UV/ICP-MS"	1
"HPLC/DAD/APCI-MS"	1
"HPLC/MS/MS"	1
"HPLC/PDA/MSD"	1
"HPLCñDAD"	1
"HPLCñMS/MS"	2
"HR-MS"	2
"HRMS"	2
"HRTOFMS"	1
"HS-GC-FID"	1
"HS-GC-MS"	2
"HS-SPME"	2
"HSCCC"	2
"HTLC"	1
"HU-210"	1
"HUAN-NAO-YI-CONG-FANG"	1
"HUMAN"	4
"HUMAN-PERFORMANCE FORENSIC TOXICOLOGY"	1
"HUMAN AORTIC ENDOTHELIAL CELL"	1
"HUMAN BIOMONITORING"	1
"HUMAN BLOOD"	1
"HUMAN BLOOD AND URINE"	1
"HUMAN BLOOD PLASMA"	1
"HUMAN BRAIN"	1
"HUMAN BRAIN TISSUE"	1
"HUMAN CHORIONIC GONADOTROPIN"	1
"HUMAN GROWTH HORMONE"	1
"HUMAN HAIR"	2
"HUMAN HEPATOCYTE METABOLISM"	1
"HUMAN HEPATOCYTES"	3
"HUMAN LIVER BIOPSY"	1
"HUMAN LIVER MICROSOMES"	7
"HUMAN PERFORMANCE FORENSIC TOXICOLOGY"	1
"HUMAN PERFORMANCE TOXICOLOGY"	1
"HUMAN PLASMA"	7
"HUMAN PLASMA ANALYSIS"	1
"HUMAN PLASMA SAMPLES"	1
"HUMAN POISONING"	1
"HUMAN POSTMORTEM FLUIDS AND VISCERA"	1
"HUMAN SERUM"	3
"HUMAN SERUM ANALYSIS"	1
"HUMAN URINE"	8
"HUMAN WHOLE BLOOD"	3
"HUMIDITY IMPACT"	1
"HYBRID-SPE-PRECIPITATION"	1
"HYBRID LINEAR ION TRAP-ORBITRAP MASS SPECTROMETER"	1
"HYBRID TRIPLE-QUADRUPOLE LINEAR ION TRAP"	1
"HYDROCHLOROTHIAZIDE"	1
"HYDROCODONE"	2
"HYDROCORTISONE"	1
"HYDROGEN BONDED ACID"	1
"HYDROGEN CYANIDE"	2
"HYDROGEN PEROXIDE"	1
"HYDROGEN SULFIDE POISONING"	1
"HYDROLYSIS"	1
"HYDROMORPHONE"	1
"HYDROPHILIC INTERACTION"	1
"HYDROPHILIC INTERACTION CHROMATOGRAPHY"	2
"HYDROPHILIC INTERACTION CHROMATOGRAPHY (HILIC)"	1
"HYDROPHILIC INTERACTION LC"	1
"HYDROPHILIC INTERACTION LIQUID CHROMATOGRAPHY-TANDEM MASS SPECTROMETRY (HILIC-MS/MS)"	1
"HYDROXY-1-(3-TRIFLUOROMETHYLPHENYL) PIPERAZINE"	1
"HYDROXY-N-BENZYLPIPERAZINE"	1
"HYDROXY METABOLITES"	1
"HYDROXYAMPHETAMINES"	1
"HYDROXYBUTYRIC ACID"	1
"HYDROXYCOCAINES"	1
"HYDROXYETHYLTHIOETHYL"	1
"HYDROXYSAFFLOR YELLOW A"	1
"HYDROXYZINE"	1
"HYGRINE"	1
"HYOSCINE"	2
"HYOSCYAMINE"	1
"HYOSCYAMUS NIGER"	1
"HYPERGLYCEMIA"	1
"HYPERTHERMIA"	1
"HYPHENATED METHODS"	1
"HYPHENATED TECHNIQUE"	2
"HYPHENATION"	1
"HYPNOTIC AGENTS"	1
"HYPNOTICS"	7
"HYPOTHERMIA"	1
"IBOTENIC ACID"	1
"IBUPROFEN"	1
"IDA"	1
"IDENTIFICATION"	2
"IDENTIFICATION CRITERIA"	1
"IDENTIFICATION POINTS"	1
"IDES"	1
"IDIOSYNCRATIC REACTION"	1
"IGF-1"	1
"IGNITION INTERLOCK"	1
"ILLICIT"	4
"ILLICIT AND MEDICINAL DRUGS"	1
"ILLICIT DRUG"	16
"ILLICIT DRUG USE"	3
"IMAGE FUSION"	1
"IMAGE MERGING"	1
"IMAGING MS"	1
"IMIDAZOLINE"	2
"IMMISCIBLE ORGANIC SOLVENTS"	1
"IMMUNOAFFINITY"	3
"IMMUNOAFFINITY PURIFICATION"	2
"IMMUNOASSAY"	29
"IMMUNOASSAY CROSS REACTIVITY"	1
"IMMUNOASSAY SCREENING"	3
"IMMUNOCAPTURE"	1
"IMMUNOCHEMICAL SCREENING TESTS, SPECIFICITY"	1
"IMMUNOCHROMATOGRAPHY"	1
"IMMUNOEXTRACTION"	2
"IMMUNOHISTOCHEMISTRY"	2
"IMMUNOLOGICAL SCREENING"	1
"IMMUNOMAGNETIC SEPARATION"	1
"IMMUNOSORBENTS"	1
"IMMUNOSUPPRESSANTS"	1
"IMMUNOSUPPRESSIVE DRUGS"	1
"IMPAIRED"	4
"IMPAIRED DRIVERS"	1
"IMPAIRED PERFORMANCE"	1
"IMPAIRMENT"	13
"IMPAIRMENT SYMPTOMS"	1
"IMPAIRMENT TESTING"	1
"IMPRECISION"	1
"IMPULSIVITY"	1
"IMPURITIES PROFILING"	1
"IMPURITY PROFILING"	1
"IN-SOURCE COLLISIONALLY INDUCED DISSOCIATION"	1
"IN-SOURCE DECAY"	1
"IN-SYRINGE LIQUID PHASE MICROEXTRACTION"	1
"IN-TUBE"	1
"IN-TUBE SOLID-PHASE MICROEXTRACTION"	4
"IN-TUBE SPME"	1
"IN-VIVO SAMPLING"	1
"IN SILICO METABOLISM PREDICTION"	1
"IN SILICO PREDICTION"	2
"IN SITU DERIVATIZATION"	1
"IN UTERO"	1
"IN UTERO DRUG EXPOSURE"	2
"IN UTERO EXPOSURE"	4
"IN VITRO"	1
"IN VITRO AND IN VIVO METABOLISM"	1
"IN VITRO BIOTRANSFORMATION"	1
"IN VITRO HUMAN HEPATOCYTE METABOLISM"	1
"IN VITRO METABOLISM"	5
"IN VITRO METABOLITE"	1
"IN VITRO PRODUCTION"	1
"IN VIVO AND IN�VITRO METABOLISM"	1
"IN VIVO METABOLISM"	2
"IN VIVO METABOLITES IN URINE"	1
"IN VIVO SAMPLING"	2
"INCARCERATION"	1
"INCORPORATION"	1
"INCREASED RISK"	1
"INDIRECT BIOMARKER"	1
"INDIRECT METHOD"	1
"INDIRECT SCREENING"	1
"INDIRECT UV DETECTION"	1
"INDOLE DERIVATIVES"	1
"INDUCED PLURIPOTENT STEM CELL"	1
"INFANT"	1
"INFANT BOTULISM"	1
"INFANT INTOXICATION"	1
"INFORMATION-DEPENDENT ACQUISITION CONTROL"	1
"INFORMATION-INDEPENDENT ACQUISITION CONTROL"	1
"INFRARED DETECTION"	1
"INFRARED GAS SENSOR"	1
"INFRARED RADIATION"	1
"INGESTION"	1
"INHALANT ABUSE"	2
"INHALANTS"	1
"INHALATION"	3
"INHALATION DRUG ABUSE"	1
"INHALATION OF HYDROGEN CYANIDE"	1
"INHALATION SPRAYS CONTAINING ETHANOL"	1
"INHIBITIVE ASSAY"	1
"INITIAL TESTING"	1
"INJECTION DRUG USE"	1
"INJURED DRIVERS"	2
"INJURIES AND DEATHS"	1
"INJURY"	5
"INSTRUMENTAL COUPLINGS"	1
"INSULIN"	3
"INSULIN-LIKE GROWTH FACTOR-I (IGF-I)"	1
"INSULIN-LIKE GROWTH FACTOR 1 (IGF1)"	1
"INSULIN ANALYSIS"	1
"INSULIN OVERDOSE"	1
"INTACT MASS SPECTROMETRY ANALYSIS"	1
"INTEGRATED MICROEXTRACTION DEVICE"	1
"INTER-INDIVIDUAL"	1
"INTERACTION"	2
"INTERCEPT"	2
"INTERCEPT ORAL FLUID COLLECTION DEVICE"	1
"INTERFERENCE"	2
"INTERLABORATORY COMPARISON"	2
"INTERLOCK PROGRAMMES"	1
"INTERNAL QUALITY CONTROL"	1
"INTERNAL REFERENCE"	1
"INTERNET"	2
"INTERNET DRUG"	1
"INTERNET DRUGS"	1
"INTERPRETATION"	9
"INTERRUPTED TIME SERIES"	1
"INTERRUPTION OF PREGNANCY"	1
"INTERVIEW"	1
"INTOXICATED BICYCLISTS"	1
"INTOXICATED DRIVERS"	1
"INTOXICATION"	23
"INTOXICATION IN A CHILD"	1
"INTOXILYZER 5000"	2
"INTRA-INDIVIDUAL"	1
"INTRAINDIVIDUAL VARIANCE"	1
"INTRAPERITONEAL INJECTION"	1
"INTRAVENOUS INJECTION"	2
"INUNUNOCHEMISTRY"	1
"ION MOBILITY"	1
"ION MOBILITY SPECTROMETRY (IMS)"	3
"ION SUPPRESSION"	3
"ION TRAP"	3
"ION TRAP GC-MS"	1
"ION TRAP MASS SPECTROMETRY"	2
"IONBOOSTERô"	1
"IONIC LIQUID"	1
"IONIC LIQUIDS"	2
"IONTRAP"	1
"IPAMORELIN"	1
"IRIDIUM(III) COMPLEX"	1
"ISO"	1
"ISO 15189"	1
"ISO/IEC 17025"	1
"ISOBUTANE"	1
"ISOFORM-DIFFERENTIAL TEST"	1
"ISOTACHOPHORESIS"	1
"ISOTOPE-DILUTION"	1
"ISOTOPE DILUTION"	2
"ISOTOPE RATIO MASS SPECTROMETRY"	2
"ISOTOPE RATIO MASS SPECTROMETRY (IRMS)"	2
"ITALIAN LAW"	2
"ITALY"	2
"ITSP-SPE"	1
"IXENSE®"	1
"JAIL"	1
"JESACONITINE"	1
"JOOSE"	1
"JORDAN"	1
"JUDICIAL CHALLENGES"	1
"JWH"	1
"JWH-018"	7
"JWH-073"	3
"JWH-122"	1
"KAMLET-TAFT SOLVENT PARAMETERS"	1
"KAVA"	1
"KERATIN"	2
"KERATINIZED MATRIX"	2
"KERATINOUS BIOLOGICAL MATERIAL"	1
"KETAMINE"	19
"KETAMINE INJECTIONS"	1
"KETOACIDOSIS"	1
"KETOTIFEN"	1
"KHAT"	2
"KHAT CHEWERS"	1
"KINETIC CONSTANTS"	1
"KINETICS"	2
"KIT EVALUATION"	1
"KITS EVALUATION"	1
"KOREAN"	1
"KOREAN GASTRIC CONTENTS"	1
"L-02 CELL"	1
"L-DOPA"	1
"LAB ON A CHIP"	1
"LABEL-FREE"	1
"LABORATORY ACCREDITATION"	1
"LABORATORY DIAGNOSIS"	1
"LABORATORY IMPLEMENTATION"	1
"LABORATORY MEDICINE"	1
"LACTATE"	1
"LACTULOSE"	1
"LANSOPRAZOLE"	1
"LANTHANIDES"	1
"LARGE VOLUME"	1
"LARGE VOLUME INJECTION"	1
"LATERAL CONTROL"	1
"LATERAL FLOW ASSAY"	2
"LAW"	1
"LAW ENFORCEMENT"	2
"LAW INFRINGEMENT"	1
"LAW INFRINGEMENTS"	1
"LAW OF PROPAGATION OF UNCERTAINTY (LPU)"	1
"LC-(HR)-MSN"	2
"LC-APCI-MS/MS"	1
"LC-ESI-MS"	1
"LC-ESI-MS-MS"	1
"LC-ESI-MS-QTOF"	1
"LC-ESI-MS/MS"	3
"LC-HR-MS"	1
"LC-HR-MS/MS"	5
"LC-HR-MS/MS 4-EA-NBOME"	1
"LC-HR-MSN"	1
"LC-HRMS"	6
"LC-HRMS/MS"	2
"LC-ICP-MS"	1
"LC-MS"	33
"LC-MS-MS ANALYSIS"	1
"LC-MS ANALYSIS"	1
"LC-MS AND LC-MS/MS"	1
"LC-MS N"	1
"LC-MS/MS/MS"	1
"LC-MSN"	3
"LC-NMR-MS"	1
"LC-Q-TOF"	1
"LC-QTOF-MS"	3
"LC-QTOF-MS ANALYSIS"	1
"LC-QTOF/MS"	1
"LC-UV"	1
"LC�HR�MS�MS"	1
"LC�MS�MS"	3
"LC�MS/MS"	7
"LC�TOF-MS"	1
"LC/ESI-MS/MS"	2
"LC/MS-IT-TOF"	1
"LC/Q-TOFMS"	2
"LC/TOFMS"	1
"LC�HR�MS�MS"	1
"LC�MS/MS"	1
"LCñESI-MS (/MS)"	1
"LCñHRñMS/MS"	1
"LCñHRMS"	2
"LCñIT-TOF-MS/MS"	1
"LCñMS"	6
"LCñMS/MS"	20
"LCñMSñMS"	1
"LCñMSN"	2
"LCñQ-TOF-MS"	1
"LCñQTOF-MS"	2
"LEFETAMINE"	2
"LEFETAMINE DERIVATIVES"	1
"LEGAL"	1
"LEGAL HIGH"	1
"LEGAL HIGH PRODUCTS"	1
"LEGAL HIGHS"	8
"LEGAL LIMIT"	3
"LEGAL LIMITS"	4
"LEGAL LIMITS FOR BENZODIAZEPINES AND DRIVING"	1
"LEGAL MEDICINE"	2
"LEGAL STATUS"	3
"LEGISLATION AND JURISPRUDENCE"	7
"LEGISLATIVE LIMITS"	1
"LETHAL BLOOD-LEVELS"	1
"LETHAL CONCENTRATION"	1
"LETHAL FENTANYL INTOXICATION"	1
"LETHAL INTOXICATION"	1
"LETHAL POISONING"	2
"LEVAMISOLE"	1
"LEWISITE"	2
"LHRH, STEROID PROFILE"	1
"LIBRARIES, MS"	2
"LIBRARY"	1
"LIBRARY SEARCHING"	1
"LIDOCAINE"	1
"LIMIT"	1
"LIMIT OF DETECTION (LOD)"	1
"LIMIT OF QUANTITATION"	3
"LINEAR ION TRAP"	2
"LINEAR REGRESSION"	1
"LINEAR TRAP"	1
"LIPID"	2
"LIQUEFIED PETROLEUM GAS (LPG)"	1
"LIQUID-CHROMATOGRAPHY QUADRUPOLE TIME OF FLIGHT"	1
"LIQUID-PHASE MICROEXTRACTION"	5
"LIQUID-PHASE MICROEXTRACTION (LPME)"	2
"LIQUID-PHASE MICROEXTRACTION."	1
"LIQUID CHROMATOGRAPHY-ATMOSPHERIC PRESSURE CHEMICAL IONIZATION-MASS SPECTROMETRY (LC-APCI-MS)"	1
"LIQUID CHROMATOGRAPHY-ELECTROSPRAY IONIZATION MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHY-MASS SPECTROMETRY-ELECTROSPRAY IONIZATION"	1
"LIQUID CHROMATOGRAPHY-QUADRUPOLE-TIME OF FLIGHT MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHY-QUADRUPOLE TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHY�TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHY (LC)"	30
"LIQUID CHROMATOGRAPHY HIGH RESOLUTION TANDEM MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHY/ TIME-OF-FLIGHT MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHYñMASS SPECTROMETRY"	2
"LIQUID CHROMATOGRAPHYñMASS SPECTROMETRY/MASS SPECTROMETRY"	1
"LIQUID CHROMATOGRAPHYñTANDEM MASS SPECTROMETRY"	4
"LIQUID CHROMATOGRAPHYñTANDEM MASS SPECTROMETRY (LCñMS/MS)"	1
"LIQUID ECSTACY"	1
"LIQUID ECSTASY"	1
"LIQUID LIQUID EXTRACTION"	8
"LIQUID PHASE MICROEXTRACTION"	7
"LIQUIDñLIQUID EXTRACTION WITH LOW TEMPERATURE PARTITIONING"	1
"LIRER CIRRHOSIS"	1
"LIVER"	9
"LIVER-HUMANIZED MOUSE HEPATOCYTE"	1
