Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Correspondence Address,Document Type,Publication Stage,Access Type,Source,EID,Active Webpage,Report,SubEvidence,Evidence
"Malka I., Petrushansky A., Rosenwaks S., Bar I.",37067651900;55746339600;7003321836;35609674700;,Detection of explosives and latent fingerprint residues utilizing laser pointer-based Raman spectroscopy,2013,Applied Physics B: Lasers and Optics,113,4,,511,518,,15,10.1007/s00340-013-5500-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891013589&doi=10.1007%2fs00340-013-5500-8&partnerID=40&md5=424ddfcbc58a8f5138e4709394d61ae7,"Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel","Malka, I., Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel; Petrushansky, A., Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel; Rosenwaks, S., Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel; Bar, I., Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel",,Detection of explosives; Field application; Individual particles; Latent fingerprint residues; Raman microscope; Raman spectrometers; Real-time detection; Translation stage; Explosives; Laser applications; Spectrometers; Explosives detection,"Bar, I.; Department of Physics, Ben-Gurion University of the Negev, 84105 Beer-Sheva, Israel; email: ibar@bgu.ac.il",Article,Final,,Scopus,2-s2.0-84891013589,,IFSMS 2016,Fingermark Composition,Fingermarks
"Bradshaw R., Bleay S.M., Wolstenholme R., Clench M.R., Francese S.",35168765700;55746792300;35171921800;7004381068;15029954900;,Towards the integration of matrix assisted laser desorption ionisation mass spectrometry imaging into the current fingermark examination workflow,2013,Forensic Science International,232,01-Mar,,111,124,,34,10.1016/j.forsciint.2013.07.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882792069&doi=10.1016%2fj.forsciint.2013.07.013&partnerID=40&md5=3af41e72237a469ac5686552f1411cd2,"Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom; Centre for Applied Science and Technology, St Albans, United Kingdom","Bradshaw, R., Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom; Bleay, S.M., Centre for Applied Science and Technology, St Albans, United Kingdom; Wolstenholme, R., Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom; Clench, M.R., Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom; Francese, S., Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom",Development enhancers; Fingermarks; Forensic workflow; Integration; Intelligence; MALDI MSI,"cyanoacrylate; ninhydrin; titanium dioxide; article; controlled study; finger dermatoglyphics; fingermark enhancement technique; forensic identification; intermethod comparison; mass spectrometry; matrix assisted laser desorption ionization mass spectrometry; powder; priority journal; vacuum metal deposition; Development enhancers; Fingermarks; Forensic workflow; Integration; Intelligence; MALDI MSI; Aza Compounds; Azo Compounds; Coloring Agents; Cyanoacrylates; Dermatoglyphics; Humans; Ninhydrin; Powders; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Titanium; Volatilization","Francese, S.; Biomedical Research Centre, Sheffield Hallam University, Sheffield, United Kingdom; email: s.francese@shu.ac.uk",Article,Final,,Scopus,2-s2.0-84882792069,,IFSMS 2016,Fingermark Composition,Fingermarks
"Haines A.M., Tobe S.S., Kobus H., Linacre A.",55883089400;16402980800;7003432475;6701572366;,Detection of DNA within fingermarks,2013,Forensic Science International: Genetics Supplement Series,4,1,,e290,e291,,8,10.1016/j.fsigss.2013.10.148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889882627&doi=10.1016%2fj.fsigss.2013.10.148&partnerID=40&md5=c8a2950c9d8f1efba09a82ce4292a4ca,"School of Biological Sciences, Flinders University, Adelaide, Australia; School of Chemical and Physical Sciences, Flinders University, Adelaide, Australia","Haines, A.M., School of Biological Sciences, Flinders University, Adelaide, Australia; Tobe, S.S., School of Biological Sciences, Flinders University, Adelaide, Australia; Kobus, H., School of Chemical and Physical Sciences, Flinders University, Adelaide, Australia; Linacre, A., School of Biological Sciences, Flinders University, Adelaide, Australia",Fingermark detection; Fluorescence; GelGreen; Latent DNA; SYBR Green I,DNA; fluorescent dye; article; bacterial cell; bacterium culture; cell membrane permeability; controlled study; DNA determination; environmental factor; finger; fluorescence; priority journal; thumb,"Haines, A.M.; Flinders University, School of Biological Sciences, GPO Box 2100, Adelaide, SA 5001, Australia; email: alicia.haines@flinders.edu.au",Article,Final,,Scopus,2-s2.0-84889882627,,IFSMS 2016,Fingermark Composition,Fingermarks
"Almog J., Cantu A.A., Champod C., Kent T., Lennard C.",7004280181;7004217424;6603229803;7006000161;7004674536;,Guidelines for the assessment of fingermark detection techniques International Fingerprint Research Group (IFRG),2014,Journal of Forensic Identification,64,2,,174,197,,33,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898767799&partnerID=40&md5=6efc7167fe80fe24a00d515dc3135e76,,"Almog, J.; Cantu, A.A.; Champod, C.; Kent, T.; Lennard, C.",,amino acid; cyanoacrylate; ninhydrin; amino acid composition; article; chemical composition; cost effectiveness analysis; DNA fingerprinting; finger dermatoglyphics; forensic identification; government; hand washing; human; optical filter; pilot study; practice guideline; process optimization; publication; social worker; storage; validation process,,Article,Final,,Scopus,2-s2.0-84898767799,,IFSMS 2019,Fingermark Composition,Fingermarks
Broeders APA.,,Philosophy of Forensic Identification,2014,Encyclopedia of Criminology and Criminal Justice,,,,3513,3526,,,10.1007/978-1-4614-5690-2_164,,,Broeders APA., forensic science; individualization; DNA analysis; dactyloscopy,,,Encyclopedia Entry,,,,,,IFSMS 2016,Fingermark Composition,Fingermarks
"Taroni F., Biedermann A., Bozza S., Garbolino P., Aitken C.",,Bayesian Networks for Probabilistic Inference and Decision Analysis in Forensic Science,2014,Bayesian Networks for Probabilistic Inference and Decision Analysis in Forensic Science,,,,,,,52,,,,"Taroni, F.; Biedermann, A.; Bozza, S.; Garbolino, P.; Aitken, C.",,,,Book,Final,,Scopus,2-s2.0-84928169321,,IFSMS 2016,Fingermark Composition,Fingermarks
Cole S.A.,36196358400;,"Individualization is dead, long live individualization! Reforms of reporting practices for fingerprint analysis in the United States",2014,"Law, Probability and Risk",13,2,,117,150,,26,10.1093/lpr/mgt014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901827892&doi=10.1093%2flpr%2fmgt014&partnerID=40&md5=6a6ecd541ac6a158a18eb350eecb2f80,"Department of Criminology, Law and Society, 2340 Social Ecology II, University of California, Irvine, CA, 92697-7080, United States","Cole, S.A., Department of Criminology, Law and Society, 2340 Social Ecology II, University of California, Irvine, CA, 92697-7080, United States",Decisions; Fingerprint; Identification; Individualization; Reports; SWGFAST,,"Cole, S.A.; Department of Criminology, Law and Society, 2340 Social Ecology II, University of California, Irvine, CA, 92697-7080, United States; email: scole@uci.edu",Article,Final,,Scopus,2-s2.0-84901827892,,IFSMS 2016,Fingermark Composition,Fingermarks
Desportes B.L.,,Friction ridge opinion evidence after Daubert and the NAS Report,2014,Wiley Encyclopedia of Forensic Science,,,,,,,1,10.1002/9780470061589.fsa1038,,,"Desportes, B.L.",,,,Article,Final,,Scopus,2-s2.0-84932114250,,IFSMS 2016,Fingermark Composition,Fingermarks
"Sam N.M., Rema P., Venugopalan Nair B.",56428821600;57105145300;56429526700;,Sex determination using fingerprint ridge density in South Indian population,2014,Journal of Indian Academy of Forensic Medicine,36,4,,381,386,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912107862&partnerID=40&md5=abe930ea9b13b8c782a8fd08210a26ad,"Dept. of Forensic Medicine, District Hospital, Thrissur, Kerala, 680001, India; Dept. of Forensic Medicine, Medical College, Alappuzha, Kerala, India; State Fingerprint Bureau, Kerala Police, India","Sam, N.M., Dept. of Forensic Medicine, District Hospital, Thrissur, Kerala, 680001, India; Rema, P., Dept. of Forensic Medicine, Medical College, Alappuzha, Kerala, India; Venugopalan Nair, B., State Fingerprint Bureau, Kerala Police, India",Baye's theorem; Discriminant analysis; Fingerprint; Ridge density; Sex determination,,"Sam, N.M.; Dept. of Forensic Medicine, District HospitalIndia",Article,Final,,Scopus,2-s2.0-84912107862,,IFSMS 2016,Fingermark Composition,Fingermarks
"Gutiérrez-Redomero E., Rivaldería N., Alonso-Rodríguez C., Sánchez-Andrés Á.",24490539200;55318696100;53263185900;6603623814;,Assessment of the methodology for estimating ridge density in fingerprints and its forensic application,2014,Science and Justice,54,3,,199,207,,12,10.1016/j.scijus.2013.11.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899979168&doi=10.1016%2fj.scijus.2013.11.004&partnerID=40&md5=bf14e595cbe322aedcce3bc4f06e0b44,"Departamento de Ciencias de la Vida, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain; Departamento de FÌsica y Matem·ticas, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain; Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, Alcal· de Henares, Spain","GutiÈrrez-Redomero, E., Departamento de Ciencias de la Vida, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, Alcal· de Henares, Spain; RivalderÌa, N., Departamento de Ciencias de la Vida, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, Alcal· de Henares, Spain; Alonso-RodrÌguez, C., Departamento de FÌsica y Matem·ticas, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, Alcal· de Henares, Spain; S·nchez-AndrÈs, T., Departamento de Ciencias de la Vida, Facultad de BiologÌa, CC Ambientales y QuÌmica, Universidad de Alcal·, Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, Alcal· de Henares, Spain",Dermatoglyphic; Fingerprints; Identification; Ridge density; Sex difference; Standardisation,adult; article; correspondence analysis; female; finger dermatoglyphics; human; human experiment; male; normal human; sex difference; thumb; young adult; Dermatoglyphic; Fingerprints; Identification; Ridge density; Sex difference; Standardisation; Adolescent; Adult; Dermatoglyphics; Female; Humans; Male; Sex Characteristics; Young Adult,"GutiÈrrez-Redomero, E.; Departamento de Ciencias de la Vida, Universidad de Alcal·, Campus Universitario, Crta. Madrid-Barcelona Km 33, 6, E 28871-Alcal· de Henares, Madrid, Spain; email: esperanza.gutierrez@uah.es",Article,Final,,Scopus,2-s2.0-84899979168,,IFSMS 2016,Fingermark Composition,Fingermarks
"Krishan K., Kanchan T., Sharma R., Pathania A.",57202279708;35237157900;56415479400;56416222000;,Variability of palmprint ridge density in a North Indian population and its use in inference of sex in forensic examinations,2014,HOMO,65,6,,476,488,,7,10.1016/j.jchb.2014.08.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930046960&doi=10.1016%2fj.jchb.2014.08.003&partnerID=40&md5=6da91c4b8375179a1cde80dbd78d3bfa,"Department of Anthropology, Panjab University, Sector-14, Chandigarh, 160 014, India; Department of Forensic Medicine, Kasturba Medical College (a constituent college of the Manipal University), Mangalore, India","Krishan, K., Department of Anthropology, Panjab University, Sector-14, Chandigarh, 160 014, India; Kanchan, T., Department of Forensic Medicine, Kasturba Medical College (a constituent college of the Manipal University), Mangalore, India; Sharma, R., Department of Anthropology, Panjab University, Sector-14, Chandigarh, 160 014, India; Pathania, A., Department of Anthropology, Panjab University, Sector-14, Chandigarh, 160 014, India",,adolescent; adult; anatomy and histology; comparative study; dermatoglyphics; female; forensic science; hand; human; India; male; procedures; receiver operating characteristic; reproducibility; sex determination; sex difference; young adult; Adolescent; Adult; Dermatoglyphics; Female; Forensic Sciences; Hand; Humans; India; Male; Reproducibility of Results; ROC Curve; Sex Determination Analysis; Sex Factors; Young Adult,"Krishan, K.; Department of Anthropology, Panjab University, Sector-14, India",Article,Final,,Scopus,2-s2.0-84930046960,,IFSMS 2016,Fingermark Composition,Fingermarks
"Mundorff A.Z., Bartelink E.J., Murad T.A.",14630712500;7801392653;7006747982;,Sexual dimorphism in finger ridge breadth measurements: A tool for sex estimation from fingerprints,2014,Journal of Forensic Sciences,59,4,,891,897,,13,10.1111/1556-4029.12449,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903458155&doi=10.1111%2f1556-4029.12449&partnerID=40&md5=df14045ed43b400f75614a0285413e11,"Department of Anthropology, University of Tennessee, 250 South Stadium Hall, Knoxville, TN 37996-0720, United States; Department of Anthropology, California State University, 400 West 1st Street, Chico, CA 95929-0400, United States","Mundorff, A.Z., Department of Anthropology, University of Tennessee, 250 South Stadium Hall, Knoxville, TN 37996-0720, United States, Department of Anthropology, California State University, 400 West 1st Street, Chico, CA 95929-0400, United States; Bartelink, E.J., Department of Anthropology, California State University, 400 West 1st Street, Chico, CA 95929-0400, United States; Murad, T.A., Department of Anthropology, California State University, 400 West 1st Street, Chico, CA 95929-0400, United States",Dermatoglyphics; Fingerprints; Forensic science; Friction ridge breadth; Friction ridge impressions; Sex estimation; Sexual dimorphism,analysis of variance; body height; body mass; body weight; dermatoglyphics; female; human; male; sexual development; Analysis of Variance; Body Height; Body Mass Index; Body Weight; Dermatoglyphics; Female; Humans; Male; Sex Characteristics,"Mundorff, A.Z.; Department of Anthropology, University of Tennessee, 250 South Stadium Hall, Knoxville, TN 37996, United States; email: amundorff@utk.edu",Article,Final,,Scopus,2-s2.0-84903458155,,IFSMS 2016,Fingermark Composition,Fingermarks
"Deopa D., Prakash C., Tayal I.",36133001400;57198129868;55933443600;,A study of fingerprint in relation to gender and blood group among medical students in Uttarakhand region,2014,Journal of Indian Academy of Forensic Medicine,36,1,,23,27,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899116951&partnerID=40&md5=336221dd0bc331ccac3690f281da6d46,"Department of Anatomy, Govt. Medical College, Haldwani (Nainital), Uttarakhand, India; Dept. of Forensic Medicine, India","Deopa, D., Department of Anatomy, Govt. Medical College, Haldwani (Nainital), Uttarakhand, India; Prakash, C., Dept. of Forensic Medicine, India; Tayal, I., Dept. of Forensic Medicine, India",Arch; Blood groups; Dermatoglyphic; Finger print; Identification; Loop; Whorl,,"Deopa, D.; Department of Anatomy, Govt. Medical College, Haldwani (Nainital), Uttarakhand, India; email: deepa_deopa@rediffmail.com",Article,Final,,Scopus,2-s2.0-84899116951,,IFSMS 2016,Fingermark Composition,Fingermarks
"Ekanem A., Abubakar H., Dibal N.I.",,"A study of fingerprints in relation to gender and blood group among residents of Maiduguri, Nigeria",2014,IOSR J Dent Med Sci,13,8,,18,20,,7,,https://pdfs.semanticscholar.org/2125/d3486f1593f9fb39a778f98adad7be4665b1.pdf,,"Ekanem, A.; Abubakar, H.; Dibal, N.I.",Blood group; Fingerprints; Gender; Pattern; Relation,,,Article,Final,,Scopus,2-s2.0-85025447514,,IFSMS 2016,Fingermark Composition,Fingermarks
"Vonk R., van der Schot A.C., van Baal G.C.M., van Oel C.J., Nolen W.A., Kahn R.S.",7006104027;16644176500;6603771824;6602909369;7006047458;56720467600;,Dermatoglyphics in relation to brain volumes in twins concordant and discordant for bipolar disorder,2014,European Neuropsychopharmacology,24,12,,1885,1895,,7,10.1016/j.euroneuro.2014.09.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919386792&doi=10.1016%2fj.euroneuro.2014.09.010&partnerID=40&md5=912954b0e682a7ff209b74cfdd8a7691,"Reinier van Arkel Groep, PO Box 70058, DZ, s-Hertogenbosch, 5201, Netherlands; Alzheimer Nederland, Amersfoort, Netherlands; Julius Centrum voor Gezondheidswetenschappen en Eerstelijns Geneeskunde, Afdeling, Biostatistiek, Utrecht, Netherlands; Department of Real Estate and Housing, Faculty of Architecture, Delft University of Technology, Delft, Netherlands; University Medical Center Groningen, Groningen, Netherlands; Department of Psychiatry, Rudolf Magnus Institute of Neuroscience, University Medical Center, Utrecht, Utrecht, Netherlands","Vonk, R., Reinier van Arkel Groep, PO Box 70058, DZ, s-Hertogenbosch, 5201, Netherlands; van der Schot, A.C., Alzheimer Nederland, Amersfoort, Netherlands; van Baal, G.C.M., Julius Centrum voor Gezondheidswetenschappen en Eerstelijns Geneeskunde, Afdeling, Biostatistiek, Utrecht, Netherlands; van Oel, C.J., Department of Real Estate and Housing, Faculty of Architecture, Delft University of Technology, Delft, Netherlands; Nolen, W.A., University Medical Center Groningen, Groningen, Netherlands; Kahn, R.S., Department of Psychiatry, Rudolf Magnus Institute of Neuroscience, University Medical Center, Utrecht, Utrecht, Netherlands",Bipolar disorder; Dermatoglyphics; Genetics; Neurodevelopment; Twins,"lithium; sedative agent; Article; bipolar disorder; bipolar I disorder; bipolar II disorder; borderline state; brain; brain development; brain size; brain third ventricle; cerebellum; depression; dermatoglyphics; disease association; dissociative disorder; finger dermatoglyphics; genetic correlation; gray matter; heritability; human; image analysis; lateral brain ventricle; major clinical study; major depression; neuroimaging; nuclear magnetic resonance imaging; occipital lobe; palmar dermatoglyphics; parietal lobe; schizophrenia; structural equation modeling; Structured Clinical Interview for DSM Disorders; temporal lobe; twins; white matter; adolescent; adult; bipolar disorder; case control study; dizygotic twins; female; genetics; male; middle aged; monozygotic twins; organ size; pathology; psychology; young adult; Adolescent; Adult; Bipolar Disorder; Brain; Case-Control Studies; Dermatoglyphics; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Neuroimaging; Organ Size; Twins, Dizygotic; Twins, Monozygotic; Young Adult","Vonk, R.; Reinier van Arkel Groep, PO Box 70058, Netherlands",Article,Final,,Scopus,2-s2.0-84919386792,,IFSMS 2016,Fingermark Composition,Fingermarks
"Sabanciogullari V., Cevik S., Karacan K., Bolayir E., Cimen M.",16204320400;54407969100;55241794200;35556798200;34569228100;,Dermatoglyphic features in patients with multiple sclerosis,2014,Neurosciences,19,4,,281,285,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907659274&partnerID=40&md5=201ee9b07a3b89be0591c6108e37a4ea,"Departments of Anatomy, School of Medicine, Cumhuriyet University, Sivas, Turkey; Departments of Neurology, School of Medicine, Cumhuriyet University, Sivas, Turkey; Department of Anatomy, School of Medicine, Sakarya UniversitySakarya, Turkey","Sabanciogullari, V., Departments of Anatomy, School of Medicine, Cumhuriyet University, Sivas, Turkey; Cevik, S., Departments of Neurology, School of Medicine, Cumhuriyet University, Sivas, Turkey; Karacan, K., Department of Anatomy, School of Medicine, Sakarya UniversitySakarya, Turkey; Bolayir, E., Departments of Neurology, School of Medicine, Cumhuriyet University, Sivas, Turkey; Cimen, M., Departments of Anatomy, School of Medicine, Cumhuriyet University, Sivas, Turkey",,adult; Article; controlled study; female; finger; finger dermatoglyphics; genetic predisposition; human; index finger; major clinical study; male; middle finger; multiple sclerosis; palmar dermatoglyphics; radial loop; ring finger; thumb; ulnar loop; adolescent; dermatoglyphics; genetics; hand; middle aged; multiple sclerosis; young adult; Adolescent; Adult; Dermatoglyphics; Female; Fingers; Genetic Predisposition to Disease; Hand; Humans; Male; Middle Aged; Multiple Sclerosis; Young Adult,"Sabanciogullari, V.; Departments of Anatomy, School of Medicine, Cumhuriyet UniversityTurkey",Article,Final,,Scopus,2-s2.0-84907659274,,IFSMS 2016,Fingermark Composition,Fingermarks
"Sachdeva S., Tripathi A., Kapoor P.",23111787000;56535932100;42861851800;,Dermatoglyphic assessment in subjects with different dental arch forms: An appraisal,2014,Journal of Indian Prosthodontist Society,14,3,,281,288,,2,10.1007/s13191-013-0328-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906857948&doi=10.1007%2fs13191-013-0328-9&partnerID=40&md5=6c092d02309ed0614dff975f266044a8,"Department of Prosthodontics, Faculty of Dentistry, Jamia Millia Islamia University, New Delhi 110025, India; Saraswati Dental College and Hospital, Lucknow, India; Department of Orthodontics, ESIC Dental College, New Delhi, India","Sachdeva, S., Department of Prosthodontics, Faculty of Dentistry, Jamia Millia Islamia University, New Delhi 110025, India; Tripathi, A., Saraswati Dental College and Hospital, Lucknow, India; Kapoor, P., Department of Orthodontics, ESIC Dental College, New Delhi, India",Dental arch form; Dermatoglyphics; Fingertip patterns; TFRC,,"Sachdeva, S.; Department of Prosthodontics, Faculty of Dentistry, Jamia Millia Islamia University, New Delhi 110025, India; email: drshabinasachdeva@yahoo.co.in",Article,Final,Open Access,Scopus,2-s2.0-84906857948,,IFSMS 2016,Fingermark Composition,Fingermarks
"Anitha C., Konde S., Raj N., Kumar N., Peethamber P.",56315602800;8928746500;56084851100;57189231663;56316000900;,Dermatoglyphics: A genetic marker of early childhood caries,2014,Journal of Indian Society of Pedodontics and Preventive Dentistry,32,3,,220,224,,9,10.4103/0970-4388.135828,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905680320&doi=10.4103%2f0970-4388.135828&partnerID=40&md5=8c760a06cb92dd285bdbeba8c8c6ea46,"Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India","Anitha, C., Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India; Konde, S., Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India; Raj, N., Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India; Kumar, N., Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India; Peethamber, P., Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India",Atd angle; dermatoglyphics; early childhood caries; genetics; total ridge count,"genetic marker; dental caries; dermatoglyphics; genetic marker; genetics; human; preschool child; Child, Preschool; Dental Caries; Dermatoglyphics; Genetic Markers; Humans","Konde, S.; Department of Pedodontics and Preventive Dentistry, AECS Maaruti College of Dental Sciences, Bengaluru, Karnataka, India; email: drsapna_konde@yahoo.com",Article,Final,Open Access,Scopus,2-s2.0-84905680320,,IFSMS 2016,Fingermark Composition,Fingermarks
"Dipierri J.E., Gutiérrez-Redomero E., Alonso-Rodríguez C., Alfaro E., Demarchi D., Rivaldería N.",6603768766;24490539200;53263185900;7007011307;6701519541;55318696100;,"Surnames, geographic altitude, and digital dermatoglyphics in a male population from the province of Jujuy (Argentina)",2014,HOMO- Journal of Comparative Human Biology,65,3,,256,266,,4,10.1016/j.jchb.2014.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901243982&doi=10.1016%2fj.jchb.2014.01.001&partnerID=40&md5=55fa7692f31eae1f7b678c7bb97246c9,"Facultad de Humanidades y Ciencias Sociales, Universidad Nacional de Jujuy, 4600 San Salvador de Jujuy, Jujuy, Argentina; Departamento de Ciencias de la Vida, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, 28871 Alcal· de Henares, Spain; Departamento de FÌsica y Matem·ticas, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, Campus Universitario, Crta, Madrid-Barcelona Km 33, 6, E 28871 Alcal· de Henares, Madrid, Spain; Facultad Ciencias Agrarias, Universidad Nacional de Jujuy - Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET), 4600 San Salvador de Jujuy, Jujuy, Argentina; Museo de AntropologÌa, Facultad de FilosofÌa y Humanidades, Univ, Nacional de Cordoba - Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET), 5000 Cordoba, Argentina; Instituto de BiologÌa de la Altura (INBIAL), Universidad Nacional de Jujuy, 4600 San Salvador de Jujuy, Jujuy, Argentina; Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, 28802 Alcal· de Henares, Spain","Dipierri, J.E., Facultad de Humanidades y Ciencias Sociales, Universidad Nacional de Jujuy, 4600 San Salvador de Jujuy, Jujuy, Argentina, Instituto de BiologÌa de la Altura (INBIAL), Universidad Nacional de Jujuy, 4600 San Salvador de Jujuy, Jujuy, Argentina; GutiÈrrez-Redomero, E., Departamento de Ciencias de la Vida, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, 28871 Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, 28802 Alcal· de Henares, Spain; Alonso-RodrÌguez, C., Departamento de FÌsica y Matem·ticas, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, Campus Universitario, Crta, Madrid-Barcelona Km 33, 6, E 28871 Alcal· de Henares, Madrid, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, 28802 Alcal· de Henares, Spain; Alfaro, E., Facultad Ciencias Agrarias, Universidad Nacional de Jujuy - Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET), 4600 San Salvador de Jujuy, Jujuy, Argentina, Instituto de BiologÌa de la Altura (INBIAL), Universidad Nacional de Jujuy, 4600 San Salvador de Jujuy, Jujuy, Argentina; Demarchi, D., Museo de AntropologÌa, Facultad de FilosofÌa y Humanidades, Univ, Nacional de Cordoba - Consejo Nacional de Investigaciones Cientificas y Tecnicas (CONICET), 5000 Cordoba, Argentina; RivalderÌa, N., Departamento de Ciencias de la Vida, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, 28871 Alcal· de Henares, Spain, Instituto Universitario de InvestigaciÛn en Ciencias Policiales, Universidad de Alcal·, 28802 Alcal· de Henares, Spain",,adolescent; altitude; Argentina; classification; cluster analysis; dermatoglyphics; human; male; nomenclature; young adult; Adolescent; Altitude; Argentina; Cluster Analysis; Dermatoglyphics; Humans; Male; Names; Young Adult,"GutiÈrrez-Redomero, E.; Departamento de Ciencias de la Vida, Facultad de BiologÌa, Ciencias Ambientales y QuÌmica, Universidad de Alcal·, 28871 Alcal· de Henares, Spain; email: esperanza.gutierrez@uah.es",Article,Final,,Scopus,2-s2.0-84901243982,,IFSMS 2016,Fingermark Composition,Fingermarks
