"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Reichert Z., Richards K., Yoshigoe K.","57208656062;56566084700;19640737600;","Automated forensic data acquisition in the cloud",2015,"Proceedings - 11th IEEE International Conference on Mobile Ad Hoc and Sensor Systems, MASS 2014","","","7035772","725","730",NA,4,"10.1109/MASS.2014.135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925355632&doi=10.1109%2fMASS.2014.135&partnerID=40&md5=c21d471c6408d91bdd40f68664f22e0c","Division of Information Technology and Sciences, Champlain College, Burlington, VT, United States; Department of Computer Science, Marshall University, Huntington, WV, United States; Department of Computer Science, University of Arkansas at Little Rock, Little Rock, AR, United States","Reichert, Z., Division of Information Technology and Sciences, Champlain College, Burlington, VT, United States; Richards, K., Department of Computer Science, Marshall University, Huntington, WV, United States; Yoshigoe, K., Department of Computer Science, University of Arkansas at Little Rock, Little Rock, AR, United States","automated snapshots; cloud forensics; hypervisorbased intrusion detection systems","Automation; Computer crime; Data acquisition; Infrastructure as a service (IaaS); Intrusion detection; Open systems; automated snapshots; Cloud forensics; Cloud service providers; Forensic evidence; Future research directions; Intrusion Detection Systems; Network Monitoring; Practical solutions; Computer forensics","","Conference Paper","Final","","Scopus","2-s2.0-84925355632","Digital Evidence","Digital Evidence"
"Wang W.B., Huang M.L., Lu L.F., Zhang J.","57055100300;13906803200;26651953800;50862191000;","Improving performance of forensics investigation with parallel coordinates visual analytics",2015,"Proceedings - 17th IEEE International Conference on Computational Science and Engineering, CSE 2014, Jointly with 13th IEEE International Conference on Ubiquitous Computing and Communications, IUCC 2014, 13th International Symposium on Pervasive Systems, Algorithms, and Networks, I-SPAN 2014 and 8th International Conference on Frontier of Computer Science and Technology, FCST 2014","","","07023848","1838","1843",NA,NA,"10.1109/CSE.2014.337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925278164&doi=10.1109%2fCSE.2014.337&partnerID=40&md5=0fe23361758cbdea484bb4cee8e70bb6","Faculty of Engineering and IT, University of Technology, Sydney, Sydney, Australia; School of Computer Software, Tianjin University, Tianjin, 300072, China; School of Software, University of Technology, Sydney, Sydney, Australia","Wang, W.B., Faculty of Engineering and IT, University of Technology, Sydney, Sydney, Australia; Huang, M.L., School of Computer Software, Tianjin University, Tianjin, 300072, China, School of Software, University of Technology, Sydney, Sydney, Australia; Lu, L.F., Faculty of Engineering and IT, University of Technology, Sydney, Sydney, Australia; Zhang, J., Faculty of Engineering and IT, University of Technology, Sydney, Sydney, Australia","Computer forensics; Digital evidence; Parallel coordinates; Red-Black tree; Visuaization techniques","Data visualization; Forensic engineering; Hard disk storage; Trees (mathematics); Ubiquitous computing; Visualization; Data analysis algorithms; Digital evidence; Forensics investigations; Forensics investigators; Parallel coordinates; Red black tree; Visuaization techniques; Visualization technique; Computer forensics","","Conference Paper","Final","","Scopus","2-s2.0-84925278164","Digital Evidence","Digital Evidence"
"Liu Y., Li X., Kong A.W.K.","56736315400;56039582400;23497306400;","Speeding up the knowledge-based deblocking method for efficient forensic analysis",2015,"IEEE Workshop on Computational Intelligence in Biometrics and Identity Management, CIBIM","2015-January","January","7015462","185","194",NA,2,"10.1109/CIBIM.2014.7015462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937956838&doi=10.1109%2fCIBIM.2014.7015462&partnerID=40&md5=16126361f92622de1a4d2215eacc3c83","School of Computer Engineering, Nanyang Technological University, Singapore, Singapore","Liu, Y., School of Computer Engineering, Nanyang Technological University, Singapore, Singapore; Li, X., School of Computer Engineering, Nanyang Technological University, Singapore, Singapore; Kong, A.W.K., School of Computer Engineering, Nanyang Technological University, Singapore, Singapore","Biometrics; forensics; image processing; JPEG; skin images; skin marks","Artificial intelligence; Biometrics; Blood vessels; Hash functions; Image compression; Image processing; Knowledge based systems; Blocking artifacts; Computational burden; Computational technique; forensics; JPEG; Skin images; Skin marks; Statistical characteristics; Digital forensics","","Conference Paper","Final","","Scopus","2-s2.0-84937956838","Digital Evidence","Digital Evidence"
"Al-Dhaqm A.M.R., Othman S.H., Razak S.A., Ngadi A.","56516988400;36245716100;57202120585;24923511700;","Towards adapting metamodelling technique for database forensics investigation domain",2015,"Proceedings - 2014 International Symposium on Biometrics and Security Technologies, ISBAST 2014","","","7013142","322","327",NA,8,"10.1109/ISBAST.2014.7013142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922821800&doi=10.1109%2fISBAST.2014.7013142&partnerID=40&md5=ff06ca9d196c899555c223349c58c5c8","Faculty of Computing, Universiti Teknologi Malaysia, Johor, 81310, Malaysia","Al-Dhaqm, A.M.R., Faculty of Computing, Universiti Teknologi Malaysia, Johor, 81310, Malaysia; Othman, S.H., Faculty of Computing, Universiti Teknologi Malaysia, Johor, 81310, Malaysia; Razak, S.A., Faculty of Computing, Universiti Teknologi Malaysia, Johor, 81310, Malaysia; Ngadi, A., Faculty of Computing, Universiti Teknologi Malaysia, Johor, 81310, Malaysia","Database forensic; Database forensic investigation; Metamodel; Metamodelling; Model","Database systems; Forensic engineering; Knowledge based systems; Models; Software engineering; Complex Processes; Forensic investigation; Forensics investigations; Issues and challenges; Knowledge process; Meta model; Meta-modelling; Software engineering domain; Digital forensics","Al-Dhaqm, A.M.R.; Faculty of Computing, Universiti Teknologi MalaysiaMalaysia; email: arafataldoqm@gmail.com","Conference Paper","Final","","Scopus","2-s2.0-84922821800","Digital Evidence","Digital Evidence"
"Wang X.G.","55934234600;","Research on digital forensics and its relevant problems",2015,"Electronics, Information Technology and Intellectualization - International Conference on Electronics, InformationTechnology and Intellectualization, EITI 2014","","","","43","48",NA,NA,"10.1201/b17988-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940040918&doi=10.1201%2fb17988-12&partnerID=40&md5=443bda8ebddeb3d12d6c2b3f7267b328","Department of Computer Science, East China University of Political Science and Law, Shanghai, China","Wang, X.G., Department of Computer Science, East China University of Political Science and Law, Shanghai, China","Digital forensics; Electronic evidence; Judicial problems","Electronic crime countermeasures; Electronic evidences; Existing problems; Forensic procedures; Judicial problems; Digital forensics","Wang, X.G.; Department of Computer Science, East China University of Political Science and LawChina","Conference Paper","Final","","Scopus","2-s2.0-84940040918","Digital Evidence","Digital Evidence"
"Halboob W., Mahmod R., Abulaish M., Abbas H., Saleem K.","26428754700;6506085008;6505934038;35112833100;24766676700;","Data Warehousing Based Computer Forensics Investigation Framework",2015,"Proceedings - 12th International Conference on Information Technology: New Generations, ITNG 2015","","","7113466","163","168",NA,9,"10.1109/ITNG.2015.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936804972&doi=10.1109%2fITNG.2015.31&partnerID=40&md5=4582c188d80592a79a0f790b73e5c61b","Center of Excellence in Information Assurance, King Saud University, Saudi Arabia; Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Selangor, 43400, Malaysia","Halboob, W., Center of Excellence in Information Assurance, King Saud University, Saudi Arabia, Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Selangor, 43400, Malaysia; Mahmod, R., Faculty of Computer Science and Information Technology, Universiti Putra Malaysia, Serdang, Selangor, 43400, Malaysia; Abulaish, M., Center of Excellence in Information Assurance, King Saud University, Saudi Arabia; Abbas, H., Center of Excellence in Information Assurance, King Saud University, Saudi Arabia; Saleem, K., Center of Excellence in Information Assurance, King Saud University, Saudi Arabia","Access control; and reliability; Authenticity; Computer forensics; Data warehouse; Digital evidence; Efficiency","Access control; Computer forensics; Efficiency; Access control mechanism; Authenticity; Court of law; Cryptographic techniques; Digital evidence; Digital resources; Forensics investigations; User data; Data warehouses","","Conference Paper","Final","","Scopus","2-s2.0-84936804972","Digital Evidence","Digital Evidence"
"Veber J., Hykš O.","8973155400;56394447300;","Digital forensic laboratory process management using ISO 27000 recommendations",2015,"IDIMT 2015: Information Technology and Society - Interaction and Interdependence - 23rd Interdisciplinary Information Management Talks","","","","119","126",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947080228&partnerID=40&md5=2a2287416673f0de9685fdb905ab4add","Department of Systems Analysis, Faculty of Informatics and Statistics, University of Economics, Prague, Czech Republic; Department of Management, Faculty of Business Administration, University of Economics, Prague, Czech Republic","Veber, J., Department of Systems Analysis, Faculty of Informatics and Statistics, University of Economics, Prague, Czech Republic; Hykš, O., Department of Management, Faculty of Business Administration, University of Economics, Prague, Czech Republic","Business process; Digital evidence analysis; Digital forensic laboratory; ISO; Management; Process mapping; Standardization","Administrative data processing; Electronic crime countermeasures; Information management; Laboratories; Management; Standardization; Business Process; Digital evidence; Digital forensic; ISO; Process mapping; Computer crime","","Conference Paper","Final","","Scopus","2-s2.0-84947080228","Digital Evidence","Digital Evidence"
"Jain N., Kalbande D.R.","56572038700;36600660500;","Digital forensic framework using feedback and case history keeper",2015,"Proceedings - 2015 International Conference on Communication, Information and Computing Technology, ICCICT 2015","","","7045670","","",NA,7,"10.1109/ICCICT.2015.7045670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925665583&doi=10.1109%2fICCICT.2015.7045670&partnerID=40&md5=bcf6e2e7c043de7f02a752cca92567a9","Information Technology Department, Shah and Anchor Kutchhi Engineering College, Mumbai, India; Computer Engineering Department, Sardar Patel Institute of Technology, Mumbai, India","Jain, N., Information Technology Department, Shah and Anchor Kutchhi Engineering College, Mumbai, India; Kalbande, D.R., Computer Engineering Department, Sardar Patel Institute of Technology, Mumbai, India","digital crime; Digital forensic framework; evidence","Computation theory; Crime; Digital devices; Electronic crime countermeasures; Case history; Digital crime; Digital forensic; evidence; Forensic models; Lookup facility; Standardized methods; Time minimization; Computer crime","","Conference Paper","Final","","Scopus","2-s2.0-84925665583","Digital Evidence","Digital Evidence"
"Mohite M.P., Ardhapurkar S.B.","56958390400;56958443700;","Design and implementation of a cloud based computer forensic tool",2015,"Proceedings - 2015 5th International Conference on Communication Systems and Network Technologies, CSNT 2015","","","7280070","1005","1009",NA,4,"10.1109/CSNT.2015.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946925029&doi=10.1109%2fCSNT.2015.180&partnerID=40&md5=fbb0ef89b7c7653caad7bb96a064420b","Department of Computer Technology, Y.C.C.E, Nagpur, India","Mohite, M.P., Department of Computer Technology, Y.C.C.E, Nagpur, India; Ardhapurkar, S.B., Department of Computer Technology, Y.C.C.E, Nagpur, India","Cloud Computing; Computer Forensic; Digital Evidence; Forensic Investigation","Cloud computing; Computer forensics; Digital computers; Digital devices; Digital storage; Electronic crime countermeasures; Information use; Virtual storage; Cloud computing environments; Cloud environments; Crime scene investigations; Design and implementations; Digital evidence; Forensic investigation; Information and communication technology industry; Multiple features; Computer crime","","Conference Paper","Final","","Scopus","2-s2.0-84946925029","Digital Evidence","Digital Evidence"
"Mahmood W., Jahankhani H., Ozkaya A.","56938298600;55970576100;56938298200;","Cloud forensics challenges faced by forensic investigators",2015,"Communications in Computer and Information Science","534","","","74","82",NA,NA,"10.1007/978-3-319-23276-8_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945926365&doi=10.1007%2f978-3-319-23276-8_7&partnerID=40&md5=aaea3ad0203e70ceeee74371e4928869","GSM-London, London, United Kingdom","Mahmood, W., GSM-London, London, United Kingdom; Jahankhani, H., GSM-London, London, United Kingdom; Ozkaya, A., GSM-London, London, United Kingdom","Anti-forensics; Challenges of cloud forensics; Cloud computing; Cloud forensics; Computer misuse act; Cyber security strategy; Digital evidence","Cloud computing; Computer forensics; Computer workstations; Sustainable development; Anti-Forensics; Cloud forensics; Computer misuse; Cyber security; Digital evidence; Computer crime","Jahankhani, H.; GSM-LondonUnited Kingdom; email: Hamid.jahanhani@gsm.org.uk","Conference Paper","Final","","Scopus","2-s2.0-84945926365","Digital Evidence","Digital Evidence"
"Endicott-Popovsky B., Kuntze N., Rudolph C.","15757193500;14054371600;36696969600;","Forensic readiness: Emerging discipline for creating reliable and secure digital evidence",2015,"Journal of Harbin Institute of Technology (New Series)","22","1","","1","8",NA,5,"10.11916/j.issn.1005-9113.2015.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925300690&doi=10.11916%2fj.issn.1005-9113.2015.01.001&partnerID=40&md5=33a425991b0ef69674a44d52cd693f45","Institute of Technology, University of Washington, Tacoma, WA  98402, United States; Fraunhofer Institute of Technology, Darmstadt, 64295, Germany","Endicott-Popovsky, B., Institute of Technology, University of Washington, Tacoma, WA  98402, United States; Kuntze, N., Fraunhofer Institute of Technology, Darmstadt, 64295, Germany; Rudolph, C., Fraunhofer Institute of Technology, Darmstadt, 64295, Germany","Calibration; Digital evidence; Digital forensics; Forensic readiness","Calibration; Digital devices; Electronic crime countermeasures; Hardware; Hardware security; Mobile security; Digital evidence; Digital forensic; Forensic readiness; Lawful interception; Secure digital evidences; Security requirements; Technical solutions; Traditional approaches; Computer crime","Endicott-Popovsky, B.; Institute of Technology, University of WashingtonUnited States","Article","Final","","Scopus","2-s2.0-84925300690","Digital Evidence","Digital Evidence"
"Kishore N., Kapoor B.","56126307500;57195274647;","Faster file imaging framework for digital forensics",2015,"Procedia Computer Science","49","1","","74","81",NA,2,"10.1016/j.procs.2015.04.229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938932918&doi=10.1016%2fj.procs.2015.04.229&partnerID=40&md5=58aa0db717530b3c059bd64f33a8da92","Department of Computer Science and Engineering, Chitkara University, Himachal Pradesh, India; Mimasic, Dallas, TX, United States","Kishore, N., Department of Computer Science and Engineering, Chitkara University, Himachal Pradesh, India; Kapoor, B., Mimasic, Dallas, TX, United States","Cryptographic hash functions; Cybercrime; Digital forensics; Disk imaging; OpenMP; Parallel algorithms; SHA-1","Application programming interfaces (API); Computer forensics; Digital devices; Digital forensics; Electronic crime countermeasures; Hash functions; Image processing; Multiprocessing systems; Parallel algorithms; Cryptography; Cryptographic hash functions; Cybercrime; Disk imaging; OpenMP; SHA-1; Digital forensic; Computer crime","Kishore, N.; Department of Computer Science and Engineering, Chitkara UniversityIndia; email: neha.kishore@chitkarauniversity.edu.in","Conference Paper","Final","Open Access","Scopus","2-s2.0-84938932918","Digital Evidence","Digital Evidence"
"Talib A.M., Alomary F.O.","42962461700;57024210800;","Towards a comprehensive ontology based-investigation for digital forensics cybercrime",2015,"International Journal on Communications Antenna and Propagation","5","5","","263","268",NA,6,"10.15866/irecap.v5i5.6112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952054874&doi=10.15866%2firecap.v5i5.6112&partnerID=40&md5=58100d1a979b92f58808157454c76337","College of Computer and Information Sciences, Information Technology Department, Al-Imam Muhammad Ibn Saud Islamic University, Riyadh, Saudi Arabia","Talib, A.M., College of Computer and Information Sciences, Information Technology Department, Al-Imam Muhammad Ibn Saud Islamic University, Riyadh, Saudi Arabia; Alomary, F.O., College of Computer and Information Sciences, Information Technology Department, Al-Imam Muhammad Ibn Saud Islamic University, Riyadh, Saudi Arabia","Cyber crime; Digital forensics; Ontology; Protégé and web ontology language","","","Article","Final","","Scopus","2-s2.0-84952054874","Digital Evidence","Digital Evidence"
"Chang Y.-T., Teng K.-C., Tso Y.-C., Wang S.-J.","56182569700;56747474000;55204867300;7410333676;","Jailbroken iPhone forensics for the investigations and controversy to digital evidence",2015,"Journal of Computers (Taiwan)","26","2","","19","33",NA,2,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938319045&partnerID=40&md5=9a8456f8650c99311dab5fc50b94ac3d","Department of Information Management, Central Police University, Taoyuan, 33304, Taiwan","Chang, Y.-T., Department of Information Management, Central Police University, Taoyuan, 33304, Taiwan; Teng, K.-C., Department of Information Management, Central Police University, Taoyuan, 33304, Taiwan; Tso, Y.-C., Department of Information Management, Central Police University, Taoyuan, 33304, Taiwan; Wang, S.-J., Department of Information Management, Central Police University, Taoyuan, 33304, Taiwan","Apple iTunes; Digital forensics; Digital investigation; iOS; iPhone; Jailbreak","Electronic crime countermeasures; Extraction; Fruits; Smartphones; Apple iTunes; Digital forensic; Digital investigation; iOS; iPhone; Jailbreak; Computer crime","Wang, S.-J.; Department of Information Management, Central Police UniversityTaiwan","Article","Final","","Scopus","2-s2.0-84938319045","Digital Evidence","Digital Evidence"
"[No author name available]","[No author id available]","7th International Conference on Digital Forensics and Cyber Crime, ICDF2C 2015",2015,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST","157","","","1","216",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945960054&partnerID=40&md5=e224146a19af19fc75dd7aae43f0e002","","","","","","Conference Review","Final","","Scopus","2-s2.0-84945960054","Digital Evidence","Digital Evidence"
"Watt A.C., Slay J.","56463620100;15756115700;","First responders actions to cope with volatile digital evidence",2015,"International Journal of Electronic Security and Digital Forensics","7","4","","381","399",NA,1,"10.1504/IJESDF.2015.072182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943579638&doi=10.1504%2fIJESDF.2015.072182&partnerID=40&md5=64af233f31cc354ad50fd9c967347c64","Centre for Policing, Intelligence and Counter Terrorism, Macquarie University, Sydney, NSW  2109, Australia; UNSW Canberra, Australian Defence Force Academy, P.O. Box 7916, Canberra, BC  2610, Australia","Watt, A.C., Centre for Policing, Intelligence and Counter Terrorism, Macquarie University, Sydney, NSW  2109, Australia; Slay, J., UNSW Canberra, Australian Defence Force Academy, P.O. Box 7916, Canberra, BC  2610, Australia","Anti-forensics; Computer forensics; Crime scene; Digital forensics; File concealment; First responder; Forensic analysis; Investigative framework; Live forensic analysis; Search warrant","Computer forensics; Containers; Cryptography; Digital devices; Digital forensics; Digital storage; Electronic crime countermeasures; Laws and legislation; Network security; Virtual machine; Anti-Forensics; Crime scenes; File concealment; First responders; Forensic analysis; Investigative framework; Live Forensics; Search warrant; Computer crime","Watt, A.C.; Centre for Policing, Intelligence and Counter Terrorism, Macquarie UniversityAustralia; email: allan.watt@mq.edu.au","Article","Final","","Scopus","2-s2.0-84943579638","Digital Evidence","Digital Evidence"
"Shah J., Malik L.G.","56107913700;11339384400;","Digital forensic in cloudsim",2015,"Smart Innovation, Systems and Technologies","31","","","563","572",NA,1,"10.1007/978-81-322-2205-7_52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919969413&doi=10.1007%2f978-81-322-2205-7_52&partnerID=40&md5=6ed29b4b0c77313e5322cc984be88901","G.H. Raisoni College of Engineering, Nagpur, India","Shah, J., G.H. Raisoni College of Engineering, Nagpur, India; Malik, L.G., G.H. Raisoni College of Engineering, Nagpur, India","Cloudsim; Tiled bitmap","Artificial intelligence; Crime; Data mining; Electronic crime countermeasures; Personal computing; Cloud environments; Cloudsim; Digital evidence; Digital forensic; Encryption methods; Research focus; Sensitive datas; Tiled bitmap; Computer crime","Shah, J.; G.H. Raisoni College of EngineeringIndia","Article","Final","","Scopus","2-s2.0-84919969413","Digital Evidence","Digital Evidence"
"He J., Liu G., Zhao B., Wan X., Huang N.","8688078000;56375196000;56564538700;56413945300;56413952200;","Ensuring the authenticity and non-misuse of data evidence in digital forensics",2015,"Journal of Harbin Institute of Technology (New Series)","22","1","","85","90",NA,1,"10.11916/j.issn.1005-9113.2015.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925300673&doi=10.11916%2fj.issn.1005-9113.2015.01.014&partnerID=40&md5=210744356c352f5414d3d6f72c1fa098","School of Software Engineering, Beijing University of Technology, Beijing, 100124, China; Dept. of Computer Science, Jining University, Qufu, 273155, China; State Key Laboratory of Digital Publishing Technology, Peking University Founder Group Co., Ltd, Beijing, 100871, China","He, J., School of Software Engineering, Beijing University of Technology, Beijing, 100124, China; Liu, G., School of Software Engineering, Beijing University of Technology, Beijing, 100124, China; Zhao, B., School of Software Engineering, Beijing University of Technology, Beijing, 100124, China, Dept. of Computer Science, Jining University, Qufu, 273155, China, State Key Laboratory of Digital Publishing Technology, Peking University Founder Group Co., Ltd, Beijing, 100871, China; Wan, X., School of Software Engineering, Beijing University of Technology, Beijing, 100124, China; Huang, N., School of Software Engineering, Beijing University of Technology, Beijing, 100124, China","Authenticity; Digital evidence; Digital forensics; Non-misuse","Cryptography; Digital devices; Electronic crime countermeasures; Hash functions; Mobile devices; Mobile security; Public key cryptography; Asymmetric encryption; Authenticity; Digital evidence; Digital forensic; Forensic investigation; Non-misuse; Public keys; Security mechanism; Security of data","He, J.; School of Software Engineering, Beijing University of TechnologyChina","Article","Final","","Scopus","2-s2.0-84925300673","Digital Evidence","Digital Evidence"
"Casey E., Back G., Barnum S.","9843819800;56538177200;8215130600;","Leveraging CybOX™ to standardize representation and exchange of digital forensic information",2015,"Proceedings of the Digital Forensic Research Conference, DFRWS 2015 EU","","","","S102","S110",NA,2,"10.1016/j.diin.2015.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068642119&doi=10.1016%2fj.diin.2015.01.014&partnerID=40&md5=1ba05d0a567805877e0a8c4cedcf4320","MITRE Corporation, 7525 Colshire Drive, McLean, VA  22102-7539, United States","Casey, E., MITRE Corporation, 7525 Colshire Drive, McLean, VA  22102-7539, United States; Back, G., MITRE Corporation, 7525 Colshire Drive, McLean, VA  22102-7539, United States; Barnum, S., MITRE Corporation, 7525 Colshire Drive, McLean, VA  22102-7539, United States","CybOX; DFAX; DFXML; Digital forensic ontology; Digital forensic XML; Digital forensics; Standard representation","Computer crime; Electronic crime countermeasures; Ontology; CybOX; DFAX; DFXML; Digital forensic analysis; Domain-specific information; Forensic investigation; Identity information; Location information; Digital forensics","Casey, E.; MITRE Corporation, 7525 Colshire Drive, United States; email: ecasey@mitre.org","Conference Paper","Final","Open Access","Scopus","2-s2.0-85068642119","Digital Evidence","Digital Evidence"
"Chen L., Xu L., Yuan X., Shashidhar N.","54790727300;56597104000;57204117133;24491087900;","Digital forensics in social networks and the cloud: Process, approaches, methods, tools, and challenges",2015,"2015 International Conference on Computing, Networking and Communications, ICNC 2015","","","7069509","1132","1136",NA,8,"10.1109/ICCNC.2015.7069509","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928044270&doi=10.1109%2fICCNC.2015.7069509&partnerID=40&md5=23627678a4168b25bc541f2a3d775c40","Dept. of Computer Science, Sam Houston State University, Huntsville, TX  77341, United States; Dept. of Computer and Communication, Chengdu Rlw. Pub. Sec. Bu., Chengdu, 610081, China; Dept. of Computer Science and Eng., University of North Texas, Denton, TX  76203, United States","Chen, L., Dept. of Computer Science, Sam Houston State University, Huntsville, TX  77341, United States; Xu, L., Dept. of Computer and Communication, Chengdu Rlw. Pub. Sec. Bu., Chengdu, 610081, China; Yuan, X., Dept. of Computer Science and Eng., University of North Texas, Denton, TX  76203, United States; Shashidhar, N., Dept. of Computer Science, Sam Houston State University, Huntsville, TX  77341, United States","cloud computing; digital forensics; digital investigation; electronic evidence; social networks","Cloud computing; Computer crime; Data handling; Digital storage; Electronic crime countermeasures; Social networking (online); Social sciences computing; Ubiquitous computing; Computing power; Data storage; Digital forensic; Digital investigation; Efficiency and performance; Electronic evidences; Forensic process; Network environments; Distributed computer systems","","Conference Paper","Final","","Scopus","2-s2.0-84928044270","Digital Evidence","Digital Evidence"
"Montasari R., Peltola P., Evans D.","56939033500;55605046900;57214022964;","Integrated computer forensics investigation process model (ICFIPM) for computer crime investigations",2015,"Communications in Computer and Information Science","534","","","83","95",NA,9,"10.1007/978-3-319-23276-8_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945908476&doi=10.1007%2f978-3-319-23276-8_8&partnerID=40&md5=7d8aaf55ec84a4796fce7590c7e58aee","Derby University, Derby, United Kingdom; Nottingham University, Nottingham, United Kingdom","Montasari, R., Derby University, Derby, United Kingdom; Peltola, P., Nottingham University, Nottingham, United Kingdom; Evans, D., Derby University, Derby, United Kingdom","Computer crime; Computer forensics; Digital forensic investigations; Formal framework; Incident response; Process model","Computer forensics; Crime; Electronic crime countermeasures; Sustainable development; Digital forensic; Digital investigation; Forensics investigations; Formal framework; Incident response; Investigation process; Practical requirements; Process Modeling; Computer crime","Montasari, R.; Derby UniversityUnited Kingdom; email: r.montasari@derby.ac.uk","Conference Paper","Final","","Scopus","2-s2.0-84945908476","Digital Evidence","Digital Evidence"
"Povar D., Saibharath, Geethakumari G.","46661973200;56669715400;15768843300;","Real-time digital forensic triaging for cloud data analysis using MapReduce on Hadoop framework",2015,"International Journal of Electronic Security and Digital Forensics","7","2","","119","133",NA,NA,"10.1504/IJESDF.2015.069602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930424793&doi=10.1504%2fIJESDF.2015.069602&partnerID=40&md5=5046a2acaa4d4fdb3803e5c39db34621","Department of Computer Science and Information Systems, BITS Pilani, Hyderabad Campus, Jawaharnagar, Shameerpet, Hyderabad, Telangana, India","Povar, D., Department of Computer Science and Information Systems, BITS Pilani, Hyderabad Campus, Jawaharnagar, Shameerpet, Hyderabad, Telangana, India; Saibharath, Department of Computer Science and Information Systems, BITS Pilani, Hyderabad Campus, Jawaharnagar, Shameerpet, Hyderabad, Telangana, India; Geethakumari, G., Department of Computer Science and Information Systems, BITS Pilani, Hyderabad Campus, Jawaharnagar, Shameerpet, Hyderabad, Telangana, India","Cloud computing; Cloud crime; Cloud forensics; Cybercrime; Digital evidence; Digital forensic triage; Digital forensics; Virtual machine","Cloud computing; Computer crime; Crime; Digital forensics; Electronic crime countermeasures; Ubiquitous computing; Virtual machine; Virtual reality; Virtual storage; Virtualization; Child pornographies; Cloud environments; Cloud forensics; Computing paradigm; Cybercrime; Digital evidence; Digital forensic analysis; Hadoop frameworks; Computer forensics","Povar, D.; Department of Computer Science and Information Systems, BITS Pilani, Hyderabad Campus, Jawaharnagar, Shameerpet, India; email: powar.d@hyderabad.bits-pilani.ac.in","Article","Final","","Scopus","2-s2.0-84930424793","Digital Evidence","Digital Evidence"
"Kebande V., Venter H.S.","56410850700;7005841055;","A functional architecture for cloud forensic readiness large-scale potential digital evidence analysis",2015,"European Conference on Information Warfare and Security, ECCWS","2015-January","","","373","382",NA,14,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940748114&partnerID=40&md5=56f5be36f8dbca6671f1c3d844ce508d","Department of Computer Science, University of Pretoria, South Africa","Kebande, V., Department of Computer Science, University of Pretoria, South Africa; Venter, H.S., Department of Computer Science, University of Pretoria, South Africa","Architecture; Cloud; Digital; Evidence; Forensic; Functional; Hadoop; Large-scale; MapReduce; Potential; Readiness","Architecture; Big data; Clouds; Computer architecture; Electronic crime countermeasures; Network architecture; Scale (deposits); Digital; Evidence; Forensic; Functional; Hadoop; Large-scale; Map-reduce; Potential; Readiness; Computer crime","","Conference Paper","Final","","Scopus","2-s2.0-84940748114","Digital Evidence","Digital Evidence"
"Tian Z., Jiang W., Li Y.","9636602700;56931749300;56368711400;","A transductive scheme based inference techniques for network forensic analysis",2015,"China Communications","12","2","","167","176",NA,10,"10.1109/CC.2015.7084411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928108030&doi=10.1109%2fCC.2015.7084411&partnerID=40&md5=1c0a0ea98690c31507f94d9eb51a1ac0","Harbin Institute of Technology, Heilongjiang Province, Harbin, China; College of Computer Science, Beijing University of Technology, Beijing, China; School of Computer, National University of Defense Technology, Changsha, 410073, China; China International Capital Corporation Limited, Beijing, China","Tian, Z., Harbin Institute of Technology, Heilongjiang Province, Harbin, China; Jiang, W., College of Computer Science, Beijing University of Technology, Beijing, China, School of Computer, National University of Defense Technology, Changsha, 410073, China; Li, Y., China International Capital Corporation Limited, Beijing, China","digital evidence; network forensics; security; transductive scheme","","","Article","Final","","Scopus","2-s2.0-84928108030","Digital Evidence","Digital Evidence"
