"Authors","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Author Keywords","Index Keywords","Correspondence Address","Document Type","Publication Stage","Access Type","Source","EID","SubEvidence","Evidence"
"Buxton T.L., Harrington P.D.B.","7003263251;35577407600;","Rapid multivariate curve resolution applied to identification of explosives by ion mobility spectrometry",2001,"Analytica Chimica Acta","434","2","","269","282",NA,42,"10.1016/S0003-2670(01)00839-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035843860&doi=10.1016%2fS0003-2670%2801%2900839-X&partnerID=40&md5=f93eddfa0280afd9db87efbfe6b40f06","Department of Chemistry and Biochemistry, Center for Intelligent Chemical Instrumentation, Ohio University, Athens, OH 45701-2979, United States","Buxton, T.L., Department of Chemistry and Biochemistry, Center for Intelligent Chemical Instrumentation, Ohio University, Athens, OH 45701-2979, United States; Harrington, P.D.B., Department of Chemistry and Biochemistry, Center for Intelligent Chemical Instrumentation, Ohio University, Athens, OH 45701-2979, United States","HMX; Ion mobility spectrometry; PETN; SIMPLISMA; Thermal desorption","cyclotetramethylene tetranitrate; explosive; nitric acid derivative; pentaerythrityl tetranitrate; unclassified drug; accuracy; airport; article; chemometric analysis; decomposition; filter; heating; information processing; ion mobility spectrometry; multivariate analysis; priority journal; screening; spectrometry; technique; temperature","Harrington, P.D.B.; Department of Chemistry, Ctr. for Intell. Chem. Instrum., Ohio University, Athens, OH 45701-2979, United States; email: peter.harrington@ohio.edu","Article","Final","","Scopus","2-s2.0-0035843860","Explosive Scene","Explosives"
"Lynam D.","23051220800;","Fireworks stand test burn",2001,"Fire Technology","37","2","","153","166",NA,1,"10.1023/A:1011697718823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035298005&doi=10.1023%2fA%3a1011697718823&partnerID=40&md5=b62f3832fb9e3a9c25fdd9018c1fe1ba","Clark County WA Fire Marshal, PO Box 9810, Vancouver, WA 98666-9810, United States","Lynam, D., Clark County WA Fire Marshal, PO Box 9810, Vancouver, WA 98666-9810, United States","Explosives; Fire protection; Fireworks; Pyrotechnic","Flashover; Heat flux; Ignition; Thermal effects; Fireworks; Fire hazards; fire","Lynam, D.; Clark County WA Fire Marshal, PO Box 9810, Vancouver, WA 98666-9810, United States","Article","Final","","Scopus","2-s2.0-0035298005","Explosive Scene","Explosives"
"Blanco-Pampín J.M.","56614846600;","Suicidal deaths using fireworks",2001,"Journal of Forensic Sciences","46","2","","402","405",NA,23,"10.1520/jfs14983j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035051566&doi=10.1520%2fjfs14983j&partnerID=40&md5=1c4ae63bd52d8176ad04eb2e2dc82978","Palacio de Justicia, Departamento de Medicina Forense, c/ Viena s/n, 15701 Santiago de Compostela, Spain","Blanco-Pampín, J.M., Palacio de Justicia, Departamento de Medicina Forense, c/ Viena s/n, 15701 Santiago de Compostela, Spain","Autopsy; Death; Explosion; Fireworks; Forensic pathology; Forensic science; Suicide","explosive; adult; article; autopsy; case report; cause of death; central nervous system disease; depression; explosion; forensic pathology; forensic science; human; male; medicolegal aspect; priority journal; socioeconomics; suicide","Blanco-Pampín, J.M.; Palacio de Justicia, Departamento de Medicina Forense, c/ Viena s/n, 15701 Santiago de Compostela, Spain","Article","Final","","Scopus","2-s2.0-0035051566","Explosive Scene","Explosives"
"Monsfield A.M., Marshall M., Walker C.L., Hubbard P.","6504367479;21737576600;18839354400;18835511000;","Physical and chemical evidence remaining after the explosion of large improvised bombs. Part 3: Firings of calcium carbonate ammonium nitrate/sugar",2001,"Journal of Forensic Sciences","46","3","","535","548",NA,7,"10.1520/jfs15001j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034988638&doi=10.1520%2fjfs15001j&partnerID=40&md5=3895f75aedc306ed99b79f283d609fe3","Forensic Explosives Laboratory, Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom; Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom","Monsfield, A.M., Forensic Explosives Laboratory, Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom; Marshall, M., Forensic Explosives Laboratory, Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom; Walker, C.L., Forensic Explosives Laboratory, Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom; Hubbard, P., Defence Evaluation and Research Agency, Sevenoaks, Kent, TN14 7BP, United Kingdom","Ammonium nitrate; Chemical residues; Fertilizer; Forensic science; Improvised explosive device; Physical damage; Sugar; TNT equivalence; Velocity of detonation; Witness materials","ammonium nitrate; calcium carbonate; explosive; sugar; article; calculation; explosion; forensic science; materials; priority journal","Marshall, M.; Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom","Article","Final","","Scopus","2-s2.0-0034988638","Explosive Scene","Explosives"
"Berg J.L.","57124410000;","Advanced 3D vision systems for autonomous robot operations",2001,"Proceedings of SPIE - The International Society for Optical Engineering","4195","","","116","126",NA,NA,"10.1117/12.417294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035018475&doi=10.1117%2f12.417294&partnerID=40&md5=553a4be75b39b5f72ed914c4cd8be471","Holometrics, Inc., 344 State Place, Escondido, CA 92029, United States","Berg, J.L., Holometrics, Inc., 344 State Place, Escondido, CA 92029, United States","3-D imagery; 3-D vision systems; Laser radar; Remotely controlled robots; Robot vision; Scanning laser radar","Digital image storage; Earthquake effects; Error analysis; Explosives; Military applications; Mobile robots; Optical radar; Personnel; Robot applications; Holometrics three dimensional vision system; Three dimensional imagery; Three dimensional vision system; Computer vision","Berg, J.L.; Holometrics, Inc., 344 State Place, Escondido, CA 92029, United States; email: johnnyberg@nctimes.net","Conference Paper","Final","","Scopus","2-s2.0-0035018475","Explosive Scene","Explosives"
"Aisen P., Enns C., Wessling-Resnick M.","7103155105;7006128220;7006312085;","Chemistry and biology of eukaryotic iron metabolism",2001,"International Journal of Biochemistry and Cell Biology","33","10","","940","959",NA,508,"10.1016/S1357-2725(01)00063-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034896427&doi=10.1016%2fS1357-2725%2801%2900063-2&partnerID=40&md5=194980718efd9f752141e4798421e172","Department of Physiology and Biophysics, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States; Department of Cell and Developmental Biology, University of Oregon Health Sciences Center, 3181 SW Sam Jackson Park Road, Portland, OR 97201-3098, United States; Department of Nutrition, Harvard University, School of Public Health, 665 Huntington Avenue, Boston, MA 02115-6021, United States","Aisen, P., Department of Physiology and Biophysics, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States; Enns, C., Department of Cell and Developmental Biology, University of Oregon Health Sciences Center, 3181 SW Sam Jackson Park Road, Portland, OR 97201-3098, United States; Wessling-Resnick, M., Department of Nutrition, Harvard University, School of Public Health, 665 Huntington Avenue, Boston, MA 02115-6021, United States","Belgrade rat; Ceruloplasmin; DMT1; Ferrireductase; Ferritin; Ferroportin 1; Ferroxidase; Frataxin; Friedrich's ataxia; Hemochromatosis; Hemosiderin; Hephaestin; HFE; IRE; Ireg1; Iron responsive element; Iron responsive protein; IRP; MTP1; SFT; Transferrin; Transferrin receptor","ferritin; frataxin; iron regulatory factor; peroxidase; transferrin receptor; article; eukaryote; Friedreich ataxia; hemochromatosis; homeostasis; iron absorption; iron deficiency; iron kinetics; iron metabolism; iron overload; iron storage; iron transport; protein expression; regulatory mechanism; Archaea; Ataxia; Danio rerio; Eukaryota; Mammalia; Rodentia","Aisen, P.; Department of Physiology, Albert Einstein College of Medicine, 1300 Morris Park Avenue, Bronx, NY 10461, United States; email: aisen@aecom.yu.edu","Review","Final","","Scopus","2-s2.0-0034896427","Explosive Scene","Explosives"
"Khalil A., Le Breton C., Bazot M., Kadi N., Clément De Givry S., Carette M.F.","7201416500;7003660583;7004918568;12783843700;8736909800;7005744484;","Magnetic resonance angiography of the thorax in 2000 [L'imagerie et l'angiographie par resonance magnetique du thorax en l'an 2000]",2000,"Revue de Pneumologie Clinique","56","2","","83","101",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034127674&partnerID=40&md5=b9d22a111afec1c91c51cf2dca7f6a20","Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France","Khalil, A., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; Le Breton, C., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; Bazot, M., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; Kadi, N., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; Clément De Givry, S., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; Carette, M.F., Service de Radiologie, Hôpital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France","Angiography-MR; Cine-MR; Lung; MRI; Thorax","aorta disease; article; atelectasis; chronic obstructive lung disease; cineradiography; computer assisted tomography; human; image quality; interstitial lung disease; lung edema; lung nodule; magnetic resonance angiography; mediastinum disease; pericardial disease; thorax disease; Humans; Lung Diseases; Magnetic Resonance Angiography; Magnetic Resonance Imaging","Khalil, A.; Service de Radiologie, Hopital Tenon, 4, rue de la Chine, 75970 Paris Cedex 20, France; email: antoine-khalil@yahoo.fr","Article","Final","","Scopus","2-s2.0-0034127674","Explosive Scene","Explosives"
"Brozek-Mucha Z.","6602161516;","Seminar on Bombing Crime Scene Investigation: Quantico (USA), 6-10 September, 1999 [Seminarium na Temat Postepowania na Miejscu Zamachu Bombowego: Quantico (Stany Zjednoczone), 6-10 Wrzesnia 1999 roku]",2000,"Z Zagadnien Nauk Sadowych","41","","","175","177",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033775099&partnerID=40&md5=ca834650cdc505aa1cc2c4e4a842602b","","Brozek-Mucha, Z.","","explosive; conference paper; criminology; Eastern Europe; laboratory test; United States","","Conference Paper","Final","","Scopus","2-s2.0-0033775099","Explosive Scene","Explosives"
"Berg Johnny L.","57124410000;","Three-dimensional vision for law enforcement explosives disposal and building inspection applications",2000,"Proceedings of SPIE - The International Society for Optical Engineering","4129","","","503","514",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033684812&partnerID=40&md5=afd0c05fb8f992d863b18b4e5dd210d4","Holometrics, Inc, Escondido, United States","Berg, Johnny L., Holometrics, Inc, Escondido, United States","","Buildings; Computer vision; Earthquake resistance; Explosives; Inspection; Laser applications; Mobile robots; Scanning; Three dimensional; Optical radar; Radar systems; Building inspection; Infrared laser; Laser radar; Scanning laser radar; Three dimensional imagery; Three dimensional vision systems; Radar imaging; Computer vision; 3-D imagery; 3-D vision systems; Building inspections; Explosive materials; Geometric feature; Scanning laser radar; Spatial relationships; Technical features","Berg, Johnny L.; Holometrics, Inc, Escondido, United States","Conference Paper","Final","","Scopus","2-s2.0-0033684812","Explosive Scene","Explosives"
"Phillips S.A., Lowe A., Marshall M., Hubbard P., Burmeister S.G., Williams D.R.","36917211800;21737280600;21737576600;18835511000;6701338722;56161832200;","Physical and chemical evidence remaining after the explosion of large improvised bombs. Part 1: Firings of ammonium nitrate/sugar and urea nitrate",2000,"Journal of Forensic Sciences","45","2","","324","332",NA,20,"10.1520/jfs14685j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034062278&doi=10.1520%2fjfs14685j&partnerID=40&md5=dc2dc8f1060076776c9e1954374ce96a","Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom","Phillips, S.A., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom; Lowe, A., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom; Marshall, M., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom; Hubbard, P., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom; Burmeister, S.G., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom; Williams, D.R., Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom","Chemical residues; Explosives; Fertilizer; Forensic science; Homemade explosives; Improvised explosive devices; Physical damage; Sugar","ammonium nitrate; explosive; sugar; urea; article; chemical composition; crime; destruction; explosion; law suit; motor vehicle; priority journal; soil","Marshall, M.; Forensic Explosives Laboratory, DERA, Fort Halstead, Sevenoaks, Kent TN14 7BP, United Kingdom","Article","Final","","Scopus","2-s2.0-0034062278","Explosive Scene","Explosives"
"Jones R.A., Liggett D.P., Capelli-Schellpfeffer M., Macalady T., Saunders L.F., Downey R.E., Bruce McClung L.B., Smith A., Jamil S., Saporita V.J.","24561567600;6602720800;7003595420;6506055388;7101934031;7103296646;6506329626;56128088300;7003946684;6603403061;","Staged tests increase awareness of arc-flash hazards in electrical equipment",2000,"IEEE Transactions on Industry Applications","36","2","","659","667",NA,52,"10.1109/28.833785","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033893061&doi=10.1109%2f28.833785&partnerID=40&md5=36377192be0ec52d067b136e4f80c7ec","DuPont Engineering, Wilmington, DE 19880, United States; Electrical Trauma Program, University of Chicago, Chicago, IL 60637, United States; Cooper Industries, St. Louis, MO 63178, United States; General Motors Corporation, Detroit, MI 48202-3220, United States; Earth Tech Inc, Indianapolis, IN 46250-1951, United States; Union Carbide Chemicals, South Charleston, WV 25303-2544, United States; Waldemar S. Nelson and Company, New Orleans, LA 70130-4395, United States; Exxon Chemical Company, Baytown, TX 77522-4004, United States","Jones, R.A., DuPont Engineering, Wilmington, DE 19880, United States; Liggett, D.P., DuPont Engineering, Wilmington, DE 19880, United States; Capelli-Schellpfeffer, M., Electrical Trauma Program, University of Chicago, Chicago, IL 60637, United States; Macalady, T., Cooper Industries, St. Louis, MO 63178, United States; Saunders, L.F., General Motors Corporation, Detroit, MI 48202-3220, United States; Downey, R.E., Earth Tech Inc, Indianapolis, IN 46250-1951, United States; Bruce McClung, L.B., Union Carbide Chemicals, South Charleston, WV 25303-2544, United States; Smith, A., Waldemar S. Nelson and Company, New Orleans, LA 70130-4395, United States; Jamil, S., Exxon Chemical Company, Baytown, TX 77522-4004, United States; Saporita, V.J., Cooper Industries, St. Louis, MO 63178, United States","","Accident prevention; Electric accidents; Electric equipment protection; Explosions; Occupational risks; Risk assessment; Arc fault tests; Arc-flash hazards; Electric arcs","","Article","Final","","Scopus","2-s2.0-0033893061","Explosive Scene","Explosives"
"Evans R.J., Jupp I.D., Lei F., Ramsden D.","57198969741;6602902381;16421302700;24488991200;","Design of a large-area CsI(T1) photo-diode array for explosives detection by neutron-activation gamma-ray spectroscopy",1999,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment","422","1-3","","900","905",NA,5,"10.1016/S0168-9002(98)01040-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4244012779&doi=10.1016%2fS0168-9002%2898%2901040-7&partnerID=40&md5=472e4305e92235e6248032e16e3d986c","Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Evans, R.J., Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Jupp, I.D., Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Lei, F., Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Ramsden, D., Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Coded-aperture; Detection of explosives; Fast neutron activation; Gamma-ray imaging","","Evans, R.J.; Department of Physics and Astronomy, University of Southampton, Southampton, SO17 1BJ, United Kingdom; email: rje@phys.soton.ac.uk","Article","Final","","Scopus","2-s2.0-4244012779","Explosive Scene","Explosives"
"Davis E.B., Rollins C.E., Reiber G.D., Anthony R.M.","7402374198;7004246357;7005073536;35878512700;","Suicide by pipe bomb: A case report",1999,"American Journal of Forensic Medicine and Pathology","20","2","","136","140",NA,12,"10.1097/00000433-199906000-00006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032995597&doi=10.1097%2f00000433-199906000-00006&partnerID=40&md5=3c075e4444cffb28b3b605c65d256a86","Department of Pathology, University of California, Davis, Sacramento, CA, United States; N. California Forensic Pathology, Medical Corporation, Sacramento, CA, United States; 2019 Fairfield Avenue, Fairfield, CA 94533, United States","Davis, E.B., Department of Pathology, University of California, Davis, Sacramento, CA, United States, 2019 Fairfield Avenue, Fairfield, CA 94533, United States; Rollins, C.E., N. California Forensic Pathology, Medical Corporation, Sacramento, CA, United States; Reiber, G.D., N. California Forensic Pathology, Medical Corporation, Sacramento, CA, United States; Anthony, R.M., N. California Forensic Pathology, Medical Corporation, Sacramento, CA, United States","Explosion death; Pipe bomb; Suicide","explosive; adult; article; avulsion injury; brain injury; brain stem; case report; cause of death; explosion; human; male; mesencephalon; neck injury; shoulder injury; suicide; Adult; Explosions; Humans; Male; Suicide","Davis, E.B.2019 Fairfield Avenue, Fairfield, CA 94533, United States","Article","Final","","Scopus","2-s2.0-0032995597","Explosive Scene","Explosives"
"Sehgal D.P.S., Sharma S.N., Misra G.J.","7004094480;56140117900;57214392687;","Aerosol or IED explosion: A case report",1999,"Forensic Science International","102","1","","67","72",NA,1,"10.1016/S0379-0738(99)00022-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033058820&doi=10.1016%2fS0379-0738%2899%2900022-5&partnerID=40&md5=337c99e6c73968c81e3dacb0f2827c86","Forensic Science Laboratory, Punjab Police, Chandigarh, India","Sehgal, D.P.S., Forensic Science Laboratory, Punjab Police, Chandigarh, India; Sharma, S.N., Forensic Science Laboratory, Punjab Police, Chandigarh, India; Misra, G.J., Forensic Science Laboratory, Punjab Police, Chandigarh, India","","liquefied petroleum gas; aerosol; article; case report; criminal behavior; explosion; female; human; India; laboratory test; priority journal","Sehgal, D.P.S.; Forensic Science Laboratory, Punjab Police, Chandigarh, India","Article","Final","","Scopus","2-s2.0-0033058820","Explosive Scene","Explosives"
"Hooker B.S., Skeen R.S.","35838465800;7003413826;","Transgenic phytoremediation blasts onto the scene",1999,"Nature Biotechnology","17","5","","428","",NA,22,"10.1038/8596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032943313&doi=10.1038%2f8596&partnerID=40&md5=7f4245db1aa969cfa81ed705d1f8b480","Pacific Northwest Natl. Laboratory, Richland, WA 99352, United States","Hooker, B.S., Pacific Northwest Natl. Laboratory, Richland, WA 99352, United States; Skeen, R.S., Pacific Northwest Natl. Laboratory, Richland, WA 99352, United States","","explosive; trinitrotoluene; bioreactor; denitrification; environmental protection; health hazard; nonhuman; priority journal; short survey; soil pollution; soil treatment; transgenic plant; xenobiotic metabolism; Biodegradation, Environmental; Oxidoreductases; Plants, Genetically Modified; Plants, Toxic; Soil Pollutants; Tobacco; Trinitrotoluene","Hooker, B.S.; Pacific Northwest Natl. Laboratory, Richland, WA 99352, United States; email: brian.hooker@pnl.gov","Short Survey","Final","","Scopus","2-s2.0-0032943313","Explosive Scene","Explosives"
"[No author name available]","[No author id available]","Proceedings of the 1998 Investigation and Forensic Science Technologies",1999,"Proceedings of SPIE - The International Society for Optical Engineering","3576","","","","",NA,NA,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032634713&partnerID=40&md5=e83e43b21641c018ef698944103d23f4","","","","Animation; Ballistics; Electrophoresis; Explosives; Guns (armament); Image enhancement; Image reconstruction; Military data processing; Photography; Raman spectroscopy; Secondary ion mass spectrometry; Security of data; Capillary electrophoresis; Computer forensics; Crime science; EiRev; Forensic imaging; Forensic pathology; Forensic science; Integrated ballistic identification system (IBIS); Magnetic scanner; Solid phase microextraction (SPME); Imaging systems","","Conference Review","Final","","Scopus","2-s2.0-0032634713","Explosive Scene","Explosives"
"Scott Herman E., Jones Stephen H., Iannarilli Frank","7402297557;57191187268;6601968087;","Imaging infrared polarimetry: Initial results and potential in detection of scatterable mines and surface disturbances",1999,"Proceedings of SPIE - The International Society for Optical Engineering","3710","II","","1188","1211",NA,3,"","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032637624&partnerID=40&md5=c4a39608e4ce665d4651db08442b2c1d","Aerodyne Research, Inc, Billerica, United States","Scott, Herman E., Aerodyne Research, Inc, Billerica, United States; Jones, Stephen H., Aerodyne Research, Inc, Billerica, United States; Iannarilli, Frank, Aerodyne Research, Inc, Billerica, United States","","Infrared imaging; Multispectral scanners; Ordnance; Polarimeters; Radar clutter; Radar imaging; Radar target recognition; Risk assessment; Multisensor demining; Scatterable mines; Unexploded ordnance (UXO); Explosives","Scott, Herman E.; Aerodyne Research, Inc, Billerica, United States","Article","Final","","Scopus","2-s2.0-0032637624","Explosive Scene","Explosives"
"Altschuler B.R., Monson K.L.","6603082880;7004289902;","Initial progress in the recording of crime scene simulations using 3-D laser structured light imagery techniques for law enforcement and forensic applications",1998,"Proceedings of SPIE - The International Society for Optical Engineering","3240","","","230","241",NA,1,"10.1117/12.300060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649239336&doi=10.1117%2f12.300060&partnerID=40&md5=34cca71af6f4796910c2467381d0b9a7","P.O. Box 1151, Ft. Meade, MD 20755, United States; FBI Laboratory, Forensic Science Research and Training Center, Quantico, VA 22135, United States","Altschuler, B.R., P.O. Box 1151, Ft. Meade, MD 20755, United States; Monson, K.L., FBI Laboratory, Forensic Science Research and Training Center, Quantico, VA 22135, United States","","Computer displays; Court proceedings; Crime scenes; Critical surfaces; Data collections; Forensic applications; Forensic identifications; Initial contacts; Large objects; Law enforcement personnels; Materials demands; Multimedia archiving; Numerical datums; Optical benches; Robotic platforms; Simulation studies; Structured lights; Tele presences; Topographic mappings; Two types; Video imageries; Virtual reality representations; Data storage equipment; Law enforcement; Numerical methods; Personnel; Sensors; Technical presentations; Three dimensional; Three dimensional computer graphics; Virtual reality; Visual communication; Laws and legislation","Altschuler, B. R.P.O. Box 1151, Ft. Meade, MD 20755, United States","Conference Paper","Final","","Scopus","2-s2.0-57649239336","Explosive Scene","Explosives"
"Sampat N., Grim J.F., O'Hara J.E.","6601979329;7006934147;7101668201;","Technique for improving the quality of images from digital cameras, printed using ink-jet printers, using smoothed RGB transfer curves",1998,"Proceedings of SPIE - The International Society for Optical Engineering","3302","","","106","112",NA,NA,"10.1117/12.304573","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032400645&doi=10.1117%2f12.304573&partnerID=40&md5=6f0ca9081f5c2ac0da75011aa1b8c5a8","Imaging and Photo. Technology Dept., Rochester Institute of Technology, Rochester, NY, United States","Sampat, N., Imaging and Photo. Technology Dept., Rochester Institute of Technology, Rochester, NY, United States; Grim, J.F., Imaging and Photo. Technology Dept., Rochester Institute of Technology, Rochester, NY, United States; O'Hara, J.E., Imaging and Photo. Technology Dept., Rochester Institute of Technology, Rochester, NY, United States","Digital camera quality; Ink jet printer quality; RGB curves; Transfer curves","Cameras; Color image processing; Color photography; Printers (computer); Digital cameras; Digital photography; Image quality; Cameras; Image Quality; Ink Jet Printing; Printers","Sampat, N.; Imaging and Photo. Technology Dept., Rochester Institute of Technology, Rochester, NY, United States; email: nxspph@rit.edu","Conference Paper","Final","","Scopus","2-s2.0-0032400645","Explosive Scene","Explosives"
"Blagden P.M.","6506556004;","Changing scene of mine clearance",1998,"IEE Conference Publication","","458","","19","22",NA,5,"10.1049/cp:19980679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032320257&doi=10.1049%2fcp%3a19980679&partnerID=40&md5=20c1aff06423013508309781a744fdd8","Geneva Int Cent for Humanitarian, Demining, United Kingdom","Blagden, P.M., Geneva Int Cent for Humanitarian, Demining, United Kingdom","","Accident prevention; Explosives; Safe handling; Sensors; Humanitarian demining; Mine clearance; Bombs (ordnance)","Blagden, P.M.; Geneva Int Cent for Humanitarian, DeminingUnited Kingdom","Conference Paper","Final","","Scopus","2-s2.0-0032320257","Explosive Scene","Explosives"
"Quinn C.C.","20535555800;","The role of the forensic scientist at pseudo-military incidents",1998,"Science and Justice - Journal of the Forensic Science Society","38","2","","85","92",NA,NA,"10.1016/S1355-0306(98)72084-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031898723&doi=10.1016%2fS1355-0306%2898%2972084-2&partnerID=40&md5=5b5c7cb8a2ebfcd952098740d8543281","Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","Quinn, C.C., Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","","explosive; accident; article; building; cadaver; contamination; crime; firearm; forensic science; homicide; military phenomena; motor vehicle; police; United Kingdom","Quinn, C.C.; Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","Article","Final","","Scopus","2-s2.0-0031898723","Explosive Scene","Explosives"
"McCorkell W.J., Griffin R.M.E.","6506890028;7401910247;","An overview of the scientific examinations performed after an explosion on the Shankill Road",1998,"Science and Justice - Journal of the Forensic Science Society","38","2","","75","79",NA,1,"10.1016/S1355-0306(98)72082-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031946219&doi=10.1016%2fS1355-0306%2898%2972082-9&partnerID=40&md5=562c695eb372f931de6f59f73f403f4d","Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","McCorkell, W.J., Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom; Griffin, R.M.E., Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","","explosive; article; battle injury; explosion; forensic science; homicide; United Kingdom","McCorkell, W.J.; Forensic Science Agcy North Ireland, 151 Belfast Road, Carrickfergus BT38 8PL, United Kingdom","Article","Final","","Scopus","2-s2.0-0031946219","Explosive Scene","Explosives"
"Dombrowski M.S., Willson P.D., LaBaw C.C.","7005767161;7005120476;6507013277;","Defeating camouflage and finding explosives through spectral matched filtering of hyperspectral imagery",1997,"Proceedings of SPIE - The International Society for Optical Engineering","2933","","","109","118",NA,NA,"10.1117/12.263139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049168401&doi=10.1117%2f12.263139&partnerID=40&md5=637e5d34a53a17030f9dc34c44791c34","Surface Optics Corporation, 9929 Hibert Street, San Diego, CA 92131, United States; U.S. Army Armament Research and Development Engineering Center, SMCAR-QAH-T, Picatinny Arsenal, NJ 07806-5000, United States; Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, CA 91109-8099, United States","Dombrowski, M.S., Surface Optics Corporation, 9929 Hibert Street, San Diego, CA 92131, United States; Willson, P.D., U.S. Army Armament Research and Development Engineering Center, SMCAR-QAH-T, Picatinny Arsenal, NJ 07806-5000, United States; LaBaw, C.C., Jet Propulsion Laboratory, 4800 Oak Grove Drive, Pasadena, CA 91109-8099, United States","","Beamforming; Camouflage; Explosives; Fuel oils; Military operations; Vehicles; HyperSpectral imageries; Imaging spectroradiometer; Matched filtering; Oklahoma cities; Spectral characteristics; Spectral imageries; Spectral imaging; Spectral regions; Surveillance equipments; Terrorist organizations; Terrorist targets; Trace residues; Training facilities; Volatile materials; Nitration","Dombrowski, M. S.; Surface Optics Corporation, 9929 Hibert Street, San Diego, CA 92131, United States","Conference Paper","Final","","Scopus","2-s2.0-58049168401","Explosive Scene","Explosives"
